[4/20/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chainz	
[4/20/23 01:21PM] Player picked up item: Coin, id: 995, amount: 2843571, owner: Chainz	
[4/20/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Chainz	
[4/20/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Chainz	
[4/20/23 01:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Chainz	
[4/20/23 01:24PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Chainz	
[4/20/23 01:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Chainz	
[4/20/23 01:32PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Chainz	
[4/20/23 01:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Chainz	
[4/20/23 01:35PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Chainz	
[4/20/23 01:40PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Chainz	
[4/20/23 01:40PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Chainz	
[4/20/23 01:42PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Chainz	
[4/20/23 01:43PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Chainz	
[4/20/23 01:51PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Chainz	
[4/20/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Chainz	
[4/20/23 01:51PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Chainz	
[4/20/23 01:51PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Chainz	
[4/20/23 02:03PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Chainz	
[4/20/23 04:05PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Chainz	
[4/20/23 04:05PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Chainz	
[4/20/23 04:05PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Chainz	
[4/20/23 04:05PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Chainz	
[4/20/23 04:05PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Chainz	
[4/20/23 04:06PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Chainz	
[4/20/23 04:06PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Chainz	
[4/20/23 04:06PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Chainz	
[4/20/23 04:07PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Chainz	
[4/20/23 04:09PM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Chainz	
[4/20/23 04:09PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Chainz	
[4/20/23 04:10PM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Chainz	
[4/20/23 04:10PM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Chainz	
[4/20/23 04:26PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Chainz	
[4/20/23 04:36PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Chainz	
[4/20/23 04:36PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Chainz	
[4/20/23 04:36PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Chainz	
[4/20/23 04:37PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Chainz	
[4/20/23 04:37PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Chainz	
[4/20/23 04:37PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Chainz	
[4/20/23 04:38PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Chainz	
[4/20/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Chainz	
[4/20/23 04:39PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Chainz	
[4/20/23 04:39PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Chainz	
[4/20/23 04:40PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Chainz	
[4/20/23 04:40PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Chainz	
[4/20/23 04:40PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Chainz	
[4/20/23 04:40PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Chainz	
[4/20/23 04:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Chainz	
[4/20/23 04:45PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Chainz	
[4/20/23 04:50PM] Player picked up item: Coin, id: 995, amount: 1797399, owner: Chainz	
[4/20/23 04:50PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Chainz	
[4/20/23 04:55PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Chainz	
[4/20/23 04:55PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Chainz	
[4/20/23 04:55PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Chainz	
[4/20/23 04:56PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Chainz	
[4/20/23 04:56PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Chainz	
[4/20/23 04:57PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Chainz	
[4/20/23 04:58PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Chainz	
[4/20/23 04:59PM] Player picked up item: Coin, id: 995, amount: 21000, owner: Chainz	
[4/20/23 04:59PM] Player picked up item: Coin, id: 995, amount: 21000, owner: Chainz	
[4/20/23 04:59PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Chainz	
[4/20/23 04:59PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Chainz	
[4/20/23 05:00PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Chainz	
[4/20/23 05:01PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Chainz	
[4/20/23 05:01PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Chainz	
[4/20/23 05:04PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Chainz	
[4/20/23 05:04PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Chainz	
[4/20/23 05:04PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Chainz	
[4/20/23 05:04PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Chainz	
[4/20/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Chainz	
[4/20/23 05:21PM] Player picked up item: Coin, id: 995, amount: 2112718, owner: Chainz	
[4/20/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Chainz	
[4/20/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Chainz	
[4/20/23 05:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Chainz	
[4/20/23 05:46PM] Player picked up item: Nagi Legs, id: 21064, amount: 1, owner: Chainz	
[4/20/23 05:47PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Chainz	
[4/20/23 05:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Chainz	
[4/20/23 05:49PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Chainz	
[4/20/23 05:51PM] Player picked up item: Coin, id: 995, amount: 2245273, owner: Chainz	
[4/20/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Chainz	
[4/20/23 05:52PM] Player picked up item: Coin, id: 995, amount: 25000, owner: Chainz	
[4/20/23 05:52PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Chainz	
[4/20/23 05:52PM] Player picked up item: Coin, id: 995, amount: 25000, owner: Chainz	
[4/20/23 05:53PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Chainz	
[4/20/23 05:53PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Chainz	
[4/20/23 05:53PM] Player picked up item: Coin, id: 995, amount: 35000, owner: Chainz	
[4/20/23 05:53PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Chainz	
[4/20/23 06:00PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Chainz	
[4/21/23 08:34AM] Player picked up item: Coin, id: 995, amount: 2150187, owner: Chainz	
[4/21/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Chainz	
[4/21/23 08:35AM] Player picked up item: Coin, id: 995, amount: 2127873, owner: Chainz	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Chainz	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Chainz	
[4/21/23 08:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Chainz	
[4/21/23 08:40AM] Player picked up item: Coin, id: 995, amount: 1082012, owner: Chainz	
[4/21/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Chainz	
[4/21/23 08:41AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Chainz	
[4/21/23 08:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Chainz	
