[4/22/23 06:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ragnar	
[4/22/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:41AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:41AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:42AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:42AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:44AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:45AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:45AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:46AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:46AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:46AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:46AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:47AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:48AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:48AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:49AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:49AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:52AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:52AM] Player picked up item: Coin, id: 995, amount: 24000, owner: Ragnar	
[4/22/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ragnar	
[4/22/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:52AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:52AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:52AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:53AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:53AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:53AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 12:27PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Ragnar	
[4/22/23 12:27PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Ragnar	
[4/22/23 12:32PM] Player picked up item: Forsaken Gloves, id: 14913, amount: 1, owner: Ragnar	
[4/22/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ragnar	
[4/22/23 12:33PM] Player picked up item: Coin, id: 995, amount: 1864923, owner: Ragnar	
[4/22/23 12:39PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ragnar	
[4/22/23 12:40PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ragnar	
[4/22/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ragnar	
[4/22/23 12:41PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Ragnar	
[4/22/23 12:47PM] Player picked up item: Inferno tokhaar-kal, id: 18683, amount: 1, owner: Ragnar	
[4/22/23 12:47PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ragnar	
[4/22/23 12:47PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Ragnar	
[4/24/23 03:44AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ragnar	
[4/24/23 03:45AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ragnar	
[4/24/23 03:45AM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Ragnar	
