[4/19/23 04:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dujamaisvue	
[4/19/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dujamaisvue	
[4/19/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dujamaisvue	
[4/19/23 04:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dujamaisvue	
[4/19/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dujamaisvue	
[4/19/23 04:21PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dujamaisvue	
[4/19/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dujamaisvue	
[4/19/23 04:21PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dujamaisvue	
[4/19/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dujamaisvue	
[4/19/23 04:22PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dujamaisvue	
[4/19/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dujamaisvue	
[4/19/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dujamaisvue	
[4/19/23 04:24PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Dujamaisvue	
[4/19/23 04:24PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Dujamaisvue	
[4/19/23 04:24PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Dujamaisvue	
[4/19/23 04:30PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Dujamaisvue	
[4/19/23 04:30PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dujamaisvue	
[4/19/23 04:30PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dujamaisvue	
[4/19/23 04:30PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Dujamaisvue	
[4/19/23 04:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dujamaisvue	
[4/19/23 04:30PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dujamaisvue	
[4/19/23 04:33PM] Player picked up item: Starter Blade, id: 22084, amount: 1, owner: Smurfit	
[4/19/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dujamaisvue	
[4/19/23 04:39PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dujamaisvue	
[4/19/23 04:39PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dujamaisvue	
[4/19/23 04:39PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dujamaisvue	
[4/19/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Dujamaisvue	
[4/19/23 04:39PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Dujamaisvue	
[4/19/23 04:39PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Dujamaisvue	
[4/19/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Dujamaisvue	
[4/19/23 04:39PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dujamaisvue	
[4/19/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dujamaisvue	
[4/19/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Dujamaisvue	
[4/19/23 04:39PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Dujamaisvue	
[4/19/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dujamaisvue	
[4/19/23 04:39PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Dujamaisvue	
[4/19/23 04:39PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dujamaisvue	
[4/19/23 04:41PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Dujamaisvue	
[4/19/23 04:41PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dujamaisvue	
[4/19/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dujamaisvue	
[4/19/23 04:41PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dujamaisvue	
[4/19/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dujamaisvue	
[4/19/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dujamaisvue	
[4/19/23 04:41PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dujamaisvue	
[4/19/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dujamaisvue	
[4/19/23 04:41PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dujamaisvue	
[4/19/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dujamaisvue	
[4/19/23 04:41PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dujamaisvue	
[4/19/23 04:45PM] Player picked up item: Coin, id: 995, amount: 1259512, owner: Dujamaisvue	
[4/19/23 04:47PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dujamaisvue	
[4/19/23 04:47PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dujamaisvue	
[4/19/23 04:47PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dujamaisvue	
[4/19/23 04:47PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Dujamaisvue	
[4/19/23 04:48PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Dujamaisvue	
[4/19/23 04:52PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dujamaisvue	
[4/19/23 04:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dujamaisvue	
[4/19/23 04:52PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Dujamaisvue	
[4/19/23 04:52PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Dujamaisvue	
[4/19/23 04:52PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Dujamaisvue	
[4/19/23 04:52PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dujamaisvue	
[4/19/23 04:52PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Dujamaisvue	
[4/19/23 04:52PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dujamaisvue	
[4/19/23 04:52PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dujamaisvue	
[4/19/23 04:53PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Dujamaisvue	
[4/19/23 04:53PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dujamaisvue	
[4/19/23 04:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dujamaisvue	
[4/19/23 04:53PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dujamaisvue	
[4/19/23 04:53PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Dujamaisvue	
[4/19/23 04:53PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dujamaisvue	
[4/19/23 04:53PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dujamaisvue	
[4/19/23 04:53PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dujamaisvue	
[4/19/23 04:54PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dujamaisvue	
[4/19/23 04:55PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Dujamaisvue	
[4/19/23 04:55PM] Player picked up item: Coin, id: 995, amount: 900, owner: Dujamaisvue	
