[4/20/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pickle	
[4/20/23 07:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pickle	
[4/20/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pickle	
[4/20/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:33AM] Player picked up item: Coin, id: 995, amount: 600, owner: Pickle	
[4/20/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pickle	
[4/20/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pickle	
[4/20/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pickle	
[4/20/23 07:34AM] Player picked up item: Coin, id: 995, amount: 900, owner: Pickle	
[4/20/23 07:34AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Pickle	
[4/20/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Pickle	
[4/20/23 07:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pickle	
[4/20/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Pickle	
[4/20/23 07:35AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Pickle	
[4/20/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pickle	
[4/20/23 07:35AM] Player picked up item: Coin, id: 995, amount: 900, owner: Pickle	
[4/20/23 07:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pickle	
[4/20/23 07:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Pickle	
[4/20/23 07:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Pickle	
[4/20/23 07:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pickle	
[4/20/23 07:38AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Pickle	
[4/20/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:39AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pickle	
[4/20/23 07:39AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Pickle	
[4/20/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pickle	
[4/20/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pickle	
[4/20/23 07:39AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Pickle	
[4/20/23 07:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pickle	
[4/20/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pickle	
[4/20/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:40AM] Player picked up item: Coin, id: 995, amount: 800, owner: Pickle	
[4/20/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pickle	
[4/20/23 07:41AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Pickle	
[4/20/23 07:41AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Pickle	
[4/20/23 07:41AM] Player picked up item: Coin, id: 995, amount: 800, owner: Pickle	
[4/20/23 07:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pickle	
[4/20/23 07:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pickle	
[4/20/23 07:43AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pickle	
[4/20/23 07:43AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Pickle	
[4/20/23 07:43AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pickle	
[4/20/23 07:43AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Pickle	
[4/20/23 07:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pickle	
[4/20/23 07:43AM] Player picked up item: Coin, id: 995, amount: 800, owner: Pickle	
[4/20/23 07:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pickle	
[4/20/23 07:43AM] Player picked up item: Coin, id: 995, amount: 800, owner: Pickle	
[4/20/23 07:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pickle	
[4/20/23 07:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pickle	
[4/20/23 07:51AM] Player picked up item: Coin, id: 995, amount: 1809003, owner: Pickle	
[4/20/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pickle	
[4/20/23 07:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Pickle	
[4/20/23 07:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Pickle	
[4/20/23 07:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pickle	
[4/20/23 07:53AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Pickle	
[4/20/23 07:53AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Pickle	
[4/20/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pickle	
[4/20/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pickle	
[4/20/23 07:55AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Pickle	
[4/20/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pickle	
[4/20/23 07:55AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Pickle	
[4/20/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:55AM] Player picked up item: Coin, id: 995, amount: 500, owner: Pickle	
[4/20/23 07:56AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Pickle	
[4/20/23 07:56AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Pickle	
[4/20/23 07:56AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pickle	
[4/20/23 07:56AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Pickle	
[4/20/23 07:58AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Pickle	
[4/20/23 07:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pickle	
[4/20/23 07:58AM] Player picked up item: Coin, id: 995, amount: 500, owner: Pickle	
[4/20/23 07:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 08:10AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Pickle	
[4/20/23 08:12AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Pickle	
[4/20/23 08:21AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Pickle	
[4/20/23 08:24AM] Player picked up item: Coin, id: 995, amount: 700, owner: Pickle	
[4/20/23 08:42AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Pickle	
[4/20/23 08:51AM] Player picked up item: Coin, id: 995, amount: 1801751, owner: Pickle	
[4/20/23 12:17PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Pickle	
[4/20/23 12:17PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Pickle	
[4/20/23 12:22PM] Player picked up item: Coin, id: 995, amount: 1657066, owner: Pickle	
[4/20/23 12:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Pickle	
[4/20/23 12:32PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Pickle	
[4/20/23 12:32PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Pickle	
[4/20/23 12:33PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Pickle	
[4/20/23 12:33PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Pickle	
[4/20/23 12:41PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Pickle	
[4/20/23 12:42PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Pickle	
[4/20/23 12:45PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Pickle	
[4/20/23 12:51PM] Player picked up item: Coin, id: 995, amount: 1148212, owner: Pickle	
[4/20/23 02:06PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Pickle	
[4/20/23 02:20PM] Player picked up item: Coin, id: 995, amount: 1015384, owner: Pickle	
[4/20/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pickle	
[4/20/23 02:22PM] Player picked up item: Coin, id: 995, amount: 4316718, owner: Pickle	
