[4/15/23 08:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Reaperboi	
[4/15/23 09:15PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Reaperboi	
[4/15/23 09:16PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Reaperboi	
[4/15/23 09:16PM] Player picked up item: Coin, id: 995, amount: 900, owner: Reaperboi	
[4/15/23 09:16PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Reaperboi	
[4/15/23 09:16PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Reaperboi	
[4/15/23 09:16PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Reaperboi	
[4/15/23 09:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaperboi	
[4/15/23 09:20PM] Player picked up item: Coin, id: 995, amount: 900, owner: Reaperboi	
[4/15/23 09:20PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Reaperboi	
[4/15/23 09:21PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Reaperboi	
[4/15/23 09:21PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Reaperboi	
[4/15/23 09:21PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Reaperboi	
[4/15/23 09:21PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Reaperboi	
[4/15/23 09:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaperboi	
[4/15/23 09:22PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Reaperboi	
[4/15/23 09:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaperboi	
[4/15/23 09:23PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Reaperboi	
[4/15/23 09:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaperboi	
[4/15/23 09:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaperboi	
[4/15/23 09:23PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Reaperboi	
[4/15/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaperboi	
[4/15/23 09:24PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Reaperboi	
[4/15/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaperboi	
[4/15/23 09:24PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Reaperboi	
[4/15/23 09:24PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Reaperboi	
[4/15/23 09:24PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Reaperboi	
[4/15/23 09:24PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Reaperboi	
[4/15/23 09:24PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Reaperboi	
[4/15/23 09:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaperboi	
[4/15/23 09:25PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Reaperboi	
[4/15/23 09:25PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Reaperboi	
[4/15/23 09:25PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Reaperboi	
[4/15/23 09:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaperboi	
[4/15/23 09:25PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Reaperboi	
[4/15/23 09:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaperboi	
[4/15/23 09:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaperboi	
[4/15/23 09:30PM] Player picked up item: Coin, id: 995, amount: 1276787, owner: Reaperboi	
[4/15/23 09:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Reaperboi	
[4/15/23 09:31PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Reaperboi	
[4/15/23 09:32PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Reaperboi	
[4/15/23 09:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Reaperboi	
[4/15/23 10:17PM] Player picked up item: Infinite overload potion (T1), id: 23124, amount: 1, owner: Reaperboi	
[4/17/23 09:53AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Alakazam	
