[4/16/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/19/23 11:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Ppoopoo	
[4/19/23 11:51AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ppoopoo	
[4/19/23 11:53AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ppoopoo	
[4/19/23 11:53AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ppoopoo	
[4/19/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ppoopoo	
[4/19/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/19/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/19/23 12:04PM] Player picked up item: Collector ring, id: 4446, amount: 1, owner: Suh	
[4/19/23 12:04PM] Player picked up item: Collector ring, id: 4446, amount: 1, owner: Suh	
[4/19/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Inherited	
[4/19/23 12:46PM] Player picked up item: Unknown Boots, id: 21047, amount: 1, owner: Kingrock	
[4/19/23 12:46PM] Player picked up item: Unknown Helm, id: 21042, amount: 1, owner: Kingrock	
[4/19/23 01:01PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Ppoopoo	
[4/19/23 02:18PM] Player picked up item: Smoo, id: 1005, amount: 1, owner: Ppoopoo	
[4/19/23 05:04PM] Player picked up item: Antique Legs, id: 8818, amount: 1, owner: Ppoopoo	
[4/19/23 08:13PM] Player picked up item: Gold Enhancement, id: 17391, amount: 1, owner: Nadez	
[4/20/23 07:48AM] Player picked up item: Nagi Gloves, id: 21066, amount: 1, owner: Ppoopoo	
[4/20/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Zshana	
[4/20/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 780, owner: Zshana	
[4/22/23 08:36PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Hibashi	
[4/23/23 06:38PM] Player picked up item: Infinite healing potion (T1), id: 23118, amount: 1, owner: Vetz	
[4/24/23 06:23AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Xtc	
[4/24/23 06:43AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Voki	
[4/24/23 06:43AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Voki	
[4/24/23 06:46AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Voki	
[4/24/23 07:07AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Xtc	
[4/24/23 07:07AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Xtc	
[4/24/23 07:07AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Xtc	
[4/24/23 07:07AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Xtc	
[4/24/23 09:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Rooxer309	
[4/24/23 09:30AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Peez	
[4/24/23 09:40AM] Player picked up item: Godly Bow, id: 21018, amount: 1, owner: Ppoopoo	
[4/24/23 09:59AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Sinsaine	
[4/24/23 11:27AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: O T T E R	
[4/24/23 11:27AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: O T T E R	
[4/24/23 02:22PM] Player picked up item: Double Damage Scroll 30 Minutes, id: 15359, amount: 1, owner: Onlyfans	
[4/24/23 02:23PM] Player picked up item: Double Damage Scroll 30 Minutes, id: 15359, amount: 1, owner: Onlyfans	
[4/24/23 02:43PM] Player picked up item: Owner's cape, id: 7995, amount: 1, owner: Ppoopoo	
[4/24/23 02:48PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Iron Life	
[4/24/23 02:48PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Iron Life	
[4/24/23 02:49PM] Player picked up item: Blood Vitur, id: 8136, amount: 1, owner: Bulba	
[4/24/23 02:59PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Ronnie V2	
