[4/16/23 05:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Froggers	
[4/16/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Froggers	
[4/16/23 05:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Froggers	
[4/16/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Froggers	
[4/16/23 05:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Froggers	
[4/16/23 05:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Froggers	
[4/16/23 05:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Froggers	
[4/16/23 05:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Froggers	
[4/16/23 05:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Froggers	
[4/16/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Froggers	
[4/16/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Froggers	
[4/16/23 05:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Froggers	
[4/16/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Froggers	
[4/16/23 05:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Froggers	
[4/16/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Froggers	
[4/16/23 05:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Froggers	
[4/16/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Froggers	
[4/16/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Froggers	
[4/16/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Froggers	
[4/16/23 05:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Froggers	
[4/16/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Froggers	
[4/16/23 05:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Froggers	
[4/16/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Froggers	
[4/16/23 05:43PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Froggers	
[4/16/23 05:43PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Froggers	
[4/16/23 05:43PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Froggers	
[4/16/23 05:54PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Froggers	
[4/16/23 06:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Froggers	
[4/16/23 06:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Froggers	
[4/16/23 06:25PM] Player picked up item: Coin, id: 995, amount: 1331989, owner: Froggers	
[4/16/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Froggers	
[4/16/23 06:27PM] Player picked up item: Coin, id: 995, amount: 3557339, owner: Froggers	
[4/16/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Froggers	
[4/16/23 06:42PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Froggers	
[4/16/23 06:47PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Froggers	
[4/16/23 06:55PM] Player picked up item: Coin, id: 995, amount: 2109912, owner: Froggers	
[4/16/23 06:55PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Froggers	
[4/16/23 07:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Froggers	
[4/16/23 07:09PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Froggers	
[4/16/23 07:10PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Froggers	
[4/16/23 07:10PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Froggers	
[4/16/23 07:10PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Froggers	
[4/16/23 07:10PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Froggers	
[4/16/23 07:12PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Froggers	
[4/16/23 07:13PM] Player picked up item: Coin, id: 995, amount: 900, owner: Froggers	
[4/16/23 07:14PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Froggers	
[4/16/23 07:14PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Froggers	
[4/16/23 07:25PM] Player picked up item: Coin, id: 995, amount: 2800445, owner: Froggers	
[4/16/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Froggers	
[4/16/23 07:26PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Froggers	
[4/16/23 07:27PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Froggers	
[4/16/23 07:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Froggers	
[4/16/23 07:28PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Froggers	
[4/16/23 07:28PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Froggers	
[4/16/23 07:29PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Froggers	
[4/16/23 07:29PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Froggers	
[4/16/23 07:30PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Froggers	
[4/16/23 07:30PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Froggers	
[4/16/23 07:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Froggers	
[4/16/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Froggers	
[4/16/23 07:33PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Froggers	
[4/16/23 07:34PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Froggers	
[4/16/23 07:36PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Froggers	
[4/16/23 07:36PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Froggers	
[4/16/23 07:36PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Froggers	
[4/16/23 07:36PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Froggers	
[4/16/23 07:37PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Froggers	
[4/16/23 07:38PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Froggers	
[4/16/23 07:38PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Froggers	
[4/17/23 11:58AM] Player picked up item: Starter Staff, id: 22092, amount: 1, owner: Keeduvorst	
