[4/18/23 04:31PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hexzage	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:40PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:40PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:40PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hexzage	
[4/18/23 04:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:44PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hexzage	
[4/18/23 04:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hexzage	
[4/18/23 04:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:45PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hexzage	
[4/18/23 04:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:45PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hexzage	
[4/18/23 04:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:45PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hexzage	
[4/18/23 04:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:46PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hexzage	
[4/18/23 04:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:46PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hexzage	
[4/18/23 04:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:46PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hexzage	
[4/18/23 04:47PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Hexzage	
[4/18/23 04:47PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hexzage	
[4/18/23 04:47PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hexzage	
[4/18/23 04:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hexzage	
[4/18/23 04:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hexzage	
[4/18/23 04:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hexzage	
[4/18/23 04:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hexzage	
[4/18/23 04:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hexzage	
[4/18/23 04:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hexzage	
[4/18/23 04:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 05:40PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hexzage	
[4/18/23 05:40PM] Player picked up item: Coin, id: 995, amount: 1000000, owner: Hexzage	
[4/18/23 05:40PM] Player picked up item: PvM Casket, id: 2736, amount: 5, owner: Hexzage	
[4/18/23 05:40PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Hexzage	
[4/18/23 05:40PM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Hexzage	
[4/18/23 05:40PM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Hexzage	
[4/18/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 05:40PM] Player picked up item: Imperial Box, id: 14487, amount: 2, owner: Hexzage	
[4/18/23 05:40PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Hexzage	
[4/18/23 05:41PM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: Hexzage	
[4/18/23 05:52PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Hexzage	
[4/18/23 06:05PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Hexzage	
[4/18/23 06:38PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Hexzage	
[4/18/23 06:43PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Hexzage	
[4/18/23 06:47PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Hexzage	
[4/18/23 06:47PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Hexzage	
[4/18/23 06:54PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Hexzage	
[4/18/23 06:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hexzage	
[4/18/23 09:14PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Hexzage	
[4/18/23 09:20PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Hexzage	
