[4/21/23 03:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Big Shot	
[4/22/23 12:14PM] Player picked up item: $10 Bond, id: 23057, amount: 2, owner: Big Shot	
[4/22/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Big Shot	
[4/22/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Big Shot	
[4/22/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Big Shot	
[4/22/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Big Shot	
[4/22/23 12:20PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Big Shot	
[4/22/23 12:20PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Legion919	
[4/22/23 12:20PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Legion919	
[4/22/23 12:20PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Legion919	
[4/22/23 12:23PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Big Shot	
[4/22/23 12:30PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Big Shot	
[4/22/23 12:30PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Big Shot	
[4/22/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Big Shot	
[4/22/23 12:34PM] Player picked up item: Coin, id: 995, amount: 2450710, owner: Big Shot	
[4/22/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Big Shot	
[4/22/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Big Shot	
[4/22/23 12:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Big Shot	
[4/22/23 12:36PM] Player picked up item: Coin, id: 995, amount: 700, owner: Big Shot	
[4/22/23 12:36PM] Player picked up item: Coin, id: 995, amount: 700, owner: Big Shot	
[4/22/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/22/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/22/23 01:03PM] Player picked up item: Coin, id: 995, amount: 1788774, owner: Big Shot	
[4/22/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Big Shot	
[4/22/23 01:20PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Big Shot	
[4/22/23 01:20PM] Player picked up item: Coin, id: 995, amount: 22000, owner: Big Shot	
[4/22/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/22/23 01:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Big Shot	
[4/22/23 01:22PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Big Shot	
[4/22/23 01:28PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Big Shot	
[4/22/23 01:31PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Big Shot	
[4/22/23 01:31PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Big Shot	
[4/22/23 01:34PM] Player picked up item: Coin, id: 995, amount: 1219425, owner: Big Shot	
[4/22/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Big Shot	
[4/22/23 01:34PM] Player picked up item: Coin, id: 995, amount: 4152666, owner: Big Shot	
[4/22/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Big Shot	
[4/22/23 02:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Big Shot	
[4/22/23 02:33PM] Player picked up item: Coin, id: 995, amount: 1509327, owner: Big Shot	
[4/22/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Big Shot	
[4/22/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Big Shot	
[4/22/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Big Shot	
[4/22/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Big Shot	
[4/22/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Big Shot	
[4/22/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Big Shot	
