[4/16/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: You2	
[4/16/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: You2	
[4/16/23 10:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: You2	
[4/16/23 10:46AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: You2	
[4/17/23 06:41AM] Player picked up item: Coin, id: 995, amount: 2102072, owner: You2	
[4/17/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: You2	
[4/17/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: You2	
[4/17/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: You2	
[4/17/23 06:42AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: You2	
[4/17/23 07:10AM] Player picked up item: Coin, id: 995, amount: 2350389, owner: You2	
[4/17/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: You2	
[4/17/23 08:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: You2	
[4/17/23 08:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: You2	
[4/17/23 08:11AM] Player picked up item: Coin, id: 995, amount: 2140958, owner: You2	
[4/17/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: You2	
[4/17/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: You2	
[4/17/23 09:44AM] Player picked up item: Coin, id: 995, amount: 4044287, owner: You2	
[4/17/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: You2	
[4/17/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: You2	
[4/17/23 09:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: You2	
[4/17/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: You2	
[4/17/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Hated	
[4/17/23 09:46AM] Player picked up item: $10 Bond, id: 23057, amount: 40000000, owner: The Chins	
[4/17/23 10:33AM] Player picked up item: Coin, id: 995, amount: 2258616, owner: You2	
[4/17/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: You2	
[4/17/23 10:34AM] Player picked up item: Coin, id: 995, amount: 4102133, owner: You2	
[4/17/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: You2	
[4/17/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: You2	
[4/17/23 10:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: You2	
[4/17/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: You2	
[4/17/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: You2	
[4/17/23 03:34PM] Player picked up item: Coin, id: 995, amount: 4376523, owner: You2	
[4/17/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: You2	
[4/17/23 04:03PM] Player picked up item: Coin, id: 995, amount: 1227318, owner: You2	
[4/17/23 04:03PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: You2	
[4/17/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: You2	
[4/17/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: You2	
[4/17/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: You2	
[4/17/23 04:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: You2	
[4/17/23 05:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: You2	
[4/17/23 05:33PM] Player picked up item: Coin, id: 995, amount: 1407072, owner: You2	
[4/17/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: You2	
[4/17/23 05:33PM] Player picked up item: Coin, id: 995, amount: 2828298, owner: You2	
[4/17/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: You2	
[4/17/23 09:58PM] Player picked up item: Coin, id: 995, amount: 2191438, owner: You2	
[4/17/23 09:59PM] Player picked up item: Gracious Box, id: 15002, amount: 1, owner: You2	
[4/17/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: You2	
[4/18/23 06:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: You2	
[4/18/23 06:28AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: You2	
[4/18/23 10:14AM] Player picked up item: Coin, id: 995, amount: 1927770, owner: You2	
[4/18/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: You2	
