[4/18/23 06:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: 1 3	
[4/18/23 06:24PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: 1 3	
[4/18/23 06:24PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: 1 3	
[4/18/23 06:25PM] Player picked up item: Coin, id: 995, amount: 4200, owner: 1 3	
[4/18/23 06:25PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: 1 3	
[4/18/23 06:26PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: 1 3	
[4/18/23 06:26PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: 1 3	
[4/18/23 06:27PM] Player picked up item: Coin, id: 995, amount: 1600, owner: 1 3	
[4/18/23 06:33PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: 1 3	
[4/18/23 06:33PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: 1 3	
[4/18/23 06:34PM] Player picked up item: Coin, id: 995, amount: 1000, owner: 1 3	
[4/18/23 06:38PM] Player picked up item: Coin, id: 995, amount: 1500, owner: 1 3	
[4/18/23 06:38PM] Player picked up item: Coin, id: 995, amount: 4500, owner: 1 3	
[4/18/23 06:39PM] Player picked up item: Coin, id: 995, amount: 1500, owner: 1 3	
[4/18/23 06:43PM] Player picked up item: Coin, id: 995, amount: 2198025, owner: 1 3	
[4/18/23 06:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 1 3	
[4/18/23 06:45PM] Player picked up item: Coin, id: 995, amount: 2100141, owner: 1 3	
[4/18/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 1 3	
[4/18/23 06:47PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: 1 3	
[4/18/23 06:47PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: 1 3	
[4/18/23 07:01PM] Player picked up item: Coin, id: 995, amount: 26000, owner: 1 3	
[4/18/23 07:13PM] Player picked up item: Coin, id: 995, amount: 1177262, owner: 1 3	
[4/18/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 1 3	
[4/18/23 07:19PM] Player picked up item: Coin, id: 995, amount: 18000, owner: 1 3	
[4/18/23 07:20PM] Player picked up item: Coin, id: 995, amount: 9000, owner: 1 3	
[4/18/23 07:21PM] Player picked up item: Coin, id: 995, amount: 18000, owner: 1 3	
[4/18/23 07:22PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: 1 3	
[4/18/23 07:22PM] Player picked up item: Coin, id: 995, amount: 9000, owner: 1 3	
[4/18/23 07:23PM] Player picked up item: Coin, id: 995, amount: 27000, owner: 1 3	
[4/18/23 07:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1 3	
[4/18/23 07:41PM] Player picked up item: Coin, id: 995, amount: 15000, owner: 1 3	
[4/18/23 07:44PM] Player picked up item: Coin, id: 995, amount: 4141983, owner: 1 3	
[4/18/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 1 3	
[4/18/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: 1 3	
[4/18/23 07:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: 1 3	
[4/18/23 07:49PM] Player picked up item: Coin, id: 995, amount: 16000, owner: 1 3	
[4/18/23 08:04PM] Player picked up item: Coin, id: 995, amount: 36000, owner: 1 3	
[4/18/23 08:10PM] Player picked up item: Inferno Legs, id: 13304, amount: 1, owner: 1 3	
[4/18/23 08:10PM] Player picked up item: Inferno Legs, id: 13304, amount: 1, owner: 1 3	
[4/18/23 08:10PM] Player picked up item: Inferno tokhaar-kal, id: 18683, amount: 1, owner: 1 3	
[4/18/23 08:10PM] Player picked up item: Inferno tokhaar-kal, id: 18683, amount: 1, owner: 1 3	
[4/18/23 08:15PM] Player picked up item: Coin, id: 995, amount: 1905746, owner: 1 3	
[4/18/23 08:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 1 3	
[4/18/23 08:16PM] Player picked up item: Coin, id: 995, amount: 20000, owner: 1 3	
[4/18/23 08:16PM] Player picked up item: Coin, id: 995, amount: 20000, owner: 1 3	
[4/20/23 08:45PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: 1 3	
[4/20/23 08:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: 1 3	
[4/20/23 08:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1 3	
[4/20/23 08:48PM] Player picked up item: Coin, id: 995, amount: 40000, owner: 1 3	
[4/20/23 08:49PM] Player picked up item: Coin, id: 995, amount: 20000, owner: 1 3	
[4/20/23 08:54PM] Player picked up item: Coin, id: 995, amount: 84000, owner: 1 3	
[4/20/23 08:54PM] Player picked up item: Coin, id: 995, amount: 21000, owner: 1 3	
[4/20/23 08:54PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: 1 3	
[4/20/23 08:54PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: 1 3	
[4/20/23 08:55PM] Player picked up item: Coin, id: 995, amount: 21000, owner: 1 3	
[4/20/23 08:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1 3	
[4/20/23 08:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1 3	
[4/20/23 08:55PM] Player picked up item: Coin, id: 995, amount: 21000, owner: 1 3	
[4/20/23 08:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1 3	
[4/20/23 08:56PM] Player picked up item: Coin, id: 995, amount: 21000, owner: 1 3	
[4/20/23 09:06PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 1 3	
[4/20/23 09:14PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: 1 3	
[4/20/23 09:14PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: 1 3	
[4/20/23 09:14PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: 1 3	
[4/20/23 09:19PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: 1 3	
[4/20/23 09:19PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: 1 3	
[4/20/23 09:20PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: 1 3	
