[4/18/23 04:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Yaes	
[4/18/23 04:26PM] Player picked up item: Coin, id: 995, amount: 800, owner: Yaes	
[4/18/23 04:31PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Yaes	
[4/18/23 04:35PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Yaes	
[4/18/23 04:36PM] Player picked up item: Coin, id: 995, amount: 600, owner: Yaes	
[4/18/23 04:37PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Yaes	
[4/18/23 04:38PM] Player picked up item: Coin, id: 995, amount: 700, owner: Yaes	
[4/18/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:40PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Yaes	
[4/18/23 04:40PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Yaes	
[4/18/23 04:40PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Yaes	
[4/18/23 04:40PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Yaes	
[4/18/23 04:41PM] Player picked up item: Coin, id: 995, amount: 800, owner: Yaes	
[4/18/23 04:41PM] Player picked up item: Coin, id: 995, amount: 800, owner: Yaes	
[4/18/23 04:41PM] Player picked up item: Coin, id: 995, amount: 1996216, owner: Yaes	
[4/18/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Yaes	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Yaes	
[4/18/23 04:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Yaes	
[4/18/23 04:43PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Yaes	
[4/18/23 04:45PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Yaes	
[4/18/23 04:45PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Yaes	
[4/18/23 04:47PM] Player picked up item: Coin, id: 995, amount: 900, owner: Yaes	
[4/18/23 04:50PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Yaes	
[4/18/23 04:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yaes	
[4/18/23 04:50PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Yaes	
[4/18/23 04:51PM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Yaes	
[4/18/23 04:51PM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Yaes	
[4/18/23 04:51PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Yaes	
[4/18/23 04:51PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Yaes	
[4/18/23 04:53PM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Yaes	
[4/18/23 04:53PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Yaes	
[4/18/23 04:53PM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Yaes	
[4/18/23 04:54PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Yaes	
[4/18/23 04:55PM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Yaes	
[4/18/23 04:55PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Yaes	
[4/18/23 04:55PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Yaes	
[4/18/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Yaes	
