[4/22/23 04:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smitty	
[4/22/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smitty	
[4/22/23 04:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smitty	
[4/22/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smitty	
[4/22/23 04:43AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smitty	
[4/22/23 04:43AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smitty	
[4/22/23 04:43AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Smitty	
[4/22/23 04:43AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Smitty	
[4/22/23 04:43AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Smitty	
[4/22/23 04:43AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smitty	
[4/22/23 04:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smitty	
[4/22/23 04:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:44AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Smitty	
[4/22/23 04:44AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smitty	
[4/22/23 04:44AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Smitty	
[4/22/23 04:44AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smitty	
[4/22/23 04:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smitty	
[4/22/23 04:44AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smitty	
[4/22/23 04:45AM] Player picked up item: Coin, id: 995, amount: 500, owner: Smitty	
[4/22/23 04:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:46AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Smitty	
[4/22/23 04:46AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smitty	
[4/22/23 04:46AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Smitty	
[4/22/23 04:46AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smitty	
[4/22/23 04:46AM] Player picked up item: Coin, id: 995, amount: 500, owner: Smitty	
[4/22/23 04:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:46AM] Player picked up item: Coin, id: 995, amount: 500, owner: Smitty	
[4/22/23 04:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:46AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Smitty	
[4/22/23 04:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smitty	
[4/22/23 04:46AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Smitty	
[4/22/23 04:47AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smitty	
[4/22/23 04:47AM] Player picked up item: Coin, id: 995, amount: 500, owner: Smitty	
[4/22/23 04:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:55AM] Player picked up item: Coin, id: 995, amount: 600, owner: Smitty	
[4/22/23 05:04AM] Player picked up item: Coin, id: 995, amount: 2298951, owner: Smitty	
[4/22/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Smitty	
[4/22/23 05:13AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Smitty	
[4/22/23 05:15AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Smitty	
[4/22/23 05:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Smitty	
[4/22/23 05:18AM] Player picked up item: Coin, id: 995, amount: 6400, owner: Smitty	
[4/22/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Smitty	
[4/22/23 05:18AM] Player picked up item: Coin, id: 995, amount: 5600, owner: Smitty	
[4/22/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smitty	
[4/22/23 05:18AM] Player picked up item: Coin, id: 995, amount: 800, owner: Smitty	
[4/22/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 05:18AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Smitty	
[4/22/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smitty	
[4/22/23 05:19AM] Player picked up item: Coin, id: 995, amount: 800, owner: Smitty	
[4/22/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 05:19AM] Player picked up item: Coin, id: 995, amount: 800, owner: Smitty	
[4/22/23 05:20AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Smitty	
[4/22/23 05:21AM] Player picked up item: Coin, id: 995, amount: 5600, owner: Smitty	
[4/22/23 05:21AM] Player picked up item: Coin, id: 995, amount: 800, owner: Smitty	
[4/22/23 05:21AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Smitty	
[4/22/23 05:21AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Smitty	
[4/22/23 05:21AM] Player picked up item: Coin, id: 995, amount: 800, owner: Smitty	
[4/22/23 05:21AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Smitty	
[4/22/23 05:21AM] Player picked up item: Coin, id: 995, amount: 800, owner: Smitty	
[4/22/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smitty	
[4/22/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smitty	
[4/22/23 05:23AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Smitty	
[4/22/23 05:23AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Smitty	
[4/22/23 05:23AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smitty	
[4/22/23 05:23AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Smitty	
[4/22/23 05:23AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smitty	
[4/22/23 05:26AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Smitty	
[4/22/23 05:29AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Smitty	
[4/22/23 05:32AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Smitty	
[4/22/23 05:32AM] Player picked up item: Coin, id: 995, amount: 900, owner: Smitty	
[4/22/23 05:32AM] Player picked up item: Coin, id: 995, amount: 900, owner: Smitty	
[4/22/23 05:32AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Smitty	
[4/22/23 05:32AM] Player picked up item: Coin, id: 995, amount: 900, owner: Smitty	
[4/22/23 05:32AM] Player picked up item: Coin, id: 995, amount: 900, owner: Smitty	
[4/22/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Smitty	
[4/22/23 05:33AM] Player picked up item: Coin, id: 995, amount: 2427876, owner: Smitty	
[4/22/23 05:34AM] Player picked up item: Coin, id: 995, amount: 3049009, owner: Smitty	
[4/22/23 05:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Smitty	
[4/22/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Smitty	
[4/22/23 05:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Smitty	
[4/22/23 05:55AM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Smitty	
[4/22/23 06:04AM] Player picked up item: Coin, id: 995, amount: 2433079, owner: Smitty	
[4/22/23 06:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Smitty	
[4/22/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smitty	
[4/22/23 06:05AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 06:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smitty	
[4/22/23 06:05AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smitty	
[4/22/23 06:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 06:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smitty	
[4/22/23 06:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 06:07AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smitty	
[4/22/23 06:07AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Smitty	
[4/22/23 06:08AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Smitty	
[4/22/23 06:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smitty	
[4/22/23 06:09AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:09AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:10AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Smitty	
[4/22/23 06:11AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Smitty	
[4/22/23 06:12AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 06:12AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Smitty	
[4/22/23 06:12AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Smitty	
[4/22/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smitty	
[4/22/23 06:13AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smitty	
[4/22/23 06:13AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Smitty	
[4/22/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smitty	
[4/22/23 06:14AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Smitty	
[4/22/23 06:14AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Smitty	
[4/22/23 06:15AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Smitty	
[4/22/23 06:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smitty	
[4/22/23 06:15AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Smitty	
[4/22/23 06:16AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:16AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Smitty	
[4/22/23 06:18AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Smitty	
[4/22/23 06:19AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Smitty	
[4/22/23 06:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smitty	
[4/22/23 06:21AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:21AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:22AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:22AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:23AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Smitty	
[4/22/23 06:23AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:23AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Smitty	
[4/22/23 06:24AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Smitty	
[4/22/23 06:24AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Smitty	
[4/22/23 06:25AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:25AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smitty	
[4/22/23 06:25AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smitty	
[4/22/23 06:25AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Smitty	
[4/22/23 06:26AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:26AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:27AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:27AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Smitty	
[4/22/23 06:28AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Smitty	
[4/22/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 06:28AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:29AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Smitty	
[4/22/23 06:30AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:30AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:30AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smitty	
[4/22/23 06:31AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Smitty	
[4/22/23 06:32AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 06:32AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Smitty	
[4/22/23 06:33AM] Player picked up item: Coin, id: 995, amount: 2190841, owner: Smitty	
[4/22/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Smitty	
[4/22/23 06:35AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Smitty	
[4/22/23 06:35AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smitty	
[4/22/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smitty	
[4/22/23 06:35AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Smitty	
[4/22/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Smitty	
[4/22/23 06:36AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Smitty	
[4/22/23 06:36AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Smitty	
[4/22/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smitty	
[4/22/23 06:37AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Smitty	
[4/22/23 06:37AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Smitty	
[4/22/23 06:39AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Smitty	
[4/22/23 06:39AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Smitty	
[4/22/23 06:39AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Smitty	
[4/22/23 06:40AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Smitty	
[4/22/23 06:40AM] Player picked up item: Coin, id: 995, amount: 10500, owner: Smitty	
[4/22/23 06:40AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Smitty	
[4/22/23 06:44AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Smitty	
[4/22/23 06:44AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Smitty	
[4/22/23 06:46AM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Smitty	
[4/22/23 06:46AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Smitty	
[4/22/23 06:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 06:48AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Smitty	
[4/22/23 06:48AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Smitty	
[4/22/23 06:51AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Smitty	
[4/22/23 06:52AM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Smitty	
[4/22/23 06:52AM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Smitty	
[4/22/23 06:53AM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Smitty	
[4/22/23 06:56AM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Smitty	
[4/22/23 06:58AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Smitty	
[4/22/23 06:59AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Smitty	
[4/22/23 06:59AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Smitty	
[4/22/23 07:00AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Smitty	
[4/22/23 07:01AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Smitty	
[4/22/23 07:01AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Smitty	
[4/22/23 07:02AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smitty	
[4/22/23 07:02AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Smitty	
[4/22/23 07:02AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smitty	
[4/22/23 07:04AM] Player picked up item: Coin, id: 995, amount: 1084800, owner: Smitty	
[4/22/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Smitty	
[4/22/23 07:06AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Smitty	
[4/22/23 07:07AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Smitty	
[4/22/23 07:08AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Smitty	
[4/22/23 07:08AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Smitty	
[4/22/23 07:10AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Smitty	
[4/22/23 07:12AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Smitty	
[4/22/23 07:12AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 07:13AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 07:13AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Smitty	
[4/22/23 07:14AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Smitty	
