[4/16/23 03:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fe	
[4/16/23 03:47PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Fe	
[4/16/23 03:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fe	
[4/16/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fe	
[4/16/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fe	
[4/16/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:50PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Fe	
[4/16/23 03:50PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Fe	
[4/16/23 03:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:50PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Fe	
[4/16/23 03:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Fe	
[4/16/23 03:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fe	
[4/16/23 03:51PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Fe	
[4/16/23 03:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fe	
[4/16/23 03:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fe	
[4/16/23 03:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fe	
[4/16/23 03:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fe	
[4/16/23 03:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fe	
[4/16/23 03:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fe	
[4/16/23 03:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:54PM] Player picked up item: Coin, id: 995, amount: 1937883, owner: Fe	
[4/16/23 03:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fe	
[4/16/23 04:05PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Fe	
[4/16/23 04:11PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Fe	
[4/16/23 04:12PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Fe	
[4/16/23 04:24PM] Player picked up item: Coin, id: 995, amount: 2015751, owner: Fe	
[4/16/23 04:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fe	
[4/16/23 04:24PM] Player picked up item: Coin, id: 995, amount: 3634440, owner: Fe	
[4/16/23 04:24PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fe	
[4/16/23 04:28PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Fe	
[4/16/23 04:29PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Fe	
[4/16/23 04:30PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Fe	
[4/16/23 05:15PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Fe	
[4/16/23 05:16PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Fe	
[4/16/23 05:23PM] Player picked up item: Coin, id: 995, amount: 1744956, owner: Fe	
[4/16/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fe	
[4/16/23 05:24PM] Player picked up item: Coin, id: 995, amount: 2356903, owner: Fe	
[4/16/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fe	
[4/16/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Fe	
[4/16/23 05:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Fe	
[4/16/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Fe	
[4/16/23 05:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Fe	
[4/16/23 05:32PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Fe	
[4/16/23 05:32PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Fe	
[4/16/23 05:33PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Fe	
[4/16/23 05:34PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Fe	
[4/16/23 05:43PM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Fe	
[4/16/23 09:44PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Fe	
[4/16/23 09:44PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Fe	
[4/16/23 11:49PM] Player picked up item: Coin, id: 995, amount: 2888575, owner: Fe	
[4/16/23 11:49PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fe	
[4/16/23 11:53PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Fe	
[4/16/23 11:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Fe	
