[4/15/23 02:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jig Saw	
[4/15/23 09:13PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Jig Saw	
[4/15/23 09:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jig Saw	
[4/15/23 09:30PM] Player picked up item: Coin, id: 995, amount: 1436067, owner: Jig Saw	
[4/15/23 09:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jig Saw	
[4/15/23 09:31PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jig Saw	
[4/15/23 09:32PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Jig Saw	
[4/15/23 09:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Jig Saw	
[4/15/23 09:43PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Jig Saw	
[4/15/23 09:43PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Jig Saw	
[4/15/23 09:51PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Jig Saw	
[4/15/23 09:51PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Jig Saw	
[4/15/23 09:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jig Saw	
[4/15/23 09:54PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Jig Saw	
[4/15/23 09:54PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jig Saw	
[4/15/23 09:58PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Jig Saw	
[4/15/23 09:58PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Jig Saw	
[4/15/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Jig Saw	
[4/15/23 10:05PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Jig Saw	
[4/15/23 10:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jig Saw	
[4/16/23 06:42PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Winter	
[4/17/23 01:22PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Keeduvorst	
