[4/20/23 02:49PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nerd	
[4/20/23 02:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nerd	
[4/20/23 02:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 02:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nerd	
[4/20/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 02:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nerd	
[4/20/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 02:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nerd	
[4/20/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nerd	
[4/20/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nerd	
[4/20/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nerd	
[4/20/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nerd	
[4/20/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nerd	
[4/20/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nerd	
[4/20/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nerd	
[4/20/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nerd	
[4/20/23 03:05PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:06PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:06PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:06PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:06PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:08PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:08PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nerd	
[4/20/23 03:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nerd	
[4/20/23 03:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:10PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nerd	
[4/20/23 03:10PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nerd	
[4/20/23 03:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nerd	
[4/20/23 03:10PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Nerd	
[4/20/23 03:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nerd	
[4/20/23 03:10PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nerd	
[4/20/23 03:10PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nerd	
[4/20/23 03:10PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nerd	
[4/20/23 03:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nerd	
[4/20/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nerd	
[4/20/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nerd	
[4/20/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nerd	
[4/20/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nerd	
[4/20/23 03:12PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Nerd	
[4/20/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nerd	
[4/20/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:13PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nerd	
[4/20/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:13PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nerd	
[4/20/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nerd	
[4/20/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Nerd	
[4/20/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:14PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nerd	
[4/20/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:14PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nerd	
[4/20/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nerd	
[4/20/23 03:14PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nerd	
[4/20/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:14PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nerd	
[4/20/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nerd	
[4/20/23 03:15PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nerd	
[4/20/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nerd	
[4/20/23 03:15PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nerd	
[4/20/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Nerd	
[4/20/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:16PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nerd	
[4/20/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:16PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Nerd	
[4/20/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Nerd	
[4/20/23 03:16PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nerd	
[4/20/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:16PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nerd	
[4/20/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:16PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nerd	
[4/20/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:17PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nerd	
[4/20/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nerd	
[4/20/23 03:17PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nerd	
[4/20/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nerd	
[4/20/23 03:17PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Nerd	
[4/20/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:17PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nerd	
[4/20/23 03:17PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nerd	
[4/20/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:24PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nerd	
[4/20/23 03:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:25PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Nerd	
[4/20/23 03:25PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nerd	
[4/20/23 03:25PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nerd	
[4/20/23 03:25PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Nerd	
[4/20/23 03:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:25PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Nerd	
[4/20/23 03:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:25PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nerd	
[4/20/23 03:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:25PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nerd	
[4/20/23 03:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:28PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nerd	
[4/20/23 03:32PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nerd	
[4/20/23 03:32PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nerd	
[4/20/23 03:32PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nerd	
[4/20/23 03:32PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Nerd	
[4/20/23 03:32PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nerd	
[4/20/23 03:32PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nerd	
[4/20/23 03:32PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nerd	
[4/20/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:33PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nerd	
[4/20/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nerd	
[4/20/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:34PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nerd	
[4/20/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nerd	
[4/20/23 03:34PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nerd	
[4/20/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:34PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nerd	
[4/20/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nerd	
[4/20/23 03:34PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Nerd	
[4/20/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nerd	
[4/20/23 03:35PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nerd	
[4/20/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:35PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nerd	
[4/20/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:35PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nerd	
[4/20/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nerd	
[4/20/23 03:35PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nerd	
[4/20/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nerd	
[4/20/23 03:36PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Nerd	
[4/20/23 03:36PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nerd	
[4/20/23 03:36PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Nerd	
[4/20/23 03:36PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Nerd	
[4/20/23 03:36PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Nerd	
[4/20/23 03:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:37PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nerd	
[4/20/23 03:37PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nerd	
[4/20/23 03:37PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nerd	
[4/20/23 03:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:37PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nerd	
[4/20/23 03:37PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nerd	
[4/20/23 03:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:38PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nerd	
[4/20/23 03:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:38PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nerd	
[4/20/23 03:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:39PM] Player picked up item: Coin, id: 995, amount: 700, owner: Nerd	
[4/20/23 03:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:39PM] Player picked up item: Coin, id: 995, amount: 700, owner: Nerd	
[4/20/23 03:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:40PM] Player picked up item: Coin, id: 995, amount: 700, owner: Nerd	
[4/20/23 03:40PM] Player picked up item: Coin, id: 995, amount: 700, owner: Nerd	
[4/20/23 03:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:40PM] Player picked up item: Coin, id: 995, amount: 700, owner: Nerd	
[4/20/23 03:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:40PM] Player picked up item: Coin, id: 995, amount: 700, owner: Nerd	
[4/20/23 03:40PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nerd	
[4/20/23 03:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:40PM] Player picked up item: Coin, id: 995, amount: 700, owner: Nerd	
[4/20/23 03:40PM] Player picked up item: Coin, id: 995, amount: 700, owner: Nerd	
[4/20/23 03:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:41PM] Player picked up item: Coin, id: 995, amount: 700, owner: Nerd	
[4/20/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:41PM] Player picked up item: Coin, id: 995, amount: 700, owner: Nerd	
[4/20/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nerd	
[4/20/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nerd	
[4/20/23 03:41PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Nerd	
[4/20/23 03:41PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Nerd	
[4/20/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:42PM] Player picked up item: Coin, id: 995, amount: 700, owner: Nerd	
[4/20/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nerd	
[4/20/23 03:43PM] Player picked up item: Coin, id: 995, amount: 700, owner: Nerd	
[4/20/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Nerd	
[4/20/23 03:43PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Nerd	
[4/20/23 03:43PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Nerd	
[4/20/23 03:43PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Nerd	
[4/20/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Nerd	
[4/20/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
[4/20/23 03:43PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Nerd	
[4/20/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nerd	
[4/20/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nerd	
