[4/15/23 08:39AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gbruh	
[4/15/23 08:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: Gbruh	
[4/15/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gbruh	
[4/15/23 08:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gbruh	
[4/15/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gbruh	
[4/15/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gbruh	
[4/15/23 08:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Gbruh	
[4/15/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/15/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/15/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Gbruh	
[4/15/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Gbruh	
[4/15/23 08:50AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Gbruh	
[4/15/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Gbruh	
[4/15/23 08:50AM] Player picked up item: Coin, id: 995, amount: 900, owner: Gbruh	
[4/15/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Gbruh	
[4/15/23 08:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Gbruh	
[4/15/23 08:51AM] Player picked up item: Coin, id: 995, amount: 600, owner: Gbruh	
[4/15/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gbruh	
[4/15/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/15/23 08:51AM] Player picked up item: Coin, id: 995, amount: 300, owner: Gbruh	
[4/15/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/15/23 08:51AM] Player picked up item: Coin, id: 995, amount: 300, owner: Gbruh	
[4/15/23 08:51AM] Player picked up item: Coin, id: 995, amount: 900, owner: Gbruh	
[4/15/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gbruh	
[4/15/23 08:53AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Gbruh	
[4/15/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Gbruh	
[4/15/23 08:53AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Gbruh	
[4/15/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Gbruh	
[4/15/23 08:54AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Gbruh	
[4/15/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Gbruh	
[4/15/23 08:54AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Gbruh	
[4/15/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Gbruh	
[4/15/23 08:54AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Gbruh	
[4/15/23 08:54AM] Player picked up item: Coin, id: 995, amount: 800, owner: Gbruh	
[4/15/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gbruh	
[4/15/23 08:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: Gbruh	
[4/15/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/15/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Gbruh	
[4/15/23 08:55AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Gbruh	
[4/15/23 09:00AM] Player picked up item: Coin, id: 995, amount: 2202086, owner: Gbruh	
[4/15/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Gbruh	
[4/15/23 09:01AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Gbruh	
[4/15/23 09:01AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Gbruh	
[4/15/23 09:04AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Gbruh	
[4/15/23 09:04AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Gbruh	
[4/15/23 09:07AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Gbruh	
[4/15/23 09:13AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Gbruh	
[4/15/23 09:13AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Gbruh	
[4/15/23 09:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gbruh	
[4/15/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/15/23 09:22AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gbruh	
[4/15/23 09:24AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gbruh	
[4/15/23 09:26AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Gbruh	
[4/15/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Gbruh	
[4/15/23 09:27AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gbruh	
[4/15/23 09:28AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Gbruh	
[4/15/23 09:30AM] Player picked up item: Coin, id: 995, amount: 2336336, owner: Gbruh	
[4/15/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Gbruh	
[4/15/23 09:31AM] Player picked up item: Coin, id: 995, amount: 3549484, owner: Gbruh	
[4/15/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Gbruh	
[4/15/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Gbruh	
[4/15/23 09:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Gbruh	
[4/15/23 09:35AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Gbruh	
[4/15/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gbruh	
[4/15/23 09:41AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Gbruh	
[4/15/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Gbruh	
[4/15/23 09:42AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Gbruh	
[4/15/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Gbruh	
[4/15/23 09:43AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Gbruh	
[4/15/23 09:45AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Gbruh	
[4/15/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gbruh	
[4/15/23 09:59AM] Player picked up item: Coin, id: 995, amount: 1723451, owner: Gbruh	
[4/15/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Gbruh	
[4/15/23 10:02AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Gbruh	
[4/15/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/15/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/15/23 10:13AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Gbruh	
[4/15/23 10:14AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Gbruh	
[4/15/23 10:17AM] Player picked up item: Coin, id: 995, amount: 700, owner: Gbruh	
[4/15/23 10:18AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Gbruh	
[4/15/23 10:18AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Gbruh	
[4/15/23 10:19AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Gbruh	
[4/15/23 10:20AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Gbruh	
[4/15/23 10:29AM] Player picked up item: Coin, id: 995, amount: 2184756, owner: Gbruh	
[4/15/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Gbruh	
[4/15/23 10:29AM] Player picked up item: Coin, id: 995, amount: 3742375, owner: Gbruh	
[4/15/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Gbruh	
[4/15/23 10:31AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Gbruh	
[4/15/23 10:35AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Gbruh	
[4/15/23 10:49AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Gbruh	
[4/15/23 10:49AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Gbruh	
[4/15/23 10:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/20/23 08:27AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gbruh	
[4/20/23 08:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/20/23 08:32AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Gbruh	
[4/20/23 08:41AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Gbruh	
[4/20/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Gbruh	
[4/20/23 08:41AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Gbruh	
[4/20/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gbruh	
[4/20/23 08:41AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Gbruh	
[4/20/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gbruh	
[4/20/23 08:43AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Gbruh	
[4/20/23 08:44AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Gbruh	
[4/20/23 08:44AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Gbruh	
[4/20/23 08:45AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gbruh	
[4/20/23 08:47AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Gbruh	
[4/20/23 08:47AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Gbruh	
[4/20/23 08:48AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gbruh	
[4/20/23 08:48AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Gbruh	
[4/20/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/20/23 08:51AM] Player picked up item: Coin, id: 995, amount: 1757360, owner: Gbruh	
[4/20/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Gbruh	
[4/20/23 08:56AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Gbruh	
[4/20/23 08:56AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gbruh	
[4/20/23 08:57AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Gbruh	
[4/20/23 08:58AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Gbruh	
[4/20/23 08:58AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Gbruh	
[4/20/23 08:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gbruh	
[4/20/23 08:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/20/23 09:00AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Gbruh	
[4/20/23 09:00AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Gbruh	
[4/20/23 09:02AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Gbruh	
