[4/18/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:36AM] Player picked up item: Coin, id: 995, amount: 400, owner: 1	
[4/18/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:36AM] Player picked up item: Coin, id: 995, amount: 400, owner: 1	
[4/18/23 02:36AM] Player picked up item: Coin, id: 995, amount: 400, owner: 1	
[4/18/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:36AM] Player picked up item: Coin, id: 995, amount: 400, owner: 1	
[4/18/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:36AM] Player picked up item: Coin, id: 995, amount: 400, owner: 1	
[4/18/23 02:37AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: 1	
[4/18/23 02:37AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: 1	
[4/18/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: 1	
[4/18/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: 1	
[4/18/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: 1	
[4/18/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: 1	
[4/18/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: 1	
[4/18/23 02:38AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: 1	
[4/18/23 02:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:38AM] Player picked up item: Coin, id: 995, amount: 400, owner: 1	
[4/18/23 02:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:38AM] Player picked up item: Coin, id: 995, amount: 400, owner: 1	
[4/18/23 02:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:38AM] Player picked up item: Coin, id: 995, amount: 400, owner: 1	
[4/18/23 02:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:38AM] Player picked up item: Coin, id: 995, amount: 400, owner: 1	
[4/18/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: 1	
[4/18/23 02:39AM] Player picked up item: Coin, id: 995, amount: 1200, owner: 1	
[4/18/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:39AM] Player picked up item: Coin, id: 995, amount: 400, owner: 1	
[4/18/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: 1	
[4/18/23 02:39AM] Player picked up item: Coin, id: 995, amount: 800, owner: 1	
[4/18/23 02:39AM] Player picked up item: Coin, id: 995, amount: 800, owner: 1	
[4/18/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: 1	
[4/18/23 02:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: 1	
[4/18/23 02:40AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: 1	
[4/18/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: 1	
[4/18/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: 1	
[4/18/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: 1	
[4/18/23 02:41AM] Player picked up item: Coin, id: 995, amount: 2164088, owner: 1	
[4/18/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: 1	
[4/18/23 02:42AM] Player picked up item: Coin, id: 995, amount: 2254941, owner: 1	
[4/18/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: 1	
[4/18/23 02:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 1	
[4/18/23 02:43AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: 1	
[4/18/23 02:44AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: 1	
[4/18/23 02:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: 1	
[4/18/23 04:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 04:32AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 04:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 04:32AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:32AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: 1	
[4/18/23 04:32AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:32AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: 1	
[4/18/23 04:32AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: 1	
[4/18/23 04:32AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: 1	
[4/18/23 04:32AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:33AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: 1	
[4/18/23 04:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:33AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: 1	
[4/18/23 04:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 04:33AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: 1	
[4/18/23 04:34AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: 1	
[4/18/23 04:34AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: 1	
[4/18/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:34AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 04:34AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: 1	
[4/18/23 04:34AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: 1	
[4/18/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:34AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:35AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 04:35AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:35AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:35AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:36AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:36AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: 1	
[4/18/23 04:36AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 04:37AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: 1	
[4/18/23 04:37AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: 1	
[4/18/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:37AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:37AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:37AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: 1	
[4/18/23 04:37AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: 1	
[4/18/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: 1	
[4/18/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:38AM] Player picked up item: Coin, id: 995, amount: 1000, owner: 1	
[4/18/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: 1	
[4/18/23 04:38AM] Player picked up item: Coin, id: 995, amount: 500, owner: 1	
[4/18/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 04:42AM] Player picked up item: Coin, id: 995, amount: 2128272, owner: 1	
[4/18/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: 1	
[4/18/23 04:43AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 1	
[4/18/23 04:44AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: 1	
[4/18/23 04:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: 1	
[4/18/23 04:45AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: 1	
[4/18/23 04:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: 1	
[4/18/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 1	
[4/18/23 07:43AM] Player picked up item: Lava bones, id: 2023, amount: 160, owner: Zshana	
