[4/19/23 02:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gothic	
[4/19/23 02:14PM] Player picked up item: Starter Body, id: 704, amount: 1, owner: Gothic	
[4/19/23 02:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Gothic	
[4/19/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Gothic	
[4/19/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Gothic	
[4/19/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Gothic	
[4/19/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Gothic	
[4/19/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:19PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:19PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:19PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Gothic	
[4/19/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:22PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Gothic	
[4/19/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:23PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:23PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Gothic	
[4/19/23 02:24PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:24PM] Player picked up item: Coin, id: 995, amount: 300, owner: Gothic	
[4/19/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gothic	
[4/19/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gothic	
[4/19/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gothic	
[4/19/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gothic	
[4/19/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
