[4/17/23 07:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:30PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Omni	
[4/18/23 06:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:35PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:35PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:35PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:35PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:35PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:35PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:35PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:35PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:36PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Omni	
[4/18/23 06:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:37PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:37PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Omni	
[4/18/23 06:37PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Omni	
[4/18/23 06:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:37PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:37PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Omni	
[4/18/23 06:37PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Omni	
[4/18/23 06:37PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:37PM] Player picked up item: Coin, id: 995, amount: 400, owner: Omni	
[4/18/23 06:37PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Omni	
[4/18/23 06:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:39PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Omni	
[4/18/23 06:39PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Omni	
[4/18/23 06:39PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Omni	
[4/18/23 06:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:39PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Omni	
[4/18/23 06:40PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Omni	
[4/18/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Omni	
[4/18/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Omni	
[4/18/23 06:40PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Omni	
[4/18/23 06:40PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Omni	
[4/18/23 06:40PM] Player picked up item: Coin, id: 995, amount: 500, owner: Omni	
[4/18/23 06:40PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Omni	
[4/18/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:40PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Omni	
[4/18/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Omni	
[4/18/23 06:40PM] Player picked up item: Coin, id: 995, amount: 500, owner: Omni	
[4/18/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:41PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Omni	
[4/18/23 06:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Omni	
[4/18/23 06:45PM] Player picked up item: Coin, id: 995, amount: 3117664, owner: Omni	
[4/18/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Omni	
