[4/17/23 04:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dream	
[4/17/23 04:48AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dream	
[4/17/23 04:55AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Dream	
[4/17/23 05:00AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Dream	
[4/17/23 05:31AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dream	
[4/17/23 05:33AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dream	
[4/17/23 05:33AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Dream	
[4/17/23 05:34AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dream	
[4/17/23 05:36AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Dream	
[4/17/23 05:36AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Dream	
[4/17/23 05:36AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dream	
[4/17/23 05:36AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dream	
[4/17/23 05:37AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dream	
[4/17/23 05:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dream	
[4/17/23 05:42AM] Player picked up item: Coin, id: 995, amount: 4396949, owner: Dream	
[4/17/23 05:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dream	
[4/17/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Dream	
[4/17/23 05:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Dream	
[4/17/23 05:44AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dream	
[4/17/23 05:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dream	
[4/17/23 05:46AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dream	
[4/17/23 05:47AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dream	
[4/17/23 05:48AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Dream	
[4/17/23 05:50AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dream	
[4/17/23 05:51AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dream	
[4/17/23 05:54AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Dream	
[4/18/23 10:27AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Dream	
[4/18/23 10:27AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dream	
[4/18/23 10:28AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Dream	
[4/18/23 10:29AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dream	
[4/18/23 10:32AM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Dream	
[4/18/23 10:32AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Dream	
[4/18/23 10:32AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dream	
[4/18/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dream	
[4/18/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dream	
[4/18/23 10:35AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dream	
[4/18/23 10:35AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dream	
[4/18/23 10:35AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Dream	
[4/18/23 10:36AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dream	
[4/18/23 10:37AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dream	
[4/18/23 10:38AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dream	
[4/18/23 10:41AM] Player picked up item: Coin, id: 995, amount: 1020915, owner: Dream	
[4/18/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Dream	
[4/18/23 10:42AM] Player picked up item: Coin, id: 995, amount: 4064826, owner: Dream	
[4/18/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dream	
[4/18/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Dream	
[4/18/23 10:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dream	
[4/18/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Zshana	
[4/18/23 10:45AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dream	
[4/20/23 10:25AM] Player picked up item: Coin, id: 995, amount: 1229283, owner: Dream	
[4/20/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dream	
[4/20/23 10:27AM] Player picked up item: Coin, id: 995, amount: 1978331, owner: Dream	
[4/20/23 10:27AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dream	
[4/20/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Dream	
[4/20/23 10:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Dream	
[4/20/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Dream	
[4/20/23 10:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Dream	
[4/20/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Dream	
[4/20/23 10:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dream	
[4/20/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 4200, owner: Zshana	
[4/20/23 10:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dream	
[4/20/23 10:36AM] Player picked up item: Coin, id: 995, amount: 1161613, owner: Dream	
[4/20/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dream	
[4/20/23 10:38AM] Player picked up item: Coin, id: 995, amount: 1821851, owner: Dream	
[4/20/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dream	
[4/20/23 10:40AM] Player picked up item: Coin, id: 995, amount: 3254333, owner: Dream	
[4/20/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dream	
[4/20/23 10:41AM] Player picked up item: Coin, id: 995, amount: 3825746, owner: Dream	
[4/20/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dream	
[4/20/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Dream	
[4/20/23 10:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dream	
[4/20/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Dream	
[4/20/23 10:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Dream	
[4/20/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Dream	
[4/20/23 10:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dream	
[4/20/23 10:49AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dream	
[4/20/23 10:49AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dream	
[4/20/23 10:51AM] Player picked up item: Coin, id: 995, amount: 1540884, owner: Dream	
[4/20/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dream	
[4/20/23 12:39PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Dream	
[4/20/23 12:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dream	
[4/21/23 07:16AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Dream	
[4/21/23 07:16AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Dream	
[4/21/23 07:20AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dream	
[4/21/23 07:29AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Dream	
[4/21/23 11:37AM] Player picked up item: Lava bones, id: 2023, amount: 590, owner: Zshana	
[4/21/23 11:37AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shady	
[4/21/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 3868, owner: Dream	
