[4/17/23 11:59PM] Player picked up item: Coin, id: 995, amount: 100, owner: Geno	
[4/18/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Geno	
[4/18/23 12:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Geno	
[4/18/23 12:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Geno	
[4/18/23 12:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Geno	
[4/18/23 12:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Geno	
[4/18/23 12:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Geno	
[4/18/23 12:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Geno	
[4/18/23 12:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Geno	
[4/18/23 12:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Geno	
[4/18/23 12:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Geno	
[4/18/23 12:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Geno	
[4/18/23 12:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Geno	
[4/18/23 12:17AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Geno	
[4/18/23 12:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Geno	
[4/18/23 12:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Geno	
[4/18/23 12:18AM] Player picked up item: Coin, id: 995, amount: 800, owner: Geno	
[4/18/23 12:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Geno	
[4/18/23 12:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Geno	
[4/18/23 12:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Geno	
[4/18/23 12:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Geno	
[4/18/23 12:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Geno	
[4/18/23 12:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Geno	
[4/18/23 12:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Geno	
[4/18/23 12:23AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Geno	
[4/18/23 12:23AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Geno	
[4/18/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Geno	
[4/18/23 12:24AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Geno	
[4/18/23 12:24AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Geno	
[4/18/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Geno	
[4/18/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Geno	
[4/18/23 12:26AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Geno	
[4/18/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Geno	
[4/18/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Geno	
[4/18/23 12:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Geno	
[4/18/23 12:29AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Geno	
[4/18/23 12:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Geno	
[4/18/23 12:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Geno	
[4/18/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Geno	
[4/18/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Geno	
[4/18/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Geno	
[4/18/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Geno	
[4/18/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Geno	
[4/18/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Geno	
[4/18/23 12:56AM] Player picked up item: Coin, id: 995, amount: 7200, owner: Geno	
[4/18/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Geno	
[4/18/23 12:58AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Geno	
[4/18/23 01:09AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Geno	
[4/18/23 01:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Geno	
[4/18/23 01:14AM] Player picked up item: Coin, id: 995, amount: 800, owner: Geno	
[4/18/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Geno	
[4/18/23 01:15AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Geno	
[4/18/23 01:16AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Geno	
[4/18/23 01:17AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Geno	
[4/18/23 01:17AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Geno	
[4/18/23 01:17AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Geno	
[4/18/23 01:18AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Geno	
[4/18/23 01:18AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Geno	
[4/18/23 01:18AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Geno	
[4/18/23 01:19AM] Player picked up item: Coin, id: 995, amount: 800, owner: Geno	
[4/18/23 01:21AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Geno	
[4/18/23 01:30AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Geno	
[4/18/23 01:31AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Geno	
[4/18/23 01:37AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Geno	
[4/18/23 01:42AM] Player picked up item: Coin, id: 995, amount: 1133178, owner: Geno	
[4/18/23 01:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Geno	
[4/18/23 01:48AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Geno	
[4/18/23 01:50AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Geno	
[4/18/23 01:56AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Geno	
[4/18/23 01:56AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Geno	
[4/18/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Geno	
[4/18/23 01:57AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Geno	
[4/18/23 01:59AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Geno	
[4/18/23 01:59AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Geno	
[4/18/23 02:00AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Geno	
[4/18/23 02:06AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Geno	
[4/18/23 02:12AM] Player picked up item: Coin, id: 995, amount: 1075833, owner: Geno	
[4/18/23 02:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Geno	
[4/18/23 02:15AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Geno	
[4/18/23 02:16AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Geno	
[4/18/23 02:20AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Geno	
[4/18/23 02:21AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Geno	
[4/18/23 02:25AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Geno	
[4/18/23 02:26AM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Geno	
[4/18/23 02:28AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Geno	
[4/18/23 02:29AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Geno	
[4/18/23 02:29AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Geno	
[4/18/23 02:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Geno	
[4/18/23 02:29AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Geno	
[4/18/23 02:33AM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Geno	
[4/18/23 02:34AM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Geno	
[4/18/23 02:34AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Geno	
[4/18/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Geno	
[4/18/23 02:36AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Geno	
[4/18/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Geno	
[4/18/23 02:37AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Geno	
[4/18/23 02:40AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Geno	
[4/18/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Geno	
[4/18/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Geno	
[4/18/23 02:42AM] Player picked up item: Coin, id: 995, amount: 3774948, owner: Geno	
[4/18/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Geno	
[4/18/23 02:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Geno	
[4/18/23 02:44AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Geno	
[4/18/23 02:54AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Geno	
[4/18/23 03:00AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Geno	
[4/18/23 08:55AM] Player picked up item: Aberrant Boots, id: 8334, amount: 1, owner: Geno	
[4/19/23 02:23AM] Player picked up item: Tarn token, id: 10835, amount: 12066562, owner: Geno	
[4/19/23 08:17AM] Player picked up item: Coin, id: 995, amount: 2107705, owner: Geno	
[4/19/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Geno	
[4/19/23 07:15PM] Player picked up item: Coin, id: 995, amount: 4471256, owner: Geno	
[4/19/23 07:15PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Geno	
