[4/16/23 08:10AM] Player picked up item: Coin, id: 995, amount: 100, owner: Primobolan	
[4/16/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:19AM] Player picked up item: Coin, id: 995, amount: 900, owner: Primobolan	
[4/16/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Primobolan	
[4/16/23 08:19AM] Player picked up item: Coin, id: 995, amount: 300, owner: Primobolan	
[4/16/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:19AM] Player picked up item: Coin, id: 995, amount: 600, owner: Primobolan	
[4/16/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 08:20AM] Player picked up item: Coin, id: 995, amount: 300, owner: Primobolan	
[4/16/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:20AM] Player picked up item: Coin, id: 995, amount: 300, owner: Primobolan	
[4/16/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:20AM] Player picked up item: Coin, id: 995, amount: 600, owner: Primobolan	
[4/16/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 08:20AM] Player picked up item: Coin, id: 995, amount: 900, owner: Primobolan	
[4/16/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Primobolan	
[4/16/23 08:20AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Primobolan	
[4/16/23 08:20AM] Player picked up item: Coin, id: 995, amount: 300, owner: Primobolan	
[4/16/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Coin, id: 995, amount: 300, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Coin, id: 995, amount: 300, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Coin, id: 995, amount: 300, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Coin, id: 995, amount: 600, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Coin, id: 995, amount: 300, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Coin, id: 995, amount: 600, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Coin, id: 995, amount: 300, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Coin, id: 995, amount: 300, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Coin, id: 995, amount: 300, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Coin, id: 995, amount: 300, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Coin, id: 995, amount: 300, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Coin, id: 995, amount: 600, owner: Primobolan	
[4/16/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 08:22AM] Player picked up item: Starter Ring, id: 23091, amount: 1, owner: Primobolan	
[4/16/23 08:22AM] Player picked up item: Coin, id: 995, amount: 300, owner: Primobolan	
[4/16/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:31AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Primobolan	
[4/16/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Primobolan	
[4/16/23 08:31AM] Player picked up item: Coin, id: 995, amount: 800, owner: Primobolan	
[4/16/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Primobolan	
[4/16/23 08:31AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Primobolan	
[4/16/23 08:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Primobolan	
[4/16/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Primobolan	
[4/16/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Primobolan	
[4/16/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Primobolan	
[4/16/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:32AM] Player picked up item: Coin, id: 995, amount: 800, owner: Primobolan	
[4/16/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 08:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Primobolan	
[4/16/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:33AM] Player picked up item: Coin, id: 995, amount: 400, owner: Primobolan	
[4/16/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:33AM] Player picked up item: Coin, id: 995, amount: 400, owner: Primobolan	
[4/16/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:33AM] Player picked up item: Coin, id: 995, amount: 400, owner: Primobolan	
[4/16/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:33AM] Player picked up item: Coin, id: 995, amount: 400, owner: Primobolan	
[4/16/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:33AM] Player picked up item: Coin, id: 995, amount: 400, owner: Primobolan	
[4/16/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:33AM] Player picked up item: Coin, id: 995, amount: 400, owner: Primobolan	
[4/16/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:33AM] Player picked up item: Coin, id: 995, amount: 800, owner: Primobolan	
[4/16/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Primobolan	
[4/16/23 08:33AM] Player picked up item: Coin, id: 995, amount: 400, owner: Primobolan	
[4/16/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:34AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Primobolan	
[4/16/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Primobolan	
[4/16/23 08:35AM] Player picked up item: Coin, id: 995, amount: 400, owner: Primobolan	
[4/16/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:35AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Primobolan	
[4/16/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Primobolan	
[4/16/23 08:35AM] Player picked up item: Coin, id: 995, amount: 500, owner: Primobolan	
[4/16/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:35AM] Player picked up item: Coin, id: 995, amount: 500, owner: Primobolan	
[4/16/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:35AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Primobolan	
[4/16/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Primobolan	
[4/16/23 08:35AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Primobolan	
[4/16/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 08:36AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Primobolan	
[4/16/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 08:36AM] Player picked up item: Coin, id: 995, amount: 500, owner: Primobolan	
[4/16/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:36AM] Player picked up item: Coin, id: 995, amount: 500, owner: Primobolan	
[4/16/23 08:37AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Primobolan	
[4/16/23 08:37AM] Player picked up item: Coin, id: 995, amount: 500, owner: Primobolan	
[4/16/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 08:37AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Primobolan	
[4/16/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Primobolan	
[4/16/23 08:37AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Primobolan	
[4/16/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 08:37AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Primobolan	
[4/16/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 08:38AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Primobolan	
[4/16/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Primobolan	
[4/16/23 08:38AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Primobolan	
[4/16/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 08:38AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Primobolan	
[4/16/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 08:39AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Primobolan	
[4/16/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 09:12AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Primobolan	
[4/16/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 09:12AM] Player picked up item: Coin, id: 995, amount: 500, owner: Primobolan	
[4/16/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 09:15AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Primobolan	
[4/16/23 09:15AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Primobolan	
[4/16/23 09:15AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Primobolan	
[4/16/23 09:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 09:15AM] Player picked up item: Coin, id: 995, amount: 600, owner: Primobolan	
[4/16/23 09:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 09:16AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Primobolan	
[4/16/23 09:16AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Primobolan	
[4/16/23 09:16AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Primobolan	
[4/16/23 09:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 09:17AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Primobolan	
[4/16/23 09:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Primobolan	
[4/16/23 09:21AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Primobolan	
[4/16/23 09:21AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Primobolan	
[4/16/23 09:22AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Primobolan	
[4/16/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Primobolan	
[4/16/23 09:22AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Primobolan	
[4/16/23 09:23AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Primobolan	
[4/16/23 09:25AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Primobolan	
[4/16/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Primobolan	
[4/16/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 09:26AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Primobolan	
[4/16/23 09:26AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Primobolan	
[4/16/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Primobolan	
[4/16/23 09:26AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Primobolan	
[4/16/23 09:26AM] Player picked up item: Coin, id: 995, amount: 600, owner: Primobolan	
[4/16/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Primobolan	
[4/16/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Primobolan	
[4/16/23 09:39AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Primobolan	
[4/16/23 09:39AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Primobolan	
[4/16/23 10:06AM] Player picked up item: Coin, id: 995, amount: 600, owner: Primobolan	
[4/16/23 10:06AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Primobolan	
[4/16/23 10:06AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Primobolan	
[4/16/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Primobolan	
[4/16/23 10:06AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Primobolan	
[4/16/23 10:06AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Primobolan	
