[4/17/23 12:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shellshocked	
[4/17/23 12:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shellshocked	
[4/17/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shellshocked	
[4/17/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shellshocked	
[4/17/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shellshocked	
[4/17/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shellshocked	
[4/17/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shellshocked	
[4/17/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shellshocked	
[4/17/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shellshocked	
[4/17/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shellshocked	
[4/17/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shellshocked	
[4/17/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shellshocked	
[4/17/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shellshocked	
[4/17/23 12:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shellshocked	
[4/17/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:47PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shellshocked	
[4/17/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:47PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shellshocked	
[4/17/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:48PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shellshocked	
[4/17/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:48PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shellshocked	
[4/17/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:48PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shellshocked	
[4/17/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:48PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shellshocked	
[4/17/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:56PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:56PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shellshocked	
[4/17/23 12:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 12:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shellshocked	
[4/17/23 01:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shellshocked	
[4/17/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shellshocked	
[4/17/23 01:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:04PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Shellshocked	
[4/17/23 01:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shellshocked	
[4/17/23 01:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:07PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:07PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:07PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shellshocked	
[4/17/23 01:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shellshocked	
[4/17/23 01:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:09PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:09PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:09PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:09PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:09PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shellshocked	
[4/17/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shellshocked	
[4/17/23 01:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shellshocked	
[4/17/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:17PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:17PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Shellshocked	
[4/17/23 01:17PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:17PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:17PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:18PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:18PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:18PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:18PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:19PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:19PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:19PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:19PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:20PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:20PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:20PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:20PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:20PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:21PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:21PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:21PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:22PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:22PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Shellshocked	
[4/17/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:22PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:23PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:23PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:24PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:24PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:25PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:25PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:25PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:26PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Shellshocked	
[4/17/23 01:26PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Shellshocked	
[4/17/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:27PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:27PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Shellshocked	
[4/17/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:27PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:28PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shellshocked	
[4/17/23 01:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shellshocked	
[4/17/23 01:28PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:29PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:29PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:30PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:30PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Shellshocked	
[4/17/23 01:30PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:30PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:31PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shellshocked	
[4/17/23 01:31PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:31PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:31PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:32PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:32PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
