[4/21/23 01:16AM] Player picked up item: Coin, id: 995, amount: 100, owner: 420 Vet	
[4/21/23 12:12PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: 420 Vet	
[4/21/23 12:34PM] Player picked up item: Coin, id: 995, amount: 1918183, owner: 420 Vet	
[4/21/23 12:35PM] Player picked up item: Coin, id: 995, amount: 2558308, owner: 420 Vet	
[4/21/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: 420 Vet	
[4/21/23 12:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: 420 Vet	
[4/21/23 12:49PM] Player picked up item: Coin, id: 995, amount: 700, owner: 420 Vet	
[4/21/23 12:52PM] Player picked up item: Coin, id: 995, amount: 700, owner: 420 Vet	
[4/21/23 12:56PM] Player picked up item: Coin, id: 995, amount: 1400, owner: 420 Vet	
[4/21/23 12:58PM] Player picked up item: Coin, id: 995, amount: 800, owner: 420 Vet	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 1474350, owner: 420 Vet	
[4/21/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 420 Vet	
[4/21/23 01:09PM] Player picked up item: Coin, id: 995, amount: 800, owner: 420 Vet	
[4/21/23 01:12PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: 420 Vet	
[4/21/23 01:12PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: 420 Vet	
[4/21/23 01:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 420 Vet	
[4/21/23 01:14PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: 420 Vet	
[4/21/23 01:23PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: 420 Vet	
[4/21/23 01:24PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: 420 Vet	
[4/21/23 01:24PM] Player picked up item: Coin, id: 995, amount: 800, owner: 420 Vet	
[4/21/23 01:24PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: 420 Vet	
[4/21/23 01:25PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: 420 Vet	
[4/21/23 01:25PM] Player picked up item: Coin, id: 995, amount: 800, owner: 420 Vet	
[4/21/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: 420 Vet	
[4/21/23 02:04PM] Player picked up item: Coin, id: 995, amount: 1247873, owner: 420 Vet	
[4/21/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: 420 Vet	
[4/21/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: 420 Vet	
[4/21/23 02:07PM] Player picked up item: Coin, id: 995, amount: 3000, owner: 420 Vet	
[4/21/23 02:08PM] Player picked up item: Coin, id: 995, amount: 7500, owner: 420 Vet	
[4/21/23 02:33PM] Player picked up item: Coin, id: 995, amount: 2488790, owner: 420 Vet	
[4/21/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: 420 Vet	
[4/21/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: 420 Vet	
[4/21/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: 420 Vet	
[4/21/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: 420 Vet	
[4/21/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: 420 Vet	
[4/21/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: 420 Vet	
[4/21/23 02:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: 420 Vet	
[4/21/23 02:54PM] Player picked up item: Coin, id: 995, amount: 4000, owner: 420 Vet	
[4/21/23 02:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: 420 Vet	
[4/21/23 03:04PM] Player picked up item: Coin, id: 995, amount: 1552621, owner: 420 Vet	
[4/21/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 420 Vet	
[4/21/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: 420 Vet	
[4/21/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 420 Vet	
[4/21/23 04:35PM] Player picked up item: Coin, id: 995, amount: 3885712, owner: 420 Vet	
[4/21/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: 420 Vet	
[4/21/23 04:35PM] Player picked up item: $25 Bond, id: 23058, amount: 2, owner: 420 Vet	
[4/21/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: 420 Vet	
[4/21/23 04:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: 420 Vet	
[4/21/23 05:04PM] Player picked up item: Coin, id: 995, amount: 2446926, owner: 420 Vet	
[4/21/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: 420 Vet	
[4/21/23 05:08PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: 420 Vet	
[4/21/23 05:08PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: 420 Vet	
[4/21/23 05:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: 420 Vet	
[4/21/23 05:17PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: 420 Vet	
[4/21/23 05:17PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: 420 Vet	
[4/22/23 06:53PM] Player picked up item: Miner gauntlets (adamant), id: 20590, amount: 1, owner: Suh	
[4/22/23 06:56PM] Player picked up item: Miner gauntlets (adamant), id: 20590, amount: 1, owner: 420 Vet	
