[4/16/23 05:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Winter	
[4/16/23 08:06PM] Player picked up item: Coin, id: 995, amount: 800, owner: Winter	
[4/16/23 08:09PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:09PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Winter	
[4/16/23 08:09PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:10PM] Player picked up item: Coin, id: 995, amount: 40000, owner: Winter	
[4/16/23 08:10PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:10PM] Player picked up item: Coin, id: 995, amount: 40000, owner: Winter	
[4/16/23 08:10PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:11PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:11PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/16/23 08:11PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/16/23 08:11PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:11PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:12PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/16/23 08:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winter	
[4/16/23 08:12PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:12PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/16/23 08:13PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:13PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Winter	
[4/16/23 08:13PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:13PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/16/23 08:13PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Winter	
[4/16/23 08:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/16/23 08:13PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:14PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:14PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:14PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:14PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:14PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:14PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:15PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:15PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:15PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:15PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:16PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:16PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:16PM] Player picked up item: Coin, id: 995, amount: 30000, owner: Winter	
[4/16/23 08:17PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Winter	
[4/16/23 08:17PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Winter	
[4/16/23 08:17PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/16/23 08:17PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:17PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:18PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:18PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Winter	
[4/16/23 08:18PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/16/23 08:18PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:19PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:19PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:19PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:19PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:19PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:20PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 08:24PM] Player picked up item: Coin, id: 995, amount: 2382543, owner: Winter	
[4/16/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Winter	
[4/16/23 08:25PM] Player picked up item: Coin, id: 995, amount: 4307911, owner: Winter	
[4/16/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Winter	
[4/16/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Winter	
[4/16/23 08:26PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Winter	
[4/16/23 08:27PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Winter	
[4/16/23 08:29PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Winter	
[4/16/23 08:29PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Winter	
[4/16/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/16/23 08:32PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Winter	
[4/16/23 08:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Winter	
[4/16/23 08:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Winter	
[4/16/23 08:33PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Winter	
[4/16/23 08:33PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Winter	
[4/16/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/16/23 08:34PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/16/23 08:35PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/16/23 08:37PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Winter	
[4/16/23 08:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winter	
[4/16/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/16/23 08:38PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/16/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/16/23 08:53PM] Player picked up item: Coin, id: 995, amount: 1379793, owner: Winter	
[4/16/23 08:53PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Winter	
[4/16/23 08:54PM] Player picked up item: Coin, id: 995, amount: 2941159, owner: Winter	
[4/16/23 08:54PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Winter	
[4/16/23 08:56PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Winter	
[4/16/23 08:56PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Winter	
[4/16/23 08:56PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Zshana	
[4/16/23 08:56PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Winter	
[4/16/23 08:59PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/17/23 02:17AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/17/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Winter	
[4/17/23 02:18AM] Player picked up item: Aberrant Ring, id: 8335, amount: 1, owner: Winter	
[4/17/23 02:18AM] Player picked up item: Aberrant Ring, id: 8335, amount: 1, owner: Winter	
[4/17/23 02:19AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/17/23 02:19AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/17/23 02:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/17/23 02:19AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Winter	
[4/17/23 02:22AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Winter	
[4/17/23 02:22AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/17/23 02:22AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Winter	
[4/17/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Winter	
[4/17/23 02:22AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/17/23 02:22AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/17/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winter	
[4/17/23 02:22AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/17/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Winter	
[4/17/23 02:22AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/17/23 02:23AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/17/23 02:23AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Winter	
[4/17/23 02:23AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/17/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/17/23 02:23AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/17/23 02:24AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/17/23 02:24AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/17/23 02:24AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/17/23 02:30AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Winter	
[4/17/23 02:31AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Winter	
[4/17/23 02:31AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Winter	
[4/17/23 02:31AM] Player picked up item: Coin, id: 995, amount: 18000, owner: Winter	
[4/17/23 02:34AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Winter	
[4/17/23 02:34AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Winter	
[4/17/23 02:34AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Winter	
[4/17/23 02:35AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Winter	
[4/17/23 02:35AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Winter	
[4/17/23 02:35AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Winter	
[4/17/23 02:36AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Winter	
[4/17/23 02:37AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Winter	
[4/17/23 02:38AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Winter	
[4/17/23 02:38AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Winter	
[4/17/23 02:38AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Winter	
[4/17/23 02:38AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Winter	
[4/17/23 02:38AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Winter	
[4/17/23 02:39AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Winter	
[4/17/23 02:40AM] Player picked up item: Coin, id: 995, amount: 1375392, owner: Winter	
[4/17/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Winter	
[4/17/23 02:42AM] Player picked up item: Coin, id: 995, amount: 2008787, owner: Winter	
[4/17/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Winter	
[4/17/23 02:43AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Winter	
[4/17/23 02:49AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 02:49AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 02:49AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 02:50AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Winter	
[4/17/23 02:53AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Winter	
[4/17/23 02:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winter	
[4/17/23 02:58AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 02:58AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Winter	
[4/17/23 02:59AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 02:59AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Winter	
[4/17/23 02:59AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:00AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Winter	
[4/17/23 03:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/17/23 03:00AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:00AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Winter	
[4/17/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/17/23 03:01AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winter	
[4/17/23 03:01AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Winter	
[4/17/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Winter	
[4/17/23 03:02AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Winter	
[4/17/23 03:02AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Winter	
[4/17/23 03:02AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:03AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:03AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:03AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:04AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Winter	
[4/17/23 03:04AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winter	
[4/17/23 03:05AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:05AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Winter	
[4/17/23 03:05AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:05AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:06AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Winter	
[4/17/23 03:07AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Winter	
[4/17/23 03:07AM] Player picked up item: Inferno Gloves, id: 13302, amount: 1, owner: Winter	
[4/17/23 03:07AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Winter	
[4/17/23 03:07AM] Player picked up item: Inferno Gloves, id: 13302, amount: 1, owner: Winter	
[4/17/23 03:08AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:08AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Winter	
[4/17/23 03:08AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Winter	
[4/17/23 03:08AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:08AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Winter	
[4/17/23 03:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winter	
[4/17/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winter	
[4/17/23 03:09AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:09AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:09AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:09AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:09AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:10AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:10AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:10AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:10AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:11AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Winter	
[4/17/23 03:12AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winter	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Winter	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winter	
[4/17/23 03:16AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Winter	
[4/17/23 03:16AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Winter	
[4/17/23 03:16AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Winter	
[4/17/23 03:16AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:17AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:18AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 03:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/17/23 03:20AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 10:46AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Winter	
[4/17/23 10:48AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Winter	
[4/17/23 10:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/17/23 10:50AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
