[4/15/23 01:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dedmojo	
[4/15/23 02:06PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dedmojo	
[4/15/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:09PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Dedmojo	
[4/15/23 02:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:13PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dedmojo	
[4/15/23 02:13PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Dedmojo	
[4/15/23 02:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:13PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dedmojo	
[4/15/23 02:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:14PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dedmojo	
[4/15/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:21PM] Player picked up item: Starter Staff, id: 22092, amount: 1, owner: Dedmojo	
[4/15/23 02:22PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dedmojo	
[4/15/23 02:27PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Dedmojo	
[4/15/23 02:28PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Dedmojo	
[4/15/23 02:28PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Dedmojo	
[4/15/23 02:29PM] Player picked up item: Coin, id: 995, amount: 1090554, owner: Dedmojo	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dedmojo	
[4/15/23 02:29PM] Player picked up item: Coin, id: 995, amount: 2337560, owner: Dedmojo	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dedmojo	
[4/15/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Dedmojo	
[4/15/23 02:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Dedmojo	
[4/15/23 02:33PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dedmojo	
[4/15/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:33PM] Player picked up item: Coin, id: 995, amount: 3200, owner: Dedmojo	
[4/15/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dedmojo	
[4/15/23 02:34PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dedmojo	
[4/15/23 02:35PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Dedmojo	
[4/15/23 02:35PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dedmojo	
[4/15/23 02:36PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dedmojo	
[4/15/23 02:36PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dedmojo	
[4/15/23 02:36PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dedmojo	
[4/15/23 02:36PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dedmojo	
[4/15/23 02:36PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Dedmojo	
[4/15/23 02:36PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dedmojo	
[4/15/23 02:36PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dedmojo	
[4/15/23 02:36PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dedmojo	
[4/15/23 02:37PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Dedmojo	
[4/15/23 02:50PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Dedmojo	
[4/15/23 02:54PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Dedmojo	
[4/15/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dedmojo	
[4/15/23 02:56PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dedmojo	
[4/15/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dedmojo	
[4/15/23 02:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dedmojo	
[4/15/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dedmojo	
[4/15/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dedmojo	
[4/15/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dedmojo	
[4/15/23 02:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dedmojo	
[4/15/23 02:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 03:00PM] Player picked up item: Coin, id: 995, amount: 1804388, owner: Dedmojo	
[4/15/23 03:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dedmojo	
[4/15/23 03:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dedmojo	
[4/15/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 03:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dedmojo	
[4/15/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 03:03PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dedmojo	
[4/15/23 03:03PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dedmojo	
[4/15/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 03:03PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dedmojo	
[4/15/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 03:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dedmojo	
[4/15/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 03:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dedmojo	
[4/15/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 03:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dedmojo	
[4/15/23 03:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 03:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dedmojo	
[4/15/23 03:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 03:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dedmojo	
[4/15/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 03:20PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Rokas	
[4/15/23 03:47PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Dedmojo	
[4/20/23 08:24PM] Player picked up item: Vial, id: 229, amount: 1, owner: Dedmojo	
[4/20/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dedmojo	
[4/20/23 08:24PM] Player picked up item: Coin, id: 995, amount: 1504624, owner: Dedmojo	
[4/27/23 08:20PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dedmojo	
[4/27/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dedmojo	
[4/27/23 08:20PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dedmojo	
[4/27/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/27/23 08:20PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dedmojo	
[4/27/23 08:21PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dedmojo	
[4/27/23 08:22PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dedmojo	
[4/27/23 08:22PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dedmojo	
[4/27/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/27/23 08:23PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dedmojo	
[4/27/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dedmojo	
[4/27/23 08:23PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dedmojo	
[4/27/23 08:23PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dedmojo	
[4/27/23 08:23PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dedmojo	
[4/27/23 08:25PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dedmojo	
[4/27/23 08:25PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Dedmojo	
[4/27/23 08:25PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dedmojo	
[4/27/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/27/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/27/23 08:25PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dedmojo	
[4/27/23 08:25PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dedmojo	
[4/27/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dedmojo	
[4/27/23 08:25PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Dedmojo	
[4/27/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dedmojo	
[4/27/23 08:25PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dedmojo	
[4/27/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/27/23 08:27PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dedmojo	
[4/27/23 08:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/27/23 08:27PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Dedmojo	
[4/27/23 08:28PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Dedmojo	
[4/27/23 08:28PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dedmojo	
[4/27/23 08:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/27/23 08:29PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dedmojo	
[4/27/23 08:32PM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Dedmojo	
[4/27/23 08:34PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dedmojo	
[4/27/23 08:37PM] Player picked up item: Coin, id: 995, amount: 2244661, owner: Dedmojo	
[4/27/23 08:37PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dedmojo	
[4/27/23 08:38PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Dedmojo	
