[4/18/23 08:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raynes 911	
[4/18/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Raynes 911	
[4/18/23 09:10AM] Player picked up item: Coin, id: 995, amount: 5200, owner: Raynes 911	
[4/18/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Raynes 911	
[4/18/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Raynes 911	
[4/18/23 09:10AM] Player picked up item: Coin, id: 995, amount: 800, owner: Raynes 911	
[4/18/23 09:11AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Raynes 911	
[4/18/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Raynes 911	
[4/18/23 09:11AM] Player picked up item: Coin, id: 995, amount: 400, owner: Raynes 911	
[4/18/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Raynes 911	
[4/18/23 09:13AM] Player picked up item: Coin, id: 995, amount: 1187718, owner: Raynes 911	
[4/18/23 09:13AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Raynes 911	
[4/18/23 09:14AM] Player picked up item: Coin, id: 995, amount: 4800, owner: Raynes 911	
[4/18/23 09:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:14AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Raynes 911	
[4/18/23 09:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Raynes 911	
[4/18/23 09:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Raynes 911	
[4/18/23 09:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Raynes 911	
[4/18/23 09:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Raynes 911	
[4/18/23 09:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Raynes 911	
[4/18/23 09:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:15AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Raynes 911	
[4/18/23 09:39AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Raynes 911	
[4/18/23 09:40AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Raynes 911	
[4/18/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Raynes 911	
[4/18/23 09:42AM] Player picked up item: Coin, id: 995, amount: 1524015, owner: Raynes 911	
[4/18/23 09:43AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Raynes 911	
[4/18/23 09:43AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Raynes 911	
[4/18/23 09:47AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Raynes 911	
[4/18/23 09:49AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Raynes 911	
[4/18/23 09:49AM] Player picked up item: Coin, id: 995, amount: 900, owner: Raynes 911	
[4/18/23 09:53AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Raynes 911	
[4/18/23 09:55AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Raynes 911	
[4/18/23 09:59AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Raynes 911	
[4/18/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Raynes 911	
[4/18/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Raynes 911	
[4/18/23 09:59AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Raynes 911	
[4/18/23 10:04AM] Player picked up item: Coin, id: 995, amount: 18000, owner: Raynes 911	
[4/18/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Raynes 911	
[4/18/23 10:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Raynes 911	
[4/18/23 10:15AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Raynes 911	
[4/18/23 10:27AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Raynes 911	
[4/18/23 10:36AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Raynes 911	
[4/18/23 10:36AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Raynes 911	
[4/18/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 10:36AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Raynes 911	
[4/18/23 10:36AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Raynes 911	
[4/21/23 10:34AM] Player picked up item: Coin, id: 995, amount: 3364295, owner: Raynes 911	
[4/21/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Raynes 911	
[4/21/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Raynes 911	
[4/21/23 10:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Raynes 911	
[4/21/23 10:45AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Raynes 911	
[4/21/23 10:50AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Raynes 911	
[4/21/23 10:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Raynes 911	
[4/21/23 10:51AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Raynes 911	
[4/21/23 10:53AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Raynes 911	
[4/21/23 10:55AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Raynes 911	
[4/21/23 10:55AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Raynes 911	
[4/21/23 10:55AM] Player picked up item: Coin, id: 995, amount: 800, owner: Raynes 911	
[4/21/23 11:04AM] Player picked up item: Coin, id: 995, amount: 1803923, owner: Raynes 911	
[4/21/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Raynes 911	
[4/21/23 11:10AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Raynes 911	
[4/21/23 11:11AM] Player picked up item: Coin, id: 995, amount: 800, owner: Raynes 911	
[4/23/23 01:28AM] Player picked up item: Goku Cape, id: 1486, amount: 1, owner: Like My Peep	
