[4/18/23 01:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Hara Kiri	
[4/18/23 02:17AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Hara Kiri	
[4/18/23 02:17AM] Player picked up item: Coin, id: 995, amount: 900, owner: Hara Kiri	
[4/18/23 02:19AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Hara Kiri	
[4/18/23 02:19AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Hara Kiri	
[4/18/23 02:21AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Hara Kiri	
[4/18/23 02:21AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Hara Kiri	
[4/18/23 02:26AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Hara Kiri	
[4/18/23 02:28AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Hara Kiri	
[4/18/23 02:33AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hara Kiri	
[4/18/23 02:33AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Hara Kiri	
[4/18/23 02:33AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hara Kiri	
[4/18/23 02:34AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Hara Kiri	
[4/18/23 02:37AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Hara Kiri	
[4/18/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Hara Kiri	
[4/18/23 02:42AM] Player picked up item: Coin, id: 995, amount: 3493341, owner: Hara Kiri	
[4/18/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Hara Kiri	
[4/18/23 02:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Hara Kiri	
[4/18/23 02:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Hara Kiri	
[4/18/23 02:44AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Hara Kiri	
[4/18/23 02:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Hara Kiri	
[4/18/23 02:46AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Hara Kiri	
[4/18/23 02:47AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hara Kiri	
[4/18/23 02:50AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Hara Kiri	
[4/18/23 02:50AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Hara Kiri	
[4/18/23 02:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hara Kiri	
[4/18/23 02:54AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Hara Kiri	
[4/18/23 03:03AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Hara Kiri	
