[4/15/23 03:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hankscute	
[4/15/23 03:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hankscute	
[4/15/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hankscute	
[4/15/23 03:14PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Hankscute	
[4/15/23 03:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hankscute	
[4/15/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hankscute	
[4/15/23 03:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hankscute	
[4/15/23 03:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hankscute	
[4/15/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hankscute	
[4/15/23 03:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hankscute	
[4/15/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hankscute	
[4/15/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hankscute	
[4/15/23 03:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hankscute	
[4/15/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hankscute	
[4/15/23 03:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hankscute	
[4/15/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hankscute	
[4/15/23 03:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hankscute	
[4/15/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hankscute	
[4/15/23 03:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hankscute	
[4/15/23 03:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hankscute	
[4/15/23 03:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hankscute	
[4/15/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hankscute	
[4/15/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hankscute	
[4/15/23 03:16PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hankscute	
[4/15/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hankscute	
[4/15/23 03:27PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Hankscute	
[4/15/23 03:27PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Hankscute	
[4/15/23 03:31PM] Player picked up item: Coin, id: 995, amount: 1868839, owner: Hankscute	
[4/15/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Hankscute	
[4/15/23 03:33PM] Player picked up item: Coin, id: 995, amount: 4231649, owner: Hankscute	
[4/15/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Hankscute	
[4/15/23 03:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Hankscute	
[4/15/23 03:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Hankscute	
