[4/20/23 06:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ascend	
[4/20/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ascend	
[4/20/23 06:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ascend	
[4/20/23 06:34AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ascend	
[4/20/23 06:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ascend	
[4/20/23 06:36AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ascend	
[4/20/23 07:29AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Ascend	
[4/20/23 07:31AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Ascend	
[4/20/23 07:33AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Ascend	
[4/20/23 07:34AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ascend	
[4/20/23 07:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ascend	
[4/20/23 07:35AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ascend	
[4/20/23 07:41AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ascend	
[4/20/23 07:43AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ascend	
[4/20/23 07:45AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Ascend	
[4/20/23 07:45AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Ascend	
[4/20/23 07:51AM] Player picked up item: Coin, id: 995, amount: 2122081, owner: Ascend	
[4/20/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ascend	
[4/20/23 07:52AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ascend	
[4/21/23 09:52AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Ascend	
[4/21/23 09:53AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Ascend	
[4/21/23 09:54AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Ascend	
[4/21/23 09:54AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Ascend	
[4/21/23 09:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ascend	
[4/21/23 09:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ascend	
[4/21/23 09:59AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Ascend	
[4/21/23 09:59AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Ascend	
[4/21/23 10:04AM] Player picked up item: Coin, id: 995, amount: 2464437, owner: Ascend	
[4/21/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ascend	
[4/21/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ascend	
[4/21/23 10:07AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ascend	
[4/21/23 10:19AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ascend	
[4/21/23 10:20AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ascend	
[4/21/23 10:47AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ascend	
[4/21/23 10:50AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ascend	
[4/21/23 10:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ascend	
[4/26/23 05:02AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ascend	
[4/26/23 05:02AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ascend	
[4/26/23 05:04AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ascend	
[4/26/23 05:04AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ascend	
[4/26/23 05:07AM] Player picked up item: Coin, id: 995, amount: 1723638, owner: Ascend	
[4/26/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ascend	
[4/26/23 05:10AM] Player picked up item: Coin, id: 995, amount: 2092311, owner: Ascend	
[4/26/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ascend	
[4/26/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Ascend	
[4/26/23 05:13AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Ascend	
