[4/17/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Yaekee11	
[4/17/23 02:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Yaekee11	
[4/17/23 02:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Yaekee11	
[4/17/23 02:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:04AM] Player picked up item: Coin, id: 995, amount: 300, owner: Yaekee11	
[4/17/23 02:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:08AM] Player picked up item: Coin, id: 995, amount: 600, owner: Yaekee11	
[4/17/23 02:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yaekee11	
[4/17/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Yaekee11	
[4/17/23 02:10AM] Player picked up item: Coin, id: 995, amount: 1026106, owner: Yaekee11	
[4/17/23 02:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Yaekee11	
[4/17/23 02:15AM] Player picked up item: Coin, id: 995, amount: 400, owner: Yaekee11	
[4/17/23 02:15AM] Player picked up item: Coin, id: 995, amount: 400, owner: Yaekee11	
[4/17/23 02:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:15AM] Player picked up item: Coin, id: 995, amount: 400, owner: Yaekee11	
[4/17/23 02:20AM] Player picked up item: Coin, id: 995, amount: 400, owner: Yaekee11	
[4/17/23 02:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: Yaekee11	
[4/17/23 02:24AM] Player picked up item: Coin, id: 995, amount: 400, owner: Yaekee11	
[4/17/23 02:27AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Yaekee11	
[4/17/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yaekee11	
[4/17/23 02:27AM] Player picked up item: Coin, id: 995, amount: 500, owner: Yaekee11	
[4/17/23 02:27AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Yaekee11	
[4/17/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:34AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Yaekee11	
[4/17/23 02:34AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Yaekee11	
[4/17/23 02:34AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Yaekee11	
[4/17/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Yaekee11	
[4/17/23 02:40AM] Player picked up item: Coin, id: 995, amount: 1775491, owner: Yaekee11	
[4/17/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Yaekee11	
[4/17/23 02:45AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Yaekee11	
[4/17/23 02:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:46AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Yaekee11	
[4/17/23 02:46AM] Player picked up item: Coin, id: 995, amount: 800, owner: Yaekee11	
[4/17/23 02:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 11:56PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Yaekee11	
[4/17/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yaekee11	
[4/17/23 11:57PM] Player picked up item: Coin, id: 995, amount: 800, owner: Yaekee11	
[4/18/23 12:00AM] Player picked up item: Coin, id: 995, amount: 800, owner: Yaekee11	
[4/18/23 12:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/18/23 12:03AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Yaekee11	
[4/18/23 12:03AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Yaekee11	
[4/18/23 12:03AM] Player picked up item: Coin, id: 995, amount: 800, owner: Yaekee11	
