[4/18/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ba Ba	
[4/18/23 10:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ba Ba	
[4/18/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ba Ba	
[4/18/23 10:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ba Ba	
[4/18/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ba Ba	
[4/18/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ba Ba	
[4/18/23 10:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ba Ba	
[4/18/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ba Ba	
[4/18/23 10:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ba Ba	
[4/18/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ba Ba	
[4/18/23 10:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ba Ba	
[4/18/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ba Ba	
[4/18/23 10:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ba Ba	
[4/18/23 10:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ba Ba	
[4/18/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ba Ba	
[4/18/23 10:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ba Ba	
[4/18/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ba Ba	
[4/18/23 10:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ba Ba	
[4/18/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ba Ba	
[4/18/23 10:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ba Ba	
[4/18/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ba Ba	
[4/18/23 10:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ba Ba	
[4/18/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ba Ba	
[4/18/23 10:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ba Ba	
[4/18/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ba Ba	
[4/18/23 10:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ba Ba	
[4/18/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ba Ba	
[4/18/23 10:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ba Ba	
[4/18/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ba Ba	
[4/18/23 10:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ba Ba	
[4/18/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ba Ba	
[4/18/23 10:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Ba Ba	
[4/18/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Ba Ba	
[4/18/23 10:50AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Ba Ba	
[4/18/23 10:51AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Ba Ba	
[4/18/23 10:51AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Ba Ba	
[4/18/23 10:52AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Ba Ba	
[4/18/23 11:01AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Ba Ba	
[4/18/23 11:02AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ba Ba	
[4/18/23 11:03AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ba Ba	
[4/18/23 11:07AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Ba Ba	
[4/18/23 11:07AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Ba Ba	
[4/18/23 11:07AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Ba Ba	
[4/18/23 11:09AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ba Ba	
[4/18/23 11:09AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ba Ba	
[4/18/23 11:12AM] Player picked up item: Coin, id: 995, amount: 1838354, owner: Ba Ba	
[4/18/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ba Ba	
[4/18/23 11:14AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Ba Ba	
[4/18/23 11:14AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Ba Ba	
[4/18/23 11:18AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Ba Ba	
[4/18/23 11:20AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ba Ba	
[4/18/23 11:21AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Ba Ba	
[4/18/23 11:22AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Ba Ba	
[4/18/23 11:22AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ba Ba	
[4/18/23 11:24AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Ba Ba	
[4/18/23 11:25AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Ba Ba	
[4/18/23 11:25AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Ba Ba	
[4/18/23 11:27AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ba Ba	
[4/18/23 11:28AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Ba Ba	
[4/18/23 11:28AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Ba Ba	
[4/18/23 11:31AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Ba Ba	
[4/18/23 11:32AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Ba Ba	
[4/18/23 11:34AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ba Ba	
[4/18/23 11:39AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Ba Ba	
[4/18/23 11:41AM] Player picked up item: Coin, id: 995, amount: 1717020, owner: Ba Ba	
[4/18/23 11:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ba Ba	
[4/18/23 11:42AM] Player picked up item: Coin, id: 995, amount: 4071425, owner: Ba Ba	
[4/18/23 11:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ba Ba	
[4/18/23 11:44AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Ba Ba	
[4/18/23 11:45AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Ba Ba	
[4/18/23 11:46AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Ba Ba	
[4/18/23 11:46AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ba Ba	
[4/18/23 11:50AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ba Ba	
[4/18/23 11:51AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Ba Ba	
[4/18/23 11:51AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Ba Ba	
[4/18/23 01:59PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Ba Ba	
[4/18/23 02:00PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Ba Ba	
[4/18/23 02:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ba Ba	
[4/18/23 02:11PM] Player picked up item: Coin, id: 995, amount: 1950919, owner: Ba Ba	
[4/18/23 02:11PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ba Ba	
[4/18/23 02:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ba Ba	
[4/18/23 02:19PM] Player picked up item: Aberrant Cape, id: 4367, amount: 1, owner: Ba Ba	
[4/18/23 02:20PM] Player picked up item: Aberrant Amulet, id: 19892, amount: 1, owner: Ba Ba	
[4/19/23 12:15PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ba Ba	
[4/19/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Ba Ba	
[4/19/23 12:17PM] Player picked up item: Coin, id: 995, amount: 4048265, owner: Ba Ba	
[4/19/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ba Ba	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Ba Ba	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Ba Ba	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Ba Ba	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Ba Ba	
[4/19/23 12:28PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Ba Ba	
[4/19/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Ba Ba	
[4/19/23 12:30PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Ba Ba	
[4/19/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ba Ba	
[4/19/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ba Ba	
[4/19/23 12:30PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ba Ba	
[4/19/23 12:30PM] Player picked up item: Aberrant Legs, id: 20594, amount: 1, owner: Ba Ba	
[4/19/23 12:30PM] Player picked up item: Aberrant Legs, id: 20594, amount: 1, owner: Ba Ba	
[4/19/23 12:31PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ba Ba	
[4/19/23 12:32PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Ba Ba	
[4/20/23 06:21AM] Player picked up item: Coin, id: 995, amount: 1364330, owner: Ba Ba	
[4/20/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ba Ba	
[4/20/23 06:22AM] Player picked up item: Coin, id: 995, amount: 2581355, owner: Ba Ba	
[4/20/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Ba Ba	
[4/20/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Ba Ba	
[4/20/23 06:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Ba Ba	
[4/20/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Ba Ba	
[4/20/23 06:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Ba Ba	
[4/20/23 06:30AM] Player picked up item: Coin, id: 995, amount: 4355807, owner: Ba Ba	
[4/20/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ba Ba	
[4/20/23 06:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ba Ba	
[4/20/23 06:34AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ba Ba	
[4/20/23 06:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ba Ba	
[4/20/23 06:36AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ba Ba	
[4/20/23 06:52AM] Player picked up item: Coin, id: 995, amount: 2429619, owner: Ba Ba	
[4/20/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ba Ba	
[4/20/23 07:03AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Ba Ba	
[4/20/23 07:19AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Ba Ba	
[4/20/23 07:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ba Ba	
[4/20/23 07:20AM] Player picked up item: Coin, id: 995, amount: 2395775, owner: Ba Ba	
[4/20/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ba Ba	
[4/20/23 07:22AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Ba Ba	
[4/20/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Ba Ba	
[4/20/23 07:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Ba Ba	
[4/27/23 06:48PM] Player picked up item: Nightmare gloves, id: 23031, amount: 1, owner: Ba Ba	
[4/27/23 06:48PM] Player picked up item: Nightmare boots, id: 23032, amount: 1, owner: Ba Ba	
[4/27/23 06:54PM] Player picked up item: Inferno Helm, id: 13300, amount: 1, owner: Ba Ba	
[4/27/23 06:56PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Ba Ba	
[4/27/23 07:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ba Ba	
[4/27/23 07:06PM] Player picked up item: Coin, id: 995, amount: 2066366, owner: Ba Ba	
[4/27/23 07:06PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ba Ba	
[4/27/23 07:07PM] Player picked up item: Coin, id: 995, amount: 2031273, owner: Ba Ba	
[4/27/23 07:07PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ba Ba	
[4/27/23 07:09PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Ba Ba	
[4/27/23 07:09PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Ba Ba	
[4/27/23 07:15PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Ba Ba	
[4/27/23 07:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ba Ba	
[4/27/23 07:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ba Ba	
[4/27/23 07:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ba Ba	
[4/27/23 07:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ba Ba	
[4/27/23 07:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ba Ba	
[4/27/23 07:36PM] Player picked up item: Coin, id: 995, amount: 1174383, owner: Ba Ba	
[4/27/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ba Ba	
[4/27/23 07:47PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ba Ba	
[4/27/23 07:47PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ba Ba	
