[4/15/23 11:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kibou	
[4/16/23 01:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sharpy0123	
[4/16/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sharpy0123	
[4/16/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sharpy0123	
[4/16/23 01:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sharpy0123	
[4/16/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sharpy0123	
[4/16/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sharpy0123	
[4/16/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sharpy0123	
[4/16/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:42PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Sharpy0123	
[4/16/23 01:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sharpy0123	
[4/16/23 01:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sharpy0123	
[4/16/23 01:43PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Sharpy0123	
[4/16/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sharpy0123	
[4/16/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sharpy0123	
[4/16/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sharpy0123	
[4/16/23 01:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sharpy0123	
[4/16/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sharpy0123	
[4/16/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sharpy0123	
[4/16/23 01:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sharpy0123	
[4/16/23 01:45PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:45PM] Player picked up item: Coin, id: 995, amount: 800, owner: Sharpy0123	
[4/16/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:46PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:46PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:46PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:46PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:46PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:46PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:46PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:47PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:47PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:47PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:47PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:47PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:47PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:47PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:47PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sharpy0123	
[4/16/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:50PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sharpy0123	
[4/16/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:50PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sharpy0123	
[4/16/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:50PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sharpy0123	
[4/16/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:51PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sharpy0123	
[4/16/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:52PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sharpy0123	
[4/16/23 01:52PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sharpy0123	
[4/16/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:52PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sharpy0123	
[4/16/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:52PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sharpy0123	
[4/16/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Sharpy0123	
[4/16/23 01:53PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sharpy0123	
[4/16/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Sharpy0123	
[4/16/23 01:53PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Sharpy0123	
[4/16/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sharpy0123	
[4/16/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sharpy0123	
[4/16/23 01:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sharpy0123	
[4/16/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sharpy0123	
[4/16/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Sharpy0123	
[4/16/23 01:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Sharpy0123	
[4/16/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Sharpy0123	
[4/16/23 01:58PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sharpy0123	
[4/16/23 02:00PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Sharpy0123	
[4/16/23 02:00PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Sharpy0123	
[4/16/23 02:00PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Sharpy0123	
[4/16/23 02:00PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Sharpy0123	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Sharpy0123	
[4/16/23 02:24PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Sharpy0123	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Sharpy0123	
[4/16/23 02:26PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Darkgreen	
[4/16/23 02:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 02:38PM] Player picked up item: Coin, id: 995, amount: 600, owner: Sharpy0123	
[4/16/23 02:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 02:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharpy0123	
[4/16/23 02:38PM] Player picked up item: Coin, id: 995, amount: 600, owner: Sharpy0123	
[4/16/23 03:04PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Sharpy0123	
[4/16/23 03:04PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Sharpy0123	
[4/16/23 03:05PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Sharpy0123	
[4/16/23 05:37PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Sharpy0123	
[4/17/23 07:12PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sharpy0123	
[4/17/23 07:19PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sharpy0123	
[4/17/23 07:19PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sharpy0123	
[4/17/23 07:23PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sharpy0123	
[4/17/23 07:23PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sharpy0123	
[4/17/23 07:23PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sharpy0123	
[4/17/23 07:26PM] Player picked up item: PvM Casket, id: 2736, amount: 1, owner: Sharpy0123	
[4/17/23 07:35PM] Player picked up item: PvM Casket, id: 2736, amount: 1, owner: Sharpy0123	
[4/18/23 01:17AM] Player picked up item: Obsidian Crossbow Off-Hand, id: 23067, amount: 1, owner: Sharpy0123	
[4/23/23 05:11AM] Player picked up item: Forsaken Sword, id: 14915, amount: 1, owner: Rhiannon	
[4/23/23 05:11AM] Player picked up item: Sacred Gloves, id: 23137, amount: 1, owner: Rhiannon	
[4/23/23 05:11AM] Player picked up item: Nagi Helm, id: 21062, amount: 1, owner: Rhiannon	
