[4/21/23 08:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tom	
[4/21/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tom	
[4/21/23 08:20AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tom	
[4/21/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:21AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tom	
[4/21/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tom	
[4/21/23 08:22AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tom	
[4/21/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tom	
[4/21/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:23AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:23AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Tom	
[4/21/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:23AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:23AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tom	
[4/21/23 08:24AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:24AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:25AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:25AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:25AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tom	
[4/21/23 08:25AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tom	
[4/21/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:26AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tom	
[4/21/23 08:26AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tom	
[4/21/23 08:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:28AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tom	
[4/21/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Tom	
[4/21/23 08:29AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:30AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:31AM] Player picked up item: Coin, id: 995, amount: 4140771, owner: Tom	
[4/21/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Tom	
[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Tom	
[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Tom	
[4/21/23 08:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Tom	
[4/21/23 08:33AM] Player picked up item: Coin, id: 995, amount: 1160177, owner: Tom	
[4/21/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tom	
[4/21/23 08:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Tom	
[4/21/23 08:34AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Tom	
[4/21/23 08:35AM] Player picked up item: Coin, id: 995, amount: 2000802, owner: Tom	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Tom	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Tom	
[4/21/23 08:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Tom	
[4/21/23 08:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tom	
[4/21/23 08:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 08:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tom	
[4/21/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tom	
[4/21/23 08:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Tom	
[4/21/23 08:38AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Tom	
[4/21/23 08:40AM] Player picked up item: Coin, id: 995, amount: 2886460, owner: Tom	
[4/21/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 75, owner: Tom	
[4/21/23 08:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Tom	
[4/21/23 08:41AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Tom	
[4/21/23 08:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tom	
[4/21/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tom	
[4/21/23 08:42AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Tom	
[4/21/23 08:42AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Tom	
[4/21/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Tom	
[4/21/23 08:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Tom	
[4/21/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Tom	
[4/21/23 08:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Tom	
[4/21/23 09:00AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tom	
[4/21/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Tom	
[4/21/23 09:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tom	
[4/21/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 09:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tom	
[4/21/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 09:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tom	
[4/21/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tom	
[4/21/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 09:05AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Tom	
[4/21/23 09:05AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Tom	
[4/21/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tom	
[4/21/23 09:05AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Tom	
[4/21/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Tom	
[4/21/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tom	
[4/21/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tom	
[4/21/23 09:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 09:09AM] Player picked up item: Coin, id: 995, amount: 700, owner: Tom	
[4/21/23 09:09AM] Player picked up item: Coin, id: 995, amount: 700, owner: Tom	
[4/21/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tom	
[4/21/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 09:10AM] Player picked up item: Coin, id: 995, amount: 700, owner: Tom	
[4/21/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 09:10AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Tom	
[4/21/23 09:10AM] Player picked up item: Coin, id: 995, amount: 700, owner: Tom	
[4/21/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tom	
[4/21/23 09:11AM] Player picked up item: Coin, id: 995, amount: 700, owner: Tom	
[4/21/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tom	
[4/21/23 12:30PM] Player picked up item: Coin, id: 995, amount: 700, owner: Tom	
[4/21/23 12:31PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Tom	
[4/21/23 12:34PM] Player picked up item: Coin, id: 995, amount: 1453212, owner: Tom	
[4/21/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tom	
[4/21/23 12:35PM] Player picked up item: Coin, id: 995, amount: 4188627, owner: Tom	
[4/21/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Tom	
[4/21/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Tom	
[4/21/23 12:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Tom	
[4/21/23 12:37PM] Player picked up item: Coin, id: 995, amount: 800, owner: Tom	
[4/21/23 12:37PM] Player picked up item: Coin, id: 995, amount: 800, owner: Tom	
[4/21/23 12:40PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Tom	
[4/21/23 12:42PM] Player picked up item: Coin, id: 995, amount: 2700, owner: Tom	
[4/21/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tom	
[4/21/23 12:47PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Tom	
