[4/15/23 06:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Coke	
[4/15/23 08:24AM] Player picked up item: Nightmare gloves, id: 23031, amount: 1, owner: Coke	
[4/15/23 08:24AM] Player picked up item: Nightmare body, id: 23029, amount: 1, owner: Coke	
[4/15/23 08:25AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Coke	
[4/15/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coke	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 3245870, owner: Coke	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Coke	
[4/15/23 08:39AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Coke	
[4/15/23 08:39AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Coke	
[4/15/23 08:43AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Coke	
[4/15/23 08:44AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Coke	
[4/15/23 08:48AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Coke	
[4/15/23 08:48AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Coke	
[4/15/23 08:48AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Coke	
[4/15/23 08:48AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Coke	
[4/15/23 08:48AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Coke	
[4/15/23 08:49AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Coke	
[4/15/23 08:50AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Coke	
[4/15/23 08:50AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Coke	
[4/15/23 08:51AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Coke	
[4/15/23 08:52AM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Coke	
[4/15/23 08:52AM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Coke	
[4/15/23 08:58AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Coke	
[4/15/23 09:00AM] Player picked up item: Coin, id: 995, amount: 2372964, owner: Coke	
[4/15/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Coke	
[4/15/23 09:02AM] Player picked up item: Clean Cardamon, id: 789, amount: 1, owner: Tew	
[4/15/23 09:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Coke	
[4/15/23 09:06AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Coke	
[4/15/23 09:07AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Coke	
[4/15/23 09:08AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Coke	
[4/15/23 09:08AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Coke	
[4/15/23 09:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Coke	
[4/15/23 09:09AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Coke	
[4/15/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coke	
[4/15/23 09:10AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Coke	
[4/15/23 09:10AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Coke	
[4/15/23 09:10AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Coke	
[4/15/23 09:10AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Coke	
[4/15/23 09:13AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Coke	
[4/15/23 09:13AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Coke	
[4/15/23 09:24AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Coke	
[4/15/23 09:25AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Coke	
[4/15/23 09:27AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Coke	
[4/15/23 09:30AM] Player picked up item: Coin, id: 995, amount: 2430274, owner: Coke	
[4/15/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Coke	
[4/15/23 09:31AM] Player picked up item: Coin, id: 995, amount: 3153735, owner: Coke	
[4/15/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Coke	
[4/15/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Coke	
[4/15/23 09:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Coke	
[4/15/23 09:31AM] Player picked up item: $10 Bond, id: 23057, amount: 1, owner: Coke	
[4/15/23 09:43AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Coke	
[4/15/23 09:44AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Coke	
[4/15/23 09:48AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Coke	
[4/15/23 09:48AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Coke	
[4/15/23 09:48AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Coke	
[4/15/23 09:56AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Coke	
[4/15/23 09:56AM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Coke	
[4/15/23 09:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Coke	
[4/15/23 09:56AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Coke	
[4/15/23 09:56AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Coke	
[4/15/23 09:59AM] Player picked up item: Coin, id: 995, amount: 1692817, owner: Coke	
[4/15/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Coke	
[4/15/23 10:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Coke	
[4/15/23 10:04AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Coke	
[4/15/23 10:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Coke	
[4/15/23 10:04AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Coke	
[4/15/23 10:05AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Coke	
[4/15/23 10:05AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Coke	
[4/15/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Coke	
[4/15/23 10:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Coke	
[4/15/23 10:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Coke	
[4/15/23 10:08AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Coke	
[4/15/23 10:08AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Coke	
[4/15/23 10:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Coke	
[4/15/23 10:09AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Coke	
[4/15/23 10:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Coke	
[4/15/23 10:09AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Coke	
[4/15/23 10:10AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Coke	
[4/15/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Coke	
[4/15/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Coke	
[4/15/23 10:10AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Coke	
[4/15/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coke	
[4/15/23 10:11AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Coke	
[4/15/23 10:11AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Coke	
[4/15/23 10:11AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Coke	
[4/15/23 10:13AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Coke	
[4/15/23 10:13AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Coke	
[4/15/23 10:14AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Coke	
[4/15/23 10:14AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Coke	
[4/15/23 10:14AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Coke	
[4/15/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Coke	
[4/15/23 10:16AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Coke	
[4/15/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Coke	
[4/15/23 11:03AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Coke	
[4/15/23 12:21PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Coke	
[4/15/23 12:31PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Coke	
[4/17/23 08:34AM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/18/23 07:44AM] Player picked up item: Lava bones, id: 2023, amount: 1200, owner: Zshana	
[4/18/23 09:18AM] Player picked up item: Infinite healing potion (T3), id: 23120, amount: 1, owner: Coke	
[4/18/23 09:38AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Coke	
[4/19/23 07:05PM] Player picked up item: Sacred Body, id: 23135, amount: 1, owner: Coke	
[4/20/23 03:13PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Coke	
