[4/18/23 12:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bokito	
[4/18/23 01:03AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Hope	
[4/18/23 01:05AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Bokito	
[4/18/23 01:12AM] Player picked up item: Coin, id: 995, amount: 2272029, owner: Bokito	
[4/18/23 01:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bokito	
[4/18/23 01:19AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Bokito	
[4/18/23 01:20AM] Player picked up item: Coin, id: 995, amount: 700, owner: Bokito	
[4/18/23 01:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 01:21AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Bokito	
[4/18/23 01:23AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Bokito	
[4/18/23 01:23AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Bokito	
[4/18/23 01:23AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Bokito	
[4/18/23 01:23AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bokito	
[4/18/23 01:25AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Bokito	
[4/18/23 01:29AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Bokito	
[4/18/23 01:30AM] Player picked up item: Coin, id: 995, amount: 900, owner: Bokito	
[4/18/23 01:31AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Bokito	
[4/18/23 01:33AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Bokito	
[4/18/23 01:34AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Bokito	
[4/18/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Bokito	
[4/18/23 01:35AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Bokito	
[4/18/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Bokito	
[4/18/23 01:35AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokito	
[4/18/23 01:35AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokito	
[4/18/23 01:37AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokito	
[4/18/23 01:38AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokito	
[4/18/23 01:39AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Bokito	
[4/18/23 01:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokito	
[4/18/23 01:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokito	
[4/18/23 01:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokito	
[4/18/23 01:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokito	
[4/18/23 01:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokito	
[4/18/23 01:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokito	
[4/18/23 01:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokito	
[4/18/23 01:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokito	
[4/18/23 01:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokito	
[4/18/23 01:40AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Bokito	
[4/18/23 01:40AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokito	
[4/18/23 01:42AM] Player picked up item: Coin, id: 995, amount: 1325454, owner: Bokito	
[4/18/23 01:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bokito	
[4/18/23 01:42AM] Player picked up item: Coin, id: 995, amount: 3200963, owner: Bokito	
[4/18/23 01:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Bokito	
[4/18/23 01:43AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Bokito	
[4/18/23 01:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Bokito	
[4/18/23 01:43AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Bokito	
[4/18/23 01:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Bokito	
[4/18/23 01:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Bokito	
[4/18/23 01:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 01:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Bokito	
[4/18/23 01:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Bokito	
[4/18/23 01:48AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Bokito	
[4/18/23 01:48AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Bokito	
[4/18/23 01:48AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Bokito	
[4/18/23 01:48AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Bokito	
[4/18/23 01:48AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Bokito	
[4/18/23 01:49AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Bokito	
[4/18/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Bokito	
[4/18/23 01:49AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Bokito	
[4/18/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Bokito	
[4/18/23 01:50AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Bokito	
[4/18/23 01:50AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Bokito	
[4/18/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bokito	
[4/18/23 01:51AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Bokito	
[4/18/23 01:51AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Bokito	
[4/18/23 01:51AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Bokito	
[4/18/23 01:51AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Bokito	
[4/18/23 01:54AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Bokito	
[4/18/23 01:57AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Bokito	
[4/18/23 01:57AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Bokito	
[4/18/23 02:00AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Bokito	
[4/18/23 02:03AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Bokito	
[4/18/23 02:03AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokito	
[4/18/23 02:03AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokito	
[4/19/23 12:03AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Bokito	
