[4/18/23 06:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Igotplugz	
[4/18/23 06:52PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shore	
[4/18/23 06:55PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Shore	
[4/18/23 06:56PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Shore	
[4/18/23 07:02PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shore	
[4/18/23 07:02PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shore	
[4/18/23 07:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shore	
[4/18/23 07:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shore	
[4/18/23 07:04PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Shore	
[4/18/23 07:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Shore	
[4/18/23 07:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shore	
[4/18/23 07:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shore	
[4/18/23 07:05PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Shore	
[4/18/23 07:05PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Shore	
[4/18/23 07:06PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Shore	
[4/18/23 07:06PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Shore	
[4/18/23 07:06PM] Player picked up item: Coin, id: 995, amount: 800, owner: Shore	
[4/18/23 07:11PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Shore	
[4/18/23 07:13PM] Player picked up item: Coin, id: 995, amount: 2228533, owner: Shore	
[4/18/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shore	
[4/18/23 07:16PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Shore	
[4/18/23 07:25PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shore	
[4/18/23 07:29PM] Player picked up item: Coin, id: 995, amount: 800, owner: Shore	
[4/18/23 07:29PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Shore	
[4/18/23 07:29PM] Player picked up item: Coin, id: 995, amount: 800, owner: Shore	
[4/18/23 07:30PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Shore	
[4/18/23 07:31PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Shore	
[4/18/23 07:35PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Shore	
[4/18/23 07:37PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Shore	
[4/18/23 07:44PM] Player picked up item: Coin, id: 995, amount: 1688576, owner: Shore	
[4/18/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shore	
[4/18/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Zshana	
[4/18/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shore	
[4/18/23 07:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shore	
[4/18/23 07:58PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Shore	
[4/18/23 08:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shore	
[4/18/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shore	
[4/18/23 08:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shore	
[4/18/23 08:11PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Shore	
[4/19/23 04:19PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Shore	
[4/19/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shore	
[4/19/23 04:21PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Shore	
[4/19/23 04:23PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Shore	
[4/19/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shore	
[4/19/23 04:23PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shore	
[4/19/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shore	
[4/19/23 04:23PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shore	
[4/19/23 05:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shore	
[4/19/23 05:02PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Shore	
[4/19/23 05:03PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shore	
[4/19/23 05:03PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shore	
[4/19/23 05:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shore	
[4/19/23 05:09PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Shore	
[4/19/23 05:13PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Shore	
[4/19/23 05:14PM] Player picked up item: Coin, id: 995, amount: 1369352, owner: Shore	
[4/19/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shore	
[4/19/23 05:16PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Shore	
[4/19/23 05:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shore	
[4/19/23 05:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shore	
[4/19/23 05:21PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Shore	
[4/19/23 05:22PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shore	
[4/19/23 05:22PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Shore	
[4/19/23 05:24PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Shore	
[4/19/23 05:24PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shore	
[4/19/23 05:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shore	
[4/19/23 05:30PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Shore	
[4/19/23 05:33PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Shore	
[4/19/23 06:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shore	
[4/19/23 06:04PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Shore	
[4/19/23 06:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shore	
[4/20/23 03:14PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Coke	
[4/20/23 03:14PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Coke	
