[4/20/23 01:31PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dvx	
[4/20/23 02:50PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dvx	
[4/20/23 02:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Dvx	
[4/20/23 02:53PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Dvx	
[4/20/23 03:06PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dvx	
[4/20/23 03:13PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dvx	
[4/20/23 03:13PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Coke	
[4/20/23 03:16PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dvx	
[4/20/23 03:20PM] Player picked up item: Coin, id: 995, amount: 3441352, owner: Dvx	
[4/20/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dvx	
[4/20/23 03:21PM] Player picked up item: Coin, id: 995, amount: 6928268, owner: Dvx	
[4/20/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Dvx	
[4/20/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Dvx	
[4/20/23 03:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Dvx	
[4/20/23 03:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dvx	
[4/20/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Dvx	
[4/20/23 03:26PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Dvx	
[4/20/23 03:26PM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Dvx	
[4/20/23 03:28PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Dvx	
[4/20/23 03:29PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dvx	
[4/20/23 03:33PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dvx	
[4/20/23 03:33PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dvx	
[4/20/23 03:33PM] Player picked up item: Starter Blade, id: 22084, amount: 1, owner: Dvx	
[4/20/23 03:34PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dvx	
[4/20/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dvx	
