[4/15/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rage	
[4/15/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rage	
[4/15/23 08:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rage	
[4/15/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rage	
[4/15/23 08:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rage	
[4/15/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rage	
[4/15/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rage	
[4/15/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:11AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rage	
[4/15/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Rage	
[4/15/23 08:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rage	
[4/15/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:12AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Rage	
[4/15/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rage	
[4/15/23 08:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rage	
[4/15/23 08:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rage	
[4/15/23 08:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rage	
[4/15/23 08:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rage	
[4/15/23 08:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rage	
[4/15/23 08:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rage	
[4/15/23 08:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rage	
[4/15/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rage	
[4/15/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rage	
[4/15/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rage	
[4/15/23 08:19AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rage	
[4/15/23 08:19AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rage	
[4/15/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rage	
[4/15/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:19AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rage	
[4/15/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Rage	
[4/15/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:21AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rage	
[4/15/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rage	
[4/15/23 08:21AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rage	
[4/15/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rage	
[4/15/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:21AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rage	
[4/15/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rage	
[4/15/23 08:22AM] Player picked up item: Coin, id: 995, amount: 300, owner: Rage	
[4/15/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 1820047, owner: Rage	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Rage	
[4/15/23 08:42AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Rage	
[4/15/23 08:49AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Rage	
[4/15/23 08:49AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Rage	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 800, owner: Rage	
[4/15/23 09:13AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Rage	
[4/15/23 09:18AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Rage	
[4/15/23 09:19AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Rage	
[4/15/23 09:20AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Rage	
[4/15/23 09:21AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rage	
[4/15/23 09:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Rage	
[4/15/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Rage	
[4/15/23 09:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Rage	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Rage	
[4/16/23 09:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Rage	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Rage	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Rage	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Rage	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Rage	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Rage	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Rage	
[4/16/23 09:42AM] Player picked up item: Coin, id: 995, amount: 1444135, owner: Rage	
[4/16/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rage	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 1174588, owner: Rage	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rage	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rage	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 2392472, owner: Rage	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Rage	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Rage	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Rage	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Rage	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Rage	
[4/16/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Rage	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Rage	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Rage	
[4/16/23 09:47AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Rage	
[4/16/23 09:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Rage	
[4/16/23 09:48AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Rage	
[4/16/23 09:48AM] Player picked up item: Vial, id: 229, amount: 1, owner: Zaryte	
[4/16/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Rage	
[4/16/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Rage	
[4/16/23 09:50AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Rage	
[4/16/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rage	
[4/16/23 10:54AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Rage	
