[4/17/23 11:03AM] Player picked up item: Coin, id: 995, amount: 2153402, owner: Divine	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Divine	
[4/17/23 12:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Divine	
[4/17/23 12:40PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Divine	
[4/17/23 12:40PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Divine	
[4/17/23 12:49PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Divine	
[4/17/23 12:49PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Divine	
[4/17/23 12:49PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Divine	
[4/17/23 12:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Divine	
[4/17/23 01:03PM] Player picked up item: Coin, id: 995, amount: 2153215, owner: Divine	
[4/17/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Divine	
[4/17/23 01:22PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Divine	
[4/17/23 01:23PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Divine	
[4/17/23 01:28PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Divine	
[4/17/23 01:29PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Divine	
[4/17/23 01:31PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Divine	
[4/17/23 01:33PM] Player picked up item: Coin, id: 995, amount: 1212377, owner: Divine	
[4/17/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Divine	
[4/17/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Divine	
[4/17/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Divine	
[4/17/23 01:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Divine	
[4/17/23 01:38PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Divine	
[4/17/23 01:39PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Divine	
[4/17/23 01:41PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Divine	
[4/18/23 08:12AM] Player picked up item: Coin, id: 995, amount: 1800770, owner: Divine	
[4/18/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Divine	
[4/18/23 08:24AM] Player picked up item: Coin, id: 995, amount: 18000, owner: Divine	
[4/18/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Divine	
[4/18/23 08:42AM] Player picked up item: Coin, id: 995, amount: 2234135, owner: Divine	
[4/18/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Divine	
[4/18/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Divine	
[4/18/23 08:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Divine	
[4/18/23 10:14AM] Player picked up item: Coin, id: 995, amount: 1833840, owner: Divine	
[4/18/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Divine	
[4/18/23 11:22AM] Player picked up item: Tormented Shield, id: 21049, amount: 1, owner: Divine	
[4/18/23 03:48PM] Player picked up item: Lust Poncho, id: 8807, amount: 1, owner: Like My Peep	
[4/19/23 11:20AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Divine	
[4/19/23 11:20AM] Player picked up item: Clean Marjoram, id: 925, amount: 2, owner: Divine	
[4/20/23 02:24PM] Player picked up item: Rogue Aura, id: 12610, amount: 1, owner: Entropy	
