[4/19/23 07:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: O T T E R	
[4/19/23 07:45PM] Player picked up item: Coin, id: 995, amount: 400, owner: O T T E R	
[4/19/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: O T T E R	
[4/19/23 07:45PM] Player picked up item: Coin, id: 995, amount: 800, owner: O T T E R	
[4/19/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: O T T E R	
[4/19/23 07:45PM] Player picked up item: Coin, id: 995, amount: 800, owner: O T T E R	
[4/19/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: O T T E R	
[4/19/23 07:46PM] Player picked up item: Coin, id: 995, amount: 400, owner: O T T E R	
[4/19/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: O T T E R	
[4/19/23 07:46PM] Player picked up item: Coin, id: 995, amount: 1200, owner: O T T E R	
[4/19/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: O T T E R	
[4/19/23 07:46PM] Player picked up item: Coin, id: 995, amount: 800, owner: O T T E R	
[4/19/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: O T T E R	
[4/19/23 07:47PM] Player picked up item: Coin, id: 995, amount: 400, owner: O T T E R	
[4/19/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: O T T E R	
[4/19/23 08:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: O T T E R	
[4/19/23 08:17PM] Player picked up item: Coin, id: 995, amount: 4185128, owner: O T T E R	
[4/19/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: O T T E R	
[4/19/23 08:21PM] Player picked up item: Aberrant Legs, id: 20594, amount: 1, owner: Tellur	
[4/19/23 08:21PM] Player picked up item: Aberrant Amulet, id: 19892, amount: 1, owner: Tellur	
[4/19/23 08:21PM] Player picked up item: Aberrant Amulet, id: 19892, amount: 1, owner: Tellur	
[4/19/23 08:33PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: O T T E R	
[4/19/23 08:33PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: O T T E R	
[4/19/23 08:34PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: O T T E R	
[4/19/23 08:34PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: O T T E R	
[4/19/23 08:41PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: O T T E R	
[4/19/23 08:46PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: O T T E R	
[4/19/23 08:47PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: O T T E R	
[4/19/23 08:47PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: O T T E R	
[4/19/23 08:48PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: O T T E R	
[4/19/23 08:48PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: O T T E R	
[4/19/23 08:48PM] Player picked up item: Coin, id: 995, amount: 700, owner: O T T E R	
[4/19/23 08:49PM] Player picked up item: Coin, id: 995, amount: 700, owner: O T T E R	
[4/19/23 08:49PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: O T T E R	
[4/19/23 08:49PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: O T T E R	
[4/19/23 08:49PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: O T T E R	
[4/19/23 08:49PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: O T T E R	
[4/19/23 08:50PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: O T T E R	
[4/19/23 08:50PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: O T T E R	
[4/19/23 08:52PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: O T T E R	
[4/19/23 08:52PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: O T T E R	
[4/19/23 08:52PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: O T T E R	
[4/19/23 08:52PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: O T T E R	
[4/19/23 08:56PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: O T T E R	
[4/19/23 08:56PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: O T T E R	
[4/19/23 08:57PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: O T T E R	
[4/19/23 08:57PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: O T T E R	
[4/19/23 08:57PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: O T T E R	
[4/19/23 08:57PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: O T T E R	
[4/19/23 08:57PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: O T T E R	
[4/19/23 09:21PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: O T T E R	
[4/19/23 09:26PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: O T T E R	
[4/19/23 09:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: O T T E R	
[4/19/23 09:33PM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: O T T E R	
[4/19/23 09:33PM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: O T T E R	
[4/19/23 09:34PM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: O T T E R	
[4/19/23 09:34PM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: O T T E R	
[4/19/23 09:37PM] Player picked up item: Coin, id: 995, amount: 2000, owner: O T T E R	
[4/19/23 09:38PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: O T T E R	
[4/19/23 09:38PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: O T T E R	
[4/19/23 09:45PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: O T T E R	
[4/19/23 09:45PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: O T T E R	
[4/19/23 09:46PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: O T T E R	
[4/19/23 09:46PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: O T T E R	
[4/19/23 09:51PM] Player picked up item: Coin, id: 995, amount: 1882572, owner: O T T E R	
[4/19/23 09:51PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: O T T E R	
[4/19/23 09:54PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: O T T E R	
[4/19/23 09:54PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: O T T E R	
[4/19/23 09:54PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: O T T E R	
[4/19/23 09:56PM] Player picked up item: Coin, id: 995, amount: 3000, owner: O T T E R	
[4/20/23 02:36AM] Player picked up item: Starter Cannon, id: 22083, amount: 1, owner: Daryl Dixon	
[4/21/23 02:15PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: O T T E R	
[4/21/23 02:17PM] Player picked up item: Antique Gloves, id: 8819, amount: 1, owner: O T T E R	
[4/21/23 02:59PM] Player picked up item: Black platebody (h4), id: 19490, amount: 1, owner: O T T E R	
[4/21/23 03:12PM] Player picked up item: Holy water, id: 732, amount: 1, owner: Ross	
[4/21/23 03:19PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Nadez	
[4/21/23 04:50PM] Player picked up item: Tormented Shield, id: 21049, amount: 1, owner: Tellur	
[4/21/23 09:02PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: O T T E R	
[4/21/23 09:03PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: O T T E R	
[4/21/23 09:03PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: O T T E R	
[4/22/23 12:11AM] Player picked up item: Malvek Katana, id: 14018, amount: 1, owner: Beef Supreme	
[4/22/23 12:11AM] Player picked up item: Obsidian Crossbow Off-Hand, id: 23067, amount: 1, owner: Beef Supreme	
[4/22/23 09:54PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: O T T E R	
[4/22/23 09:54PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: O T T E R	
[4/22/23 11:24PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: O T T E R	
