[4/15/23 12:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Patientz	
[4/15/23 12:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Patientz	
[4/15/23 12:25PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Patientz	
[4/15/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Patientz	
[4/15/23 02:16PM] Player picked up item: Coin, id: 995, amount: 500, owner: Patientz	
[4/15/23 02:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 02:16PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Patientz	
[4/15/23 02:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Patientz	
[4/15/23 02:16PM] Player picked up item: Coin, id: 995, amount: 500, owner: Patientz	
[4/15/23 02:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 02:16PM] Player picked up item: Coin, id: 995, amount: 500, owner: Patientz	
[4/15/23 02:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 02:17PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Patientz	
[4/15/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Patientz	
[4/15/23 02:17PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Patientz	
[4/15/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Patientz	
[4/15/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Patientz	
[4/15/23 02:17PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Patientz	
[4/15/23 02:18PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Patientz	
[4/15/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Patientz	
[4/15/23 02:18PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Patientz	
[4/15/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Patientz	
[4/15/23 02:19PM] Player picked up item: Coin, id: 995, amount: 500, owner: Patientz	
[4/15/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Patientz	
[4/15/23 02:19PM] Player picked up item: Coin, id: 995, amount: 500, owner: Patientz	
[4/15/23 02:19PM] Player picked up item: Coin, id: 995, amount: 500, owner: Patientz	
[4/15/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 02:19PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Patientz	
[4/15/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Patientz	
[4/15/23 02:20PM] Player picked up item: Coin, id: 995, amount: 500, owner: Patientz	
[4/15/23 02:20PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Patientz	
[4/15/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Patientz	
[4/15/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 02:20PM] Player picked up item: Coin, id: 995, amount: 500, owner: Patientz	
[4/15/23 02:20PM] Player picked up item: Coin, id: 995, amount: 500, owner: Patientz	
[4/15/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Patientz	
