[4/15/23 01:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rks	
[4/15/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Rks	
[4/15/23 04:59AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Rks	
[4/15/23 05:01AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Rks	
[4/15/23 05:01AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Rks	
[4/15/23 05:03AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Rks	
[4/15/23 06:16AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Rks	
[4/15/23 06:22AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Rks	
[4/15/23 06:32AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Rks	
[4/15/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rks	
[4/15/23 06:38AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Rks	
[4/15/23 06:42AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Rks	
[4/15/23 06:52AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Rks	
[4/15/23 06:53AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Rks	
[4/15/23 06:54AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rks	
[4/15/23 06:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rks	
[4/15/23 07:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rks	
[4/15/23 07:04AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Rks	
[4/15/23 07:07AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Rks	
[4/15/23 07:07AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Rks	
[4/15/23 07:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rks	
[4/15/23 07:11AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rks	
[4/15/23 07:16AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Rks	
[4/15/23 07:16AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Rks	
[4/15/23 07:19AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Rks	
[4/15/23 08:49AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Rks	
[4/15/23 03:41PM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Rks	
[4/19/23 11:15AM] Player picked up item: Coin, id: 995, amount: 2061930, owner: Rks	
[4/19/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rks	
[4/19/23 11:16AM] Player picked up item: Coin, id: 995, amount: 3913510, owner: Rks	
[4/19/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Rks	
[4/19/23 11:17AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Rks	
[4/19/23 11:17AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Rks	
[4/19/23 11:21AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Rks	
[4/19/23 11:21AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Rks	
[4/26/23 10:06AM] Player picked up item: Coin, id: 995, amount: 1244922, owner: Rks	
[4/26/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rks	
[4/26/23 10:07AM] Player picked up item: Coin, id: 995, amount: 4030036, owner: Rks	
[4/26/23 10:07AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Rks	
[4/26/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Rks	
[4/26/23 10:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Rks	
[4/26/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Rks	
[4/26/23 10:11AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Rks	
