[4/16/23 11:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cd Black	
[4/17/23 06:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:21AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:22AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:23AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:23AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:23AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:24AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:24AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:27AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:27AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:29AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:30AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cd Black	
[4/17/23 06:30AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cd Black	
[4/17/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:31AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:31AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cd Black	
[4/17/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:32AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Cd Black	
[4/17/23 06:33AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Cd Black	
[4/17/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:33AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:41AM] Player picked up item: Coin, id: 995, amount: 2322707, owner: Cd Black	
[4/17/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cd Black	
[4/17/23 06:41AM] Player picked up item: Coin, id: 995, amount: 4056705, owner: Cd Black	
[4/17/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Cd Black	
[4/17/23 06:42AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Cd Black	
[4/17/23 06:43AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Cd Black	
[4/17/23 06:43AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cd Black	
[4/17/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 06:43AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:43AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:44AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:44AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cd Black	
[4/17/23 06:44AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:45AM] Player picked up item: Coin, id: 995, amount: 4200, owner: Cd Black	
[4/17/23 06:45AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cd Black	
[4/17/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 06:45AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:45AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cd Black	
[4/17/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 06:45AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:47AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cd Black	
[4/17/23 06:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:48AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cd Black	
