[4/15/23 06:10AM] Player picked up item: Coin, id: 995, amount: 100, owner: Englishboss	
[4/15/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Englishboss	
[4/15/23 06:35AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Englishboss	
[4/15/23 06:35AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Englishboss	
[4/15/23 06:36AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Englishboss	
[4/15/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Englishboss	
[4/15/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Englishboss	
[4/15/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Englishboss	
[4/15/23 06:38AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Englishboss	
[4/15/23 06:38AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Englishboss	
[4/15/23 06:39AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Englishboss	
[4/15/23 06:39AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Englishboss	
[4/15/23 06:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Englishboss	
[4/15/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Englishboss	
[4/15/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Englishboss	
[4/15/23 06:47AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Englishboss	
[4/15/23 07:10AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Englishboss	
[4/15/23 07:15AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Englishboss	
[4/15/23 07:39AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Englishboss	
[4/15/23 07:47AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Englishboss	
[4/15/23 07:49AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Englishboss	
[4/15/23 07:49AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Englishboss	
[4/15/23 08:06AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Englishboss	
[4/15/23 08:06AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Englishboss	
[4/15/23 08:26AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Englishboss	
[4/15/23 08:28AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Englishboss	
[4/15/23 08:28AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Englishboss	
[4/15/23 08:29AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Englishboss	
[4/15/23 08:29AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Englishboss	
[4/15/23 08:39AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Englishboss	
[4/15/23 08:39AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Englishboss	
[4/15/23 08:40AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Englishboss	
[4/15/23 08:41AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Englishboss	
[4/15/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Englishboss	
[4/15/23 08:43AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Englishboss	
[4/15/23 08:43AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Englishboss	
[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Englishboss	
[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Englishboss	
[4/15/23 08:45AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Englishboss	
[4/15/23 08:45AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Englishboss	
[4/15/23 08:46AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Englishboss	
[4/15/23 08:46AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Englishboss	
[4/15/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Englishboss	
[4/15/23 08:48AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Englishboss	
[4/15/23 08:48AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Englishboss	
[4/15/23 08:49AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Englishboss	
[4/15/23 09:17AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Englishboss	
