[4/16/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Iron Lileiri	
[4/16/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Lileiri	
[4/16/23 08:07PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Lileiri	
[4/16/23 08:08PM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Iron Lileiri	
[4/16/23 08:08PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Lileiri	
[4/16/23 08:11PM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Iron Lileiri	
[4/16/23 08:11PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Iron Lileiri	
[4/16/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Iron Lileiri	
[4/16/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/16/23 08:11PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Iron Lileiri	
[4/16/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/16/23 08:17PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Iron Lileiri	
[4/16/23 08:22PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Iron Lileiri	
[4/16/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Iron Lileiri	
[4/16/23 08:26PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Iron Lileiri	
[4/16/23 08:34PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Iron Lileiri	
[4/17/23 07:21AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Iron Lileiri	
[4/17/23 07:21AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Iron Lileiri	
[4/17/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Iron Lileiri	
[4/17/23 09:15AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Iron Lileiri	
[4/17/23 09:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/21/23 08:02AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Iron Lileiri	
[4/21/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/21/23 08:10AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Iron Lileiri	
[4/21/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/21/23 08:14AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Iron Lileiri	
[4/21/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/21/23 08:15AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Iron Lileiri	
[4/21/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/21/23 08:18AM] Player picked up item: Coin, id: 995, amount: 30000, owner: Iron Lileiri	
[4/21/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Lileiri	
[4/21/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/21/23 08:21AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Iron Lileiri	
[4/21/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/21/23 08:23AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Iron Lileiri	
[4/21/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/21/23 08:24AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Iron Lileiri	
[4/21/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Lileiri	
[4/21/23 08:31AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Iron Lileiri	
[4/21/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/21/23 08:32AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Iron Lileiri	
[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/21/23 08:33AM] Player picked up item: Coin, id: 995, amount: 1179484, owner: Iron Lileiri	
[4/21/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Lileiri	
[4/21/23 08:33AM] Player picked up item: Aura (T6), id: 23049, amount: 1, owner: Iron Lileiri	
[4/21/23 08:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Lileiri	
[4/21/23 08:34AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Lileiri	
[4/21/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Lileiri	
[4/21/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/21/23 08:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Lileiri	
[4/21/23 08:41AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Lileiri	
[4/21/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Iron Lileiri	
[4/21/23 08:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Iron Lileiri	
[4/21/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Lileiri	
[4/21/23 08:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Lileiri	
[4/21/23 08:48AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Iron Lileiri	
[4/21/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Iron Lileiri	
[4/21/23 08:48AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Iron Lileiri	
[4/21/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Lileiri	
[4/21/23 08:52AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Iron Lileiri	
[4/21/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/21/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/21/23 08:54AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Iron Lileiri	
[4/21/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Lileiri	
