[4/20/23 08:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vow	
[4/20/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
[4/20/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:04AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Vow	
[4/20/23 08:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
[4/20/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
[4/20/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
[4/20/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
[4/20/23 08:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
[4/20/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
[4/20/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
[4/20/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
[4/20/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
[4/20/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
[4/20/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
[4/20/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
[4/20/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
[4/20/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
[4/20/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
[4/20/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:08AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Vow	
[4/20/23 08:08AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Vow	
[4/20/23 08:09AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Vow	
[4/20/23 08:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vow	
[4/20/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Vow	
[4/20/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:09AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Vow	
[4/20/23 08:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vow	
[4/20/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vow	
[4/20/23 08:10AM] Player picked up item: Coin, id: 995, amount: 800, owner: Vow	
[4/20/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vow	
[4/20/23 08:10AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Vow	
[4/20/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vow	
[4/20/23 08:10AM] Player picked up item: Coin, id: 995, amount: 800, owner: Vow	
[4/20/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vow	
