[4/19/23 01:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Xcrystalx	
[4/19/23 03:03PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Xcrystalx	
[4/19/23 03:03PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Xcrystalx	
[4/19/23 03:04PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Xcrystalx	
[4/19/23 03:11PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Xcrystalx	
[4/19/23 03:11PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Xcrystalx	
[4/19/23 03:15PM] Player picked up item: Coin, id: 995, amount: 1630954, owner: Xcrystalx	
[4/19/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Xcrystalx	
[4/19/23 03:16PM] Player picked up item: Coin, id: 995, amount: 4076033, owner: Xcrystalx	
[4/19/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Xcrystalx	
[4/19/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Xcrystalx	
[4/19/23 03:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Xcrystalx	
[4/19/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Xcrystalx	
[4/19/23 03:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xcrystalx	
[4/19/23 03:38PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Xcrystalx	
[4/19/23 03:39PM] Player picked up item: Coin, id: 995, amount: 32000, owner: Xcrystalx	
[4/19/23 03:43PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Xcrystalx	
[4/19/23 03:45PM] Player picked up item: Coin, id: 995, amount: 1596741, owner: Xcrystalx	
[4/19/23 03:51PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Xcrystalx	
[4/19/23 03:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 03:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 03:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 03:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 03:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 03:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 03:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 03:52PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Xcrystalx	
[4/19/23 03:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 03:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 03:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 03:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 03:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 03:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 03:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 03:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 03:54PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Xcrystalx	
[4/19/23 03:54PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Xcrystalx	
[4/19/23 03:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 03:55PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Xcrystalx	
[4/19/23 03:56PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 03:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 03:58PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Xcrystalx	
[4/19/23 03:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 03:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 03:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 03:58PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Xcrystalx	
[4/19/23 03:58PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Xcrystalx	
[4/19/23 03:59PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Xcrystalx	
[4/19/23 03:59PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Xcrystalx	
[4/19/23 04:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:01PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Xcrystalx	
[4/19/23 04:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:01PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Xcrystalx	
[4/19/23 04:02PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Xcrystalx	
[4/19/23 04:05PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 04:06PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Xcrystalx	
[4/19/23 04:06PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Xcrystalx	
[4/19/23 04:06PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Xcrystalx	
[4/19/23 04:06PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 04:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:07PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Xcrystalx	
[4/19/23 04:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:07PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 04:08PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Xcrystalx	
[4/19/23 04:08PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Xcrystalx	
[4/19/23 04:08PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Xcrystalx	
[4/19/23 04:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:09PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Xcrystalx	
[4/19/23 04:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:10PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Xcrystalx	
[4/19/23 04:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xcrystalx	
[4/19/23 04:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:10PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Xcrystalx	
[4/19/23 04:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:11PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Xcrystalx	
[4/19/23 04:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:11PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 04:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:12PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:12PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:15PM] Player picked up item: Coin, id: 995, amount: 1543140, owner: Xcrystalx	
[4/19/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Xcrystalx	
[4/19/23 04:16PM] Player picked up item: Coin, id: 995, amount: 2115120, owner: Xcrystalx	
[4/19/23 04:17PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Xcrystalx	
[4/19/23 04:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:20PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:20PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 04:21PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Xcrystalx	
[4/19/23 04:21PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 04:21PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Xcrystalx	
[4/19/23 04:22PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xcrystalx	
[4/19/23 04:22PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 04:25PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Xcrystalx	
[4/19/23 04:26PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Xcrystalx	
[4/19/23 04:26PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 04:26PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Xcrystalx	
[4/19/23 04:26PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Xcrystalx	
[4/19/23 04:26PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:27PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Xcrystalx	
[4/19/23 04:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xcrystalx	
[4/19/23 04:27PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Xcrystalx	
[4/19/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Xcrystalx	
[4/19/23 04:28PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Xcrystalx	
[4/19/23 04:29PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Xcrystalx	
[4/19/23 04:29PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 04:29PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Xcrystalx	
[4/19/23 04:29PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 04:39PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Xcrystalx	
[4/19/23 04:41PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Xcrystalx	
[4/19/23 04:41PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Xcrystalx	
[4/19/23 04:42PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 04:42PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Xcrystalx	
[4/19/23 04:42PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Xcrystalx	
[4/19/23 04:42PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Xcrystalx	
[4/19/23 04:42PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Xcrystalx	
[4/19/23 04:42PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Xcrystalx	
[4/19/23 04:42PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Xcrystalx	
[4/19/23 04:42PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Xcrystalx	
[4/19/23 04:42PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xcrystalx	
[4/19/23 08:09PM] Player picked up item: Phranium, id: 1009, amount: 1, owner: Xcrystalx	
[4/21/23 08:44AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Boms	
[4/21/23 07:14PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Mana	
[4/21/23 07:14PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Mana	
[4/22/23 01:01PM] Player picked up item: Miner gauntlets (adamant), id: 20590, amount: 1, owner: Suh	
