[4/19/23 11:48AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pr	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pr	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pr	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pr	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pr	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pr	
[4/19/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pr	
[4/19/23 12:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pr	
[4/19/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pr	
[4/19/23 12:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pr	
[4/19/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Pr	
[4/19/23 12:00PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Pr	
[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 800, owner: Pr	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pr	
[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Pr	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Pr	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Pr	
[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Pr	
[4/19/23 12:02PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Pr	
[4/19/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Pr	
[4/19/23 12:02PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Pr	
[4/19/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Pr	
[4/19/23 12:02PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Pr	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Pr	
[4/19/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Pr	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pr	
[4/19/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pr	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pr	
[4/19/23 12:03PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Pr	
[4/19/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pr	
[4/19/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pr	
[4/19/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Pr	
[4/19/23 12:15PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Pr	
[4/19/23 12:17PM] Player picked up item: Coin, id: 995, amount: 3620479, owner: Pr	
[4/19/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Pr	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pr	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pr	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Pr	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pr	
[4/19/23 12:23PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Pr	
[4/19/23 12:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pr	
[4/19/23 12:27PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Pr	
[4/19/23 12:30PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Pr	
[4/19/23 12:31PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Pr	
[4/19/23 12:33PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Pr	
[4/19/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pr	
[4/19/23 12:36PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Pr	
[4/19/23 12:45PM] Player picked up item: Coin, id: 995, amount: 1613148, owner: Pr	
[4/19/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pr	
[4/19/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pr	
[4/19/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pr	
[4/19/23 12:54PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Pr	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Pr	
[4/19/23 01:02PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Pr	
[4/19/23 01:03PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Pr	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 800, owner: Pr	
[4/19/23 01:14PM] Player picked up item: Coin, id: 995, amount: 1670480, owner: Pr	
[4/19/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pr	
[4/19/23 01:15PM] Player picked up item: Coin, id: 995, amount: 2237107, owner: Pr	
[4/19/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Pr	
[4/19/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pr	
[4/19/23 01:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Pr	
[4/19/23 01:20PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pr	
[4/19/23 01:20PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pr	
[4/19/23 01:21PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pr	
[4/19/23 01:21PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pr	
[4/19/23 01:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pr	
[4/19/23 01:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pr	
[4/19/23 01:45PM] Player picked up item: Coin, id: 995, amount: 1945497, owner: Pr	
[4/19/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pr	
[4/19/23 01:56PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Pr	
[4/19/23 01:56PM] Player picked up item: Coin, id: 995, amount: 52000, owner: Pr	
[4/19/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pr	
[4/19/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pr	
[4/19/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Pr	
[4/19/23 01:57PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Pr	
[4/19/23 01:57PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Pr	
[4/19/23 01:57PM] Player picked up item: Coin, id: 995, amount: 26000, owner: Pr	
[4/19/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pr	
[4/19/23 02:16PM] Player picked up item: Coin, id: 995, amount: 4187941, owner: Pr	
[4/19/23 02:16PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pr	
[4/19/23 02:23PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Pr	
[4/19/23 02:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pr	
[4/19/23 02:29PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pr	
[4/19/23 02:31PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Pr	
[4/19/23 02:32PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Pr	
[4/19/23 02:33PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Pr	
[4/25/23 06:29PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Pr	
[4/25/23 06:32PM] Player picked up item: Coin, id: 995, amount: 3128444, owner: Pr	
[4/25/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pr	
[4/25/23 06:33PM] Player picked up item: Coin, id: 995, amount: 4339068, owner: Pr	
[4/25/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pr	
[4/25/23 06:35PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Pr	
[4/25/23 06:35PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Pr	
[4/25/23 06:36PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Pr	
[4/25/23 06:37PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Pr	
[4/25/23 06:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pr	
[4/25/23 06:37PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Pr	
[4/25/23 06:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pr	
[4/25/23 06:37PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Pr	
[4/25/23 06:37PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Pr	
[4/25/23 06:39PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Pr	
[4/25/23 06:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pr	
[4/25/23 06:40PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Pr	
[4/25/23 06:42PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Pr	
[4/25/23 06:43PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Pr	
[4/25/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pr	
[4/25/23 06:45PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Pr	
[4/25/23 06:45PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Pr	
