[4/19/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Mex	
[4/19/23 12:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:40PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Mex	
[4/19/23 12:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:41PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:41PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:41PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:41PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:41PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:41PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mex	
[4/19/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mex	
[4/19/23 12:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:42PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mex	
[4/19/23 12:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:43PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:43PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:43PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:43PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mex	
[4/19/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Mex	
[4/19/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Mex	
[4/19/23 12:47PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Mex	
[4/19/23 12:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:47PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Mex	
[4/19/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Mex	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Mex	
[4/19/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mex	
[4/19/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mex	
[4/19/23 12:50PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Mex	
[4/19/23 12:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:50PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Mex	
[4/19/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Mex	
[4/19/23 12:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:54PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mex	
[4/19/23 12:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:54PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mex	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mex	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:56PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mex	
[4/19/23 12:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:00PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:01PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:01PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:01PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 01:01PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:01PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:01PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:01PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:01PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:01PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Mex	
[4/19/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Mex	
[4/19/23 01:02PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Mex	
[4/19/23 01:02PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:02PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:02PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:02PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 01:02PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:02PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Mex	
[4/19/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Mex	
[4/19/23 01:02PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Mex	
[4/19/23 01:02PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:02PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Mex	
[4/19/23 01:03PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Mex	
[4/19/23 01:03PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:03PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mex	
[4/19/23 01:03PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Mex	
[4/19/23 01:03PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Mex	
[4/19/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 01:03PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mex	
[4/19/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 01:03PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:03PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 01:03PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mex	
[4/19/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 01:04PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Mex	
[4/19/23 01:04PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mex	
[4/19/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 01:04PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mex	
[4/19/23 01:04PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mex	
[4/19/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mex	
[4/19/23 01:04PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Mex	
[4/19/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mex	
[4/19/23 01:04PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mex	
[4/19/23 01:04PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mex	
[4/19/23 01:04PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mex	
[4/19/23 01:04PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mex	
[4/19/23 01:04PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mex	
[4/19/23 01:04PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mex	
[4/19/23 01:04PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mex	
[4/19/23 01:04PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mex	
[4/19/23 01:05PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Mex	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mex	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mex	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mex	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mex	
[4/19/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mex	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mex	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Mex	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mex	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mex	
[4/19/23 01:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:07PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Mex	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mex	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Mex	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 01:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
