[4/16/23 08:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mosh	
[4/16/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mosh	
[4/16/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mosh	
[4/16/23 08:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mosh	
[4/16/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mosh	
[4/16/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mosh	
[4/16/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mosh	
[4/16/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mosh	
[4/16/23 08:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mosh	
[4/16/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mosh	
[4/16/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mosh	
[4/16/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mosh	
[4/16/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mosh	
[4/16/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mosh	
[4/16/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mosh	
[4/16/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mosh	
[4/16/23 08:45AM] Player picked up item: Coin, id: 995, amount: 600, owner: Mosh	
[4/16/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mosh	
[4/16/23 08:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mosh	
[4/16/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:49AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Mosh	
[4/16/23 08:50AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Mosh	
[4/16/23 08:50AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Mosh	
[4/16/23 08:56AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Mosh	
[4/16/23 08:57AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Mosh	
[4/16/23 09:01AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Mosh	
[4/16/23 09:02AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mosh	
[4/16/23 09:11AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Mosh	
[4/16/23 09:11AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Mosh	
[4/16/23 09:24AM] Player picked up item: Coin, id: 995, amount: 1181957, owner: Mosh	
[4/16/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mosh	
[4/16/23 09:26AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Mosh	
[4/16/23 09:27AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Mosh	
[4/16/23 09:27AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Mosh	
[4/16/23 09:27AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Mosh	
[4/16/23 09:28AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mosh	
[4/16/23 09:29AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mosh	
[4/16/23 09:31AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Mosh	
[4/16/23 09:32AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Mosh	
[4/16/23 09:32AM] Player picked up item: Coin, id: 995, amount: 800, owner: Mosh	
[4/16/23 09:32AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mosh	
[4/16/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mosh	
[4/16/23 09:33AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Mosh	
[4/16/23 09:37AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Mosh	
[4/16/23 09:40AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Mosh	
[4/16/23 09:40AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mosh	
[4/16/23 09:41AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Mosh	
[4/16/23 09:41AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Mosh	
[4/16/23 09:43AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Mosh	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 3824322, owner: Mosh	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Mosh	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Mosh	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Mosh	
[4/16/23 09:47AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Mosh	
[4/16/23 09:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Mosh	
[4/16/23 09:48AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Mosh	
[4/16/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mosh	
[4/16/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Mosh	
[4/16/23 09:50AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Mosh	
[4/16/23 09:54AM] Player picked up item: Coin, id: 995, amount: 2137182, owner: Mosh	
[4/16/23 09:55AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Mosh	
[4/16/23 10:03AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Mosh	
[4/16/23 10:04AM] Player picked up item: Coin, id: 995, amount: 800, owner: Mosh	
[4/16/23 10:04AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Mosh	
[4/16/23 10:04AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Mosh	
[4/16/23 10:04AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Mosh	
[4/16/23 10:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mosh	
[4/16/23 10:13AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Mosh	
[4/16/23 10:13AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Mosh	
