[4/23/23 12:51PM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Wizzy	
[4/23/23 01:04PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Iron Wizzy	
[4/23/23 01:04PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Iron Wizzy	
[4/23/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Wizzy	
[4/23/23 01:05PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Iron Wizzy	
[4/23/23 01:05PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Iron Wizzy	
[4/23/23 01:06PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Iron Wizzy	
[4/23/23 01:06PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Iron Wizzy	
[4/23/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 01:07PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Iron Wizzy	
[4/23/23 01:07PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Iron Wizzy	
[4/23/23 01:07PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Iron Wizzy	
[4/23/23 01:07PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Iron Wizzy	
[4/23/23 01:08PM] Player picked up item: Coin, id: 995, amount: 800, owner: Iron Wizzy	
[4/23/23 01:08PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Iron Wizzy	
[4/23/23 01:09PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Iron Wizzy	
[4/23/23 01:09PM] Player picked up item: Coin, id: 995, amount: 800, owner: Iron Wizzy	
[4/23/23 01:09PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Iron Wizzy	
[4/23/23 01:09PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Iron Wizzy	
[4/23/23 01:09PM] Player picked up item: Coin, id: 995, amount: 800, owner: Iron Wizzy	
[4/23/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Iron Wizzy	
[4/23/23 01:10PM] Player picked up item: Coin, id: 995, amount: 900, owner: Iron Wizzy	
[4/23/23 01:10PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Iron Wizzy	
[4/23/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 01:11PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Iron Wizzy	
[4/23/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 01:11PM] Player picked up item: Coin, id: 995, amount: 900, owner: Iron Wizzy	
[4/23/23 01:12PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Iron Wizzy	
[4/23/23 01:13PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Iron Wizzy	
[4/23/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Wizzy	
[4/23/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 01:15PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Iron Wizzy	
[4/23/23 01:15PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Iron Wizzy	
[4/23/23 01:15PM] Player picked up item: Coin, id: 995, amount: 900, owner: Iron Wizzy	
[4/23/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 01:15PM] Player picked up item: Coin, id: 995, amount: 2700, owner: Iron Wizzy	
[4/23/23 01:19PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Iron Wizzy	
[4/23/23 01:23PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Wizzy	
[4/23/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Wizzy	
[4/23/23 01:27PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Iron Wizzy	
[4/23/23 01:27PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Iron Wizzy	
[4/23/23 01:27PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Iron Wizzy	
[4/23/23 01:27PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Iron Wizzy	
[4/23/23 01:28PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Iron Wizzy	
[4/23/23 01:28PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Iron Wizzy	
[4/23/23 01:28PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Iron Wizzy	
[4/23/23 01:29PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Iron Wizzy	
[4/23/23 01:29PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Iron Wizzy	
[4/23/23 01:32PM] Player picked up item: Coin, id: 995, amount: 2085144, owner: Iron Wizzy	
[4/23/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Wizzy	
[4/23/23 01:33PM] Player picked up item: Coin, id: 995, amount: 3963190, owner: Iron Wizzy	
[4/23/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Wizzy	
[4/23/23 01:34PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Iron Wizzy	
[4/23/23 01:36PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Wizzy	
[4/23/23 01:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 01:37PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Iron Wizzy	
[4/23/23 01:38PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Wizzy	
[4/23/23 01:38PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Wizzy	
[4/23/23 01:38PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Wizzy	
[4/23/23 01:39PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Wizzy	
[4/23/23 01:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 01:43PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Iron Wizzy	
[4/23/23 01:44PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Iron Wizzy	
[4/23/23 01:45PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Iron Wizzy	
[4/23/23 01:45PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Iron Wizzy	
[4/23/23 01:45PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Wizzy	
[4/23/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Wizzy	
[4/23/23 01:45PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Wizzy	
[4/23/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 01:47PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Iron Wizzy	
[4/23/23 01:48PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Iron Wizzy	
[4/23/23 01:50PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Wizzy	
[4/23/23 01:50PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Iron Wizzy	
[4/23/23 01:51PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Iron Wizzy	
[4/23/23 01:51PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Wizzy	
[4/23/23 02:02PM] Player picked up item: Coin, id: 995, amount: 2688652, owner: Iron Wizzy	
[4/23/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Iron Wizzy	
[4/23/23 02:16PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Wizzy	
[4/23/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
