[4/15/23 02:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ao	
[4/15/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ao	
[4/15/23 02:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ao	
[4/15/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ao	
[4/15/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ao	
[4/15/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:32AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Ao	
[4/15/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 02:32AM] Player picked up item: Coin, id: 995, amount: 900, owner: Ao	
[4/15/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ao	
[4/15/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:32AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ao	
[4/15/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ao	
[4/15/23 02:32AM] Player picked up item: Coin, id: 995, amount: 900, owner: Ao	
[4/15/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ao	
[4/15/23 02:32AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ao	
[4/15/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ao	
[4/15/23 02:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ao	
[4/15/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ao	
[4/15/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:33AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ao	
[4/15/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ao	
[4/15/23 02:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ao	
[4/15/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:33AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ao	
[4/15/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ao	
[4/15/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ao	
[4/15/23 02:35AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ao	
[4/15/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:36AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ao	
[4/15/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ao	
[4/15/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ao	
[4/15/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Ao	
[4/15/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Ao	
[4/15/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Ao	
[4/15/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ao	
[4/15/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ao	
[4/15/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ao	
[4/15/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ao	
[4/15/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ao	
[4/15/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 02:51AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ao	
[4/15/23 02:51AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ao	
[4/15/23 02:51AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 02:51AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 02:52AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ao	
[4/15/23 02:52AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 02:52AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Ao	
[4/15/23 02:52AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ao	
[4/15/23 02:52AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ao	
[4/15/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Ao	
[4/15/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Ao	
[4/15/23 03:01AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Ao	
[4/15/23 03:01AM] Player picked up item: Coin, id: 995, amount: 4200, owner: Ao	
[4/15/23 03:02AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ao	
[4/15/23 03:02AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 03:02AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ao	
[4/15/23 03:02AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 03:03AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Ao	
[4/15/23 03:03AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ao	
[4/15/23 03:03AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ao	
[4/15/23 03:03AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ao	
[4/15/23 03:03AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ao	
[4/15/23 03:04AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ao	
[4/15/23 03:04AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ao	
[4/15/23 03:04AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ao	
[4/15/23 03:04AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ao	
[4/15/23 03:05AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Ao	
[4/15/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Ao	
[4/15/23 03:05AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Ao	
[4/15/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Ao	
[4/15/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:06AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ao	
[4/15/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:06AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ao	
[4/15/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:07AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ao	
[4/15/23 03:08AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ao	
[4/15/23 03:08AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Ao	
[4/15/23 03:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ao	
[4/15/23 03:09AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Ao	
[4/15/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Ao	
[4/15/23 03:09AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Ao	
[4/15/23 03:11AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Ao	
[4/15/23 03:11AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Ao	
[4/15/23 03:11AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Ao	
[4/15/23 03:11AM] Player picked up item: Coin, id: 995, amount: 4900, owner: Ao	
[4/15/23 03:12AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Ao	
[4/15/23 03:12AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ao	
[4/15/23 03:12AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Ao	
[4/15/23 03:12AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Ao	
[4/15/23 03:12AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Ao	
[4/15/23 03:12AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Ao	
[4/15/23 03:12AM] Player picked up item: Coin, id: 995, amount: 700, owner: Ao	
[4/15/23 03:13AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ao	
[4/15/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:13AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Ao	
[4/15/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ao	
[4/15/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ao	
[4/15/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ao	
[4/15/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Ao	
[4/15/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Ao	
[4/15/23 03:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:17AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Ao	
[4/15/23 03:17AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Ao	
[4/15/23 03:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:19AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Ao	
[4/15/23 03:19AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ao	
[4/15/23 03:19AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ao	
[4/15/23 03:19AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ao	
[4/15/23 03:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:19AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ao	
[4/15/23 03:19AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ao	
[4/15/23 03:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:21AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ao	
[4/15/23 03:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:21AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Ao	
[4/15/23 03:21AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 03:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:23AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ao	
[4/15/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:24AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ao	
[4/15/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ao	
[4/15/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ao	
[4/15/23 03:25AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Ao	
[4/15/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ao	
[4/15/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ao	
[4/15/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:27AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Ao	
[4/15/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:27AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ao	
[4/15/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:29AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Ao	
[4/15/23 03:29AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Ao	
[4/15/23 03:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ao	
[4/15/23 03:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:40AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 03:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ao	
[4/15/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ao	
[4/15/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ao	
[4/15/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ao	
[4/15/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ao	
[4/15/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Ao	
[4/15/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ao	
[4/15/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 03:52AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Ao	
[4/15/23 03:52AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ao	
[4/15/23 03:52AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Ao	
[4/15/23 03:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 04:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 04:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 04:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 04:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 04:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 04:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 04:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 04:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 04:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 04:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 04:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 04:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ao	
[4/15/23 04:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 04:21AM] Player picked up item: Super restore (4), id: 3025, amount: 100, owner: Ronnie V2	
[4/15/23 04:59AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Ao	
[4/15/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Ao	
[4/15/23 05:01AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Ao	
[4/15/23 05:01AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Ao	
[4/15/23 06:22AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Ao	
[4/15/23 06:22AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ao	
[4/15/23 06:23AM] Player picked up item: Abyssal whip, id: 4151, amount: 1, owner: Ao	
[4/15/23 06:24AM] Player picked up item: Abyssal whip, id: 4151, amount: 1, owner: Ao	
[4/15/23 06:24AM] Player picked up item: Abyssal whip, id: 4151, amount: 1, owner: Ao	
[4/15/23 06:24AM] Player picked up item: Abyssal whip, id: 4151, amount: 1, owner: Ao	
[4/15/23 06:24AM] Player picked up item: Abyssal whip, id: 4151, amount: 1, owner: Ao	
[4/15/23 06:24AM] Player picked up item: Abyssal whip, id: 4151, amount: 1, owner: Ao	
[4/15/23 06:24AM] Player picked up item: Abyssal whip, id: 4151, amount: 1, owner: Ao	
