[4/15/23 06:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Professor	
[4/15/23 07:02PM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: Professor	
[4/15/23 07:02PM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Professor	
[4/15/23 07:02PM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Professor	
[4/15/23 07:03PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Professor	
[4/15/23 07:18PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Professor	
[4/15/23 07:18PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Professor	
[4/15/23 07:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Professor	
[4/15/23 07:27PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Professor	
[4/15/23 07:30PM] Player picked up item: Coin, id: 995, amount: 1412919, owner: Professor	
[4/15/23 07:37PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Professor	
[4/16/23 09:17AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Professor	
[4/16/23 09:18AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Professor	
[4/16/23 09:23AM] Player picked up item: Coin, id: 995, amount: 1783802, owner: Professor	
[4/16/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Professor	
[4/16/23 09:24AM] Player picked up item: Coin, id: 995, amount: 3454129, owner: Professor	
[4/16/23 09:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Professor	
[4/16/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Professor	
[4/16/23 09:28AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Professor	
[4/16/23 09:38AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Professor	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Professor	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Professor	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Professor	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Professor	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Professor	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Professor	
[4/16/23 09:42AM] Player picked up item: Coin, id: 995, amount: 1920147, owner: Professor	
[4/16/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Professor	
[4/16/23 09:42AM] Player picked up item: Coin, id: 995, amount: 1503733, owner: Professor	
[4/16/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Professor	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 1004075, owner: Professor	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Professor	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Professor	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 2351692, owner: Professor	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 4097179, owner: Professor	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Professor	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 3716995, owner: Professor	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Professor	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Professor	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 3228963, owner: Professor	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 2793292, owner: Professor	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Professor	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Professor	
[4/16/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Professor	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Professor	
[4/16/23 09:47AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Professor	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Professor	
[4/16/23 09:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Professor	
[4/16/23 09:48AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Professor	
[4/16/23 09:49AM] Player picked up item: Coin, id: 995, amount: 3999522, owner: Professor	
[4/16/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Professor	
[4/16/23 09:50AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Professor	
[4/16/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Professor	
[4/16/23 09:51AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Professor	
[4/16/23 09:51AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Professor	
[4/16/23 10:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Professor	
[4/16/23 10:46AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Professor	
[4/16/23 10:49AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Professor	
[4/16/23 10:54AM] Player picked up item: Coin, id: 995, amount: 1233111, owner: Professor	
[4/16/23 10:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Professor	
[4/16/23 02:46PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Professor	
[4/16/23 02:54PM] Player picked up item: Coin, id: 995, amount: 2016238, owner: Professor	
[4/16/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Professor	
[4/16/23 03:04PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Professor	
[4/16/23 03:08PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Professor	
[4/16/23 03:08PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Professor	
[4/16/23 03:15PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Professor	
[4/16/23 03:20PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Professor	
[4/16/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Professor	
[4/16/23 03:24PM] Player picked up item: Coin, id: 995, amount: 4425866, owner: Professor	
[4/16/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Professor	
[4/16/23 03:24PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Professor	
[4/16/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Professor	
[4/16/23 03:32PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Professor	
[4/16/23 03:33PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Professor	
[4/16/23 03:54PM] Player picked up item: Coin, id: 995, amount: 1837810, owner: Professor	
[4/16/23 04:06PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Professor	
[4/16/23 04:08PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Professor	
[4/16/23 04:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Professor	
[4/17/23 12:47AM] Player picked up item: Coin, id: 995, amount: 3334837, owner: Professor	
[4/17/23 12:47AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Professor	
[4/17/23 12:55AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Professor	
[4/17/23 12:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Professor	
[4/17/23 01:00AM] Player picked up item: Coin, id: 995, amount: 1961684, owner: Professor	
[4/17/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Professor	
[4/17/23 01:03AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Professor	
[4/17/23 01:03AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Professor	
[4/17/23 01:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Professor	
[4/17/23 01:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Professor	
[4/17/23 01:17AM] Player picked up item: Coin, id: 995, amount: 2439604, owner: Professor	
[4/17/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Professor	
[4/17/23 02:10AM] Player picked up item: Coin, id: 995, amount: 2212639, owner: Professor	
[4/17/23 02:10AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Professor	
[4/17/23 02:18AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Professor	
[4/17/23 02:22AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Professor	
[4/17/23 02:22AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Professor	
[4/17/23 02:23AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Professor	
[4/17/23 02:23AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Professor	
[4/18/23 06:00AM] Player picked up item: Coin, id: 995, amount: 33000, owner: Professor	
[4/23/23 04:31PM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Professor	
[4/24/23 01:09AM] Player picked up item: Demon Bow, id: 22134, amount: 1, owner: Professor	
[4/24/23 01:53PM] Player picked up item: Saint Body, id: 21029, amount: 1, owner: Professor	
