[4/20/23 10:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Degree	
[4/20/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 11:25AM] Player picked up item: Coin, id: 995, amount: 800, owner: Degree	
[4/20/23 11:31AM] Player picked up item: Coin, id: 995, amount: 900, owner: Degree	
[4/20/23 11:31AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Degree	
[4/20/23 11:31AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Degree	
[4/20/23 11:31AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Degree	
[4/20/23 11:34AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Degree	
[4/20/23 11:34AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Degree	
[4/20/23 11:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 11:36AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Degree	
[4/20/23 11:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 11:51AM] Player picked up item: Coin, id: 995, amount: 2480838, owner: Degree	
[4/20/23 11:51AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Degree	
[4/20/23 11:56AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Degree	
[4/20/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 11:56AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Degree	
[4/20/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Degree	
[4/20/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Degree	
[4/20/23 11:56AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Degree	
[4/20/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Degree	
[4/20/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Degree	
[4/20/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Degree	
[4/20/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Degree	
[4/20/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Degree	
[4/20/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Degree	
[4/20/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Degree	
[4/20/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Degree	
[4/20/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Degree	
[4/20/23 12:00PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Degree	
[4/20/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Degree	
[4/20/23 12:00PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Degree	
[4/20/23 12:01PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Degree	
[4/20/23 12:01PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Degree	
[4/20/23 12:01PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Degree	
[4/20/23 12:01PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Degree	
[4/20/23 12:01PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Degree	
[4/20/23 12:02PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Degree	
[4/20/23 12:03PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Degree	
[4/20/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Degree	
[4/20/23 12:03PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Degree	
[4/20/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Degree	
[4/20/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Degree	
[4/20/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Degree	
[4/20/23 12:06PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Degree	
[4/20/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 14, owner: Degree	
[4/20/23 12:15PM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: Degree	
[4/20/23 12:18PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Degree	
[4/20/23 12:21PM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Degree	
[4/20/23 12:21PM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Degree	
[4/20/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 12:26PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Degree	
[4/20/23 12:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 12:28PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Degree	
[4/20/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 12:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 12:52PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Degree	
[4/20/23 12:53PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Degree	
[4/20/23 12:53PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Degree	
[4/20/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Degree	
[4/20/23 12:56PM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Degree	
[4/20/23 12:56PM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Degree	
[4/20/23 01:00PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Degree	
[4/20/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 01:16PM] Player picked up item: Nightmare boots, id: 23032, amount: 1, owner: Degree	
[4/20/23 01:16PM] Player picked up item: Nightmare boots, id: 23032, amount: 1, owner: Degree	
[4/20/23 01:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Degree	
[4/20/23 01:34PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Degree	
[4/21/23 03:07PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Degree	
[4/21/23 03:07PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Degree	
[4/22/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/22/23 03:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Degree	
