[4/17/23 01:11AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Redx12	
[4/17/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:51AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:56AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:56AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:56AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:58AM] Player picked up item: Fury shark, id: 17817, amount: 1, owner: Redx12	
[4/17/23 01:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:58AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Redx12	
[4/17/23 01:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:59AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Redx12	
[4/17/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Redx12	
[4/17/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:02AM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Redx12	
[4/17/23 02:02AM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Redx12	
[4/17/23 02:02AM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Redx12	
[4/17/23 02:02AM] Player picked up item: Imperial Box, id: 14487, amount: 2, owner: Redx12	
[4/17/23 02:02AM] Player picked up item: Double Damage Scroll 30 Minutes, id: 15359, amount: 1, owner: Redx12	
[4/17/23 02:02AM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: Redx12	
[4/17/23 02:02AM] Player picked up item: PvM Casket, id: 2736, amount: 5, owner: Redx12	
[4/17/23 02:02AM] Player picked up item: Antique lamp, id: 11137, amount: 3, owner: Redx12	
[4/17/23 02:02AM] Player picked up item: Fury shark, id: 17817, amount: 1, owner: Redx12	
[4/17/23 02:02AM] Player picked up item: Fury shark, id: 17817, amount: 1, owner: Redx12	
[4/17/23 02:10AM] Player picked up item: Coin, id: 995, amount: 2060332, owner: Redx12	
[4/17/23 02:10AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Redx12	
[4/17/23 02:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:14AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:14AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:14AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:14AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:14AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:15AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:15AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:15AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:15AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Redx12	
[4/17/23 02:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:16AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:16AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:16AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:16AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:16AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:17AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:18AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:18AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:20AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:20AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:22AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:22AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:22AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:28AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:28AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:28AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:29AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:29AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:30AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:30AM] Player picked up item: Coin, id: 995, amount: 500, owner: Redx12	
[4/17/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:37AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:37AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:37AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:38AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:38AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
