[4/20/23 12:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fadedneon	
[4/20/23 01:02AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Fadedneon	
[4/20/23 01:03AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:03AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Fadedneon	
[4/20/23 01:03AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 01:03AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:03AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fadedneon	
[4/20/23 01:03AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Fadedneon	
[4/20/23 01:03AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Fadedneon	
[4/20/23 01:03AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:03AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fadedneon	
[4/20/23 01:03AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Fadedneon	
[4/20/23 01:03AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fadedneon	
[4/20/23 01:03AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Fadedneon	
[4/20/23 01:03AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Fadedneon	
[4/20/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fadedneon	
[4/20/23 01:04AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:04AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 01:04AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Fadedneon	
[4/20/23 01:04AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:04AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Fadedneon	
[4/20/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:04AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:04AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:04AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:06AM] Player picked up item: Coin, id: 995, amount: 600, owner: Fadedneon	
[4/20/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:12AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Fadedneon	
[4/20/23 01:12AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Fadedneon	
[4/20/23 01:12AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Fadedneon	
[4/20/23 01:12AM] Player picked up item: Coin, id: 995, amount: 700, owner: Fadedneon	
[4/20/23 01:12AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Fadedneon	
[4/20/23 01:12AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Fadedneon	
[4/20/23 01:12AM] Player picked up item: Coin, id: 995, amount: 700, owner: Fadedneon	
[4/20/23 01:12AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Fadedneon	
[4/20/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 01:14AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Fadedneon	
[4/20/23 01:15AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Fadedneon	
[4/20/23 01:16AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Fadedneon	
[4/20/23 01:18AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Fadedneon	
[4/20/23 01:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:19AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fadedneon	
