[4/15/23 03:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Don Chapo	
[4/15/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Don Chapo	
[4/15/23 03:50AM] Player picked up item: Coin, id: 995, amount: 400, owner: Don Chapo	
[4/15/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Don Chapo	
[4/15/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Don Chapo	
[4/15/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Don Chapo	
[4/15/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Don Chapo	
[4/15/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Don Chapo	
[4/15/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Don Chapo	
[4/15/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Don Chapo	
[4/15/23 03:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Don Chapo	
[4/15/23 03:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: Don Chapo	
[4/15/23 03:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Don Chapo	
[4/15/23 03:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Don Chapo	
[4/15/23 03:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Don Chapo	
[4/15/23 03:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Don Chapo	
[4/15/23 03:53AM] Player picked up item: @bla@Progressive reward box, id: 10025, amount: 1, owner: Don Chapo	
[4/15/23 03:53AM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Don Chapo	
[4/15/23 03:53AM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Don Chapo	
[4/15/23 03:53AM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Don Chapo	
[4/15/23 03:54AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Don Chapo	
[4/15/23 03:59AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Don Chapo	
[4/15/23 03:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Don Chapo	
[4/15/23 03:59AM] Player picked up item: Coin, id: 995, amount: 800, owner: Don Chapo	
[4/15/23 03:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Don Chapo	
[4/15/23 03:59AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Don Chapo	
[4/15/23 04:02AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Don Chapo	
[4/15/23 04:17AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Don Chapo	
[4/15/23 04:17AM] Player picked up item: Coin, id: 995, amount: 800, owner: Don Chapo	
[4/15/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Don Chapo	
[4/15/23 04:24AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Don Chapo	
[4/15/23 04:24AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Don Chapo	
[4/15/23 04:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Don Chapo	
[4/15/23 07:57AM] Player picked up item: Coin, id: 995, amount: 900, owner: Don Chapo	
[4/15/23 07:59AM] Player picked up item: Coin, id: 995, amount: 2312542, owner: Don Chapo	
[4/15/23 07:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Don Chapo	
[4/15/23 08:01AM] Player picked up item: Coin, id: 995, amount: 3290565, owner: Don Chapo	
[4/15/23 08:01AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Don Chapo	
[4/15/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Don Chapo	
[4/15/23 08:03AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Don Chapo	
[4/15/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Don Chapo	
[4/15/23 08:03AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Don Chapo	
[4/15/23 08:15AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Don Chapo	
[4/15/23 08:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Don Chapo	
[4/15/23 08:27AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Don Chapo	
[4/15/23 08:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Don Chapo	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 1616903, owner: Don Chapo	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Don Chapo	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 4427189, owner: Don Chapo	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Don Chapo	
[4/15/23 08:32AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Don Chapo	
[4/15/23 08:32AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Don Chapo	
[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Don Chapo	
[4/15/23 08:44AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Don Chapo	
[4/15/23 08:46AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Don Chapo	
[4/15/23 08:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Don Chapo	
[4/15/23 08:53AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Don Chapo	
[4/15/23 08:54AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Don Chapo	
[4/15/23 08:54AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Don Chapo	
[4/15/23 08:56AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Don Chapo	
[4/15/23 08:58AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Don Chapo	
[4/15/23 09:00AM] Player picked up item: Coin, id: 995, amount: 1155744, owner: Don Chapo	
[4/15/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Don Chapo	
[4/15/23 09:01AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Don Chapo	
[4/15/23 09:01AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Don Chapo	
[4/15/23 09:08AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Don Chapo	
[4/15/23 09:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Don Chapo	
[4/15/23 09:10AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Don Chapo	
[4/15/23 09:11AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Don Chapo	
[4/15/23 09:13AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Don Chapo	
[4/15/23 09:13AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Don Chapo	
[4/15/23 09:19AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Don Chapo	
[4/15/23 09:19AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Don Chapo	
[4/15/23 09:19AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Don Chapo	
[4/15/23 09:21AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Don Chapo	
[4/15/23 09:21AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Don Chapo	
[4/15/23 09:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Don Chapo	
[4/15/23 09:22AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Don Chapo	
[4/15/23 09:23AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Don Chapo	
[4/15/23 09:23AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Don Chapo	
[4/15/23 09:23AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Don Chapo	
[4/15/23 09:23AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Don Chapo	
[4/15/23 09:23AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Don Chapo	
[4/15/23 09:24AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Don Chapo	
