[4/22/23 03:02PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Monitor Tan	
[4/23/23 03:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Monitor Tan	
[4/23/23 03:16PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Monitor Tan	
[4/23/23 03:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Monitor Tan	
[4/23/23 03:18PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Monitor Tan	
[4/23/23 03:19PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Monitor Tan	
[4/23/23 03:20PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Monitor Tan	
[4/23/23 03:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Monitor Tan	
[4/23/23 03:21PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Monitor Tan	
[4/23/23 03:22PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Monitor Tan	
[4/23/23 03:22PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Monitor Tan	
[4/23/23 03:22PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Monitor Tan	
[4/23/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Monitor Tan	
[4/23/23 03:24PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Monitor Tan	
[4/23/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Monitor Tan	
