[4/20/23 04:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 09:01AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Kalb	
[4/20/23 09:01AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Kalb	
[4/20/23 09:02AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Kalb	
[4/20/23 09:02AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kalb	
[4/20/23 09:05AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Kalb	
[4/20/23 09:06AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 09:07AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 09:08AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 09:10AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 09:11AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 09:13AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 09:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 09:14AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 09:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 09:14AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 09:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 09:15AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 09:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 09:15AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 09:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 09:16AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 09:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 09:16AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 09:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 09:17AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 09:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 09:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 09:20AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 09:21AM] Player picked up item: Coin, id: 995, amount: 3983766, owner: Kalb	
[4/20/23 09:21AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kalb	
[4/20/23 09:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Kalb	
[4/20/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Kalb	
[4/20/23 09:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Kalb	
[4/20/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Kalb	
[4/20/23 09:25AM] Player picked up item: Vial, id: 229, amount: 1, owner: Fissker	
[4/20/23 09:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Kalb	
[4/20/23 09:25AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Kalb	
[4/20/23 09:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Kalb	
[4/20/23 09:27AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Kalb	
[4/20/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 12:09PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 12:09PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 12:09PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 12:09PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 12:09PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 12:09PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Kalb	
[4/20/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 12:09PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/20/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 12:10PM] Player picked up item: Coin, id: 995, amount: 60000, owner: Kalb	
[4/20/23 12:13PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Kalb	
[4/20/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 03:32PM] Player picked up item: Coin, id: 995, amount: 52000, owner: Kalb	
[4/20/23 03:36PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Kalb	
[4/20/23 03:48PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Kalb	
[4/20/23 03:51PM] Player picked up item: Coin, id: 995, amount: 1110299, owner: Kalb	
[4/20/23 03:51PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kalb	
[4/20/23 03:56PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kalb	
[4/20/23 03:58PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Kalb	
[4/20/23 04:00PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Kalb	
[4/20/23 04:00PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Kalb	
[4/20/23 04:01PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Kalb	
[4/20/23 04:17PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Kalb	
[4/20/23 04:20PM] Player picked up item: Coin, id: 995, amount: 1914176, owner: Kalb	
[4/20/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kalb	
[4/20/23 04:22PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Kalb	
[4/20/23 04:22PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Kalb	
[4/20/23 04:23PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Kalb	
[4/20/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 04:24PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Kalb	
[4/20/23 04:24PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Kalb	
[4/20/23 04:25PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Kalb	
[4/20/23 04:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kalb	
[4/20/23 04:28PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Kalb	
[4/20/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kalb	
[4/20/23 04:28PM] Player picked up item: Coin, id: 995, amount: 21000, owner: Kalb	
[4/20/23 04:28PM] Player picked up item: Coin, id: 995, amount: 21000, owner: Kalb	
[4/20/23 04:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 04:29PM] Player picked up item: Coin, id: 995, amount: 21000, owner: Kalb	
[4/20/23 04:30PM] Player picked up item: Coin, id: 995, amount: 63000, owner: Kalb	
[4/20/23 04:32PM] Player picked up item: Coin, id: 995, amount: 21000, owner: Kalb	
[4/20/23 04:32PM] Player picked up item: Coin, id: 995, amount: 84000, owner: Kalb	
[4/20/23 04:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Kalb	
[4/20/23 04:45PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Kalb	
[4/20/23 04:50PM] Player picked up item: Coin, id: 995, amount: 2496469, owner: Kalb	
[4/20/23 04:50PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kalb	
[4/20/23 04:56PM] Player picked up item: Coin, id: 995, amount: 31000, owner: Kalb	
[4/20/23 05:02PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kalb	
[4/20/23 05:02PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Kalb	
[4/20/23 05:02PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Kalb	
[4/20/23 05:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Kalb	
[4/20/23 05:07PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kalb	
[4/20/23 05:07PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kalb	
[4/20/23 05:07PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kalb	
[4/20/23 05:08PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kalb	
[4/20/23 05:08PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kalb	
[4/20/23 05:08PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kalb	
[4/20/23 05:09PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Kalb	
[4/20/23 05:09PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Kalb	
[4/20/23 05:09PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kalb	
[4/20/23 05:10PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kalb	
[4/20/23 05:10PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kalb	
[4/20/23 05:10PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Kalb	
[4/20/23 05:10PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Kalb	
[4/20/23 05:11PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kalb	
[4/20/23 05:11PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kalb	
[4/20/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kalb	
[4/20/23 05:12PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Kalb	
[4/20/23 05:20PM] Player picked up item: Coin, id: 995, amount: 1699038, owner: Kalb	
[4/20/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kalb	
[4/20/23 05:21PM] Player picked up item: Coin, id: 995, amount: 4237654, owner: Kalb	
[4/20/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kalb	
[4/20/23 05:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Kalb	
[4/20/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Kalb	
[4/21/23 03:07AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kalb	
[4/21/23 03:10AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kalb	
[4/21/23 03:11AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Kalb	
[4/21/23 03:12AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kalb	
[4/21/23 03:15AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kalb	
[4/21/23 03:22AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Kalb	
[4/21/23 03:22AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Kalb	
[4/21/23 03:22AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Kalb	
[4/21/23 03:24AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Kalb	
[4/21/23 03:24AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Kalb	
[4/21/23 03:42AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kalb	
[4/21/23 03:46AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Kalb	
[4/21/23 03:46AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kalb	
[4/21/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/21/23 03:49AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kalb	
[4/21/23 03:50AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kalb	
[4/21/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/21/23 03:51AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kalb	
[4/21/23 03:52AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Kalb	
[4/21/23 03:54AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kalb	
[4/21/23 03:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/21/23 03:55AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kalb	
[4/21/23 03:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kalb	
[4/21/23 04:05AM] Player picked up item: Coin, id: 995, amount: 1935253, owner: Kalb	
[4/21/23 04:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kalb	
[4/21/23 04:10AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kalb	
[4/21/23 04:21AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kalb	
[4/21/23 04:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Kalb	
[4/21/23 04:23AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Kalb	
[4/21/23 04:28AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Kalb	
[4/21/23 04:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kalb	
[4/21/23 04:30AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kalb	
[4/21/23 04:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kalb	
[4/21/23 04:31AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kalb	
[4/21/23 04:31AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Kalb	
[4/21/23 04:32AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kalb	
[4/21/23 04:36AM] Player picked up item: Coin, id: 995, amount: 1833208, owner: Kalb	
[4/21/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kalb	
[4/21/23 04:38AM] Player picked up item: Coin, id: 995, amount: 2466509, owner: Kalb	
[4/21/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kalb	
[4/21/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Kalb	
[4/21/23 04:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Kalb	
[4/21/23 04:41AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kalb	
[4/21/23 04:41AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Kalb	
