[4/19/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Markwhite93	
[4/19/23 10:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zane Rosse	
[4/19/23 10:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zane Rosse	
[4/19/23 10:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zane Rosse	
[4/19/23 10:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zane Rosse	
[4/19/23 10:41PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zane Rosse	
[4/19/23 10:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zane Rosse	
[4/19/23 10:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zane Rosse	
[4/19/23 10:41PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Zane Rosse	
[4/19/23 10:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zane Rosse	
[4/19/23 10:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zane Rosse	
[4/19/23 10:42PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Zane Rosse	
[4/19/23 10:42PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Zane Rosse	
[4/19/23 10:43PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zane Rosse	
[4/19/23 10:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zane Rosse	
[4/19/23 10:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zane Rosse	
[4/19/23 10:45PM] Player picked up item: Coin, id: 995, amount: 600, owner: Zane Rosse	
[4/19/23 10:45PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Zane Rosse	
[4/19/23 10:46PM] Player picked up item: Lava bones, id: 2023, amount: 15, owner: Zane Rosse	
[4/19/23 10:46PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Zane Rosse	
[4/19/23 10:47PM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Zane Rosse	
[4/19/23 10:47PM] Player picked up item: Coin, id: 995, amount: 4800, owner: Zane Rosse	
[4/19/23 10:49PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Zane Rosse	
[4/19/23 10:49PM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Zane Rosse	
[4/19/23 10:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zane Rosse	
[4/19/23 10:51PM] Player picked up item: Coin, id: 995, amount: 600, owner: Zane Rosse	
[4/19/23 10:58PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Zane Rosse	
[4/19/23 10:58PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Zane Rosse	
[4/19/23 10:58PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Zane Rosse	
[4/19/23 10:58PM] Player picked up item: Coin, id: 995, amount: 700, owner: Zane Rosse	
[4/19/23 10:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zane Rosse	
[4/19/23 11:00PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Zane Rosse	
[4/19/23 11:00PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Zane Rosse	
[4/19/23 11:02PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Zane Rosse	
[4/19/23 11:02PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Zane Rosse	
[4/19/23 11:03PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Zane Rosse	
[4/19/23 11:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zane Rosse	
[4/19/23 11:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zane Rosse	
[4/19/23 11:09PM] Player picked up item: Coin, id: 995, amount: 800, owner: Zane Rosse	
[4/19/23 11:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zane Rosse	
[4/19/23 11:16PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Zane Rosse	
[4/19/23 11:22PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Zane Rosse	
[4/19/23 11:23PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Zane Rosse	
[4/19/23 11:23PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Zane Rosse	
[4/19/23 11:23PM] Player picked up item: Lava bones, id: 2023, amount: 16, owner: Zane Rosse	
[4/19/23 11:24PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Zane Rosse	
[4/19/23 11:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zane Rosse	
[4/19/23 11:32PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Zane Rosse	
[4/19/23 11:33PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Zane Rosse	
[4/19/23 11:49PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zane Rosse	
[4/19/23 11:50PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Zane Rosse	
[4/19/23 11:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zane Rosse	
[4/19/23 11:52PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zane Rosse	
[4/20/23 12:03AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Zane Rosse	
[4/20/23 12:10AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Zane Rosse	
[4/20/23 12:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zane Rosse	
[4/20/23 12:29AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Zane Rosse	
[4/20/23 12:29AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Zane Rosse	
[4/20/23 12:43AM] Player picked up item: Coin, id: 995, amount: 700, owner: Zane Rosse	
[4/20/23 12:47AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Zane Rosse	
[4/20/23 12:47AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Zane Rosse	
[4/20/23 12:51AM] Player picked up item: Coin, id: 995, amount: 2046322, owner: Zane Rosse	
[4/20/23 12:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zane Rosse	
[4/20/23 12:53AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Zane Rosse	
[4/21/23 01:30AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Zane Rosse	
[4/21/23 01:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zane Rosse	
[4/21/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Zane Rosse	
[4/21/23 01:38AM] Player picked up item: Coin, id: 995, amount: 4251866, owner: Zane Rosse	
[4/21/23 01:38AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Zane Rosse	
[4/21/23 01:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zane Rosse	
[4/21/23 01:51AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Zane Rosse	
[4/21/23 02:08AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zane Rosse	
[4/21/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Zane Rosse	
[4/21/23 02:29AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zane Rosse	
[4/21/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Zane Rosse	
[4/21/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zane Rosse	
[4/21/23 02:37AM] Player picked up item: Coin, id: 995, amount: 4355351, owner: Zane Rosse	
[4/21/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Zane Rosse	
[4/21/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Zane Rosse	
[4/21/23 02:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Zane Rosse	
[4/21/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Zane Rosse	
[4/21/23 02:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Zane Rosse	
[4/21/23 02:47AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zane Rosse	
[4/21/23 02:47AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zane Rosse	
[4/21/23 02:48AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zane Rosse	
[4/21/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Zane Rosse	
[4/21/23 12:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zane Rosse	
[4/21/23 12:23PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zane Rosse	
[4/21/23 12:25PM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Zane Rosse	
[4/21/23 12:25PM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Zane Rosse	
[4/21/23 12:25PM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Zane Rosse	
[4/21/23 12:28PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zane Rosse	
[4/21/23 12:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zane Rosse	
[4/21/23 12:31PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Zane Rosse	
[4/21/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Zane Rosse	
[4/21/23 12:34PM] Player picked up item: Coin, id: 995, amount: 1351152, owner: Zane Rosse	
[4/21/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Zane Rosse	
[4/21/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Zane Rosse	
[4/21/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Zane Rosse	
[4/21/23 12:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Zane Rosse	
[4/21/23 12:39PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Zane Rosse	
[4/21/23 12:40PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Zane Rosse	
[4/21/23 12:41PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zane Rosse	
[4/21/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zane Rosse	
[4/21/23 12:42PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zane Rosse	
[4/21/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zane Rosse	
[4/21/23 12:43PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Zane Rosse	
[4/21/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zane Rosse	
[4/21/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Zane Rosse	
[4/21/23 12:48PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zane Rosse	
[4/21/23 12:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zane Rosse	
[4/21/23 12:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zane Rosse	
[4/21/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zane Rosse	
[4/21/23 12:52PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zane Rosse	
[4/21/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zane Rosse	
[4/21/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zane Rosse	
[4/21/23 12:55PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Zane Rosse	
[4/21/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zane Rosse	
[4/21/23 12:59PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zane Rosse	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zane Rosse	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zane Rosse	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Zane Rosse	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 1924212, owner: Zane Rosse	
[4/21/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zane Rosse	
[4/21/23 01:23PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zane Rosse	
