[4/18/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:04AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:04AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:04AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:04AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:04AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:05AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:05AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:05AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:05AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:05AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:06AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:06AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:06AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:14AM] Player picked up item: Coin, id: 995, amount: 1537084, owner: Cindy	
[4/18/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cindy	
[4/18/23 10:52PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Cindy	
[4/18/23 10:52PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Cindy	
