[4/18/23 03:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hoosierdaddy	
[4/18/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hoosierdaddy	
[4/18/23 03:48PM] Player picked up item: Coin, id: 995, amount: 900, owner: Hoosierdaddy	
[4/18/23 03:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hoosierdaddy	
[4/18/23 03:48PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Hoosierdaddy	
[4/18/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hoosierdaddy	
[4/18/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hoosierdaddy	
[4/18/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hoosierdaddy	
[4/18/23 03:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hoosierdaddy	
[4/18/23 03:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hoosierdaddy	
[4/18/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hoosierdaddy	
[4/18/23 03:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hoosierdaddy	
[4/18/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hoosierdaddy	
[4/18/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hoosierdaddy	
[4/18/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hoosierdaddy	
[4/18/23 03:50PM] Player picked up item: Coin, id: 995, amount: 900, owner: Hoosierdaddy	
[4/18/23 03:50PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hoosierdaddy	
[4/18/23 03:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hoosierdaddy	
[4/18/23 03:50PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hoosierdaddy	
[4/18/23 03:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hoosierdaddy	
[4/18/23 03:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hoosierdaddy	
[4/18/23 03:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hoosierdaddy	
[4/18/23 03:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:56PM] Player picked up item: Coin, id: 995, amount: 800, owner: Hoosierdaddy	
[4/18/23 03:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hoosierdaddy	
[4/18/23 03:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hoosierdaddy	
[4/18/23 03:57PM] Player picked up item: Coin, id: 995, amount: 800, owner: Hoosierdaddy	
[4/18/23 03:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hoosierdaddy	
[4/18/23 03:57PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Hoosierdaddy	
[4/18/23 03:57PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hoosierdaddy	
[4/18/23 03:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hoosierdaddy	
[4/18/23 03:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hoosierdaddy	
[4/18/23 03:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:58PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Hoosierdaddy	
[4/18/23 03:58PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hoosierdaddy	
[4/18/23 03:59PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Hoosierdaddy	
[4/18/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hoosierdaddy	
[4/18/23 04:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hoosierdaddy	
[4/18/23 04:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 04:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 04:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hoosierdaddy	
[4/18/23 04:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hoosierdaddy	
[4/18/23 04:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 04:21PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Hoosierdaddy	
[4/18/23 04:23PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Hoosierdaddy	
[4/18/23 04:24PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Hoosierdaddy	
[4/18/23 04:25PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Hoosierdaddy	
[4/18/23 04:26PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Hoosierdaddy	
[4/18/23 04:27PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Hoosierdaddy	
[4/18/23 04:27PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Hoosierdaddy	
[4/18/23 04:30PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Hoosierdaddy	
[4/18/23 04:31PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Hoosierdaddy	
[4/18/23 04:37PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Hoosierdaddy	
[4/18/23 04:37PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Hoosierdaddy	
[4/18/23 04:37PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Hoosierdaddy	
[4/18/23 04:51PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hoosierdaddy	
[4/18/23 04:55PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Hoosierdaddy	
[4/18/23 04:56PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Hoosierdaddy	
